exp_1,exp_2,R1_re,R1_im,R2_re,R2_im
1,0,-0.0,0.7517029804180958,0.0,0.0
0,1,0.0,0.0,-0.0,-0.7517029804180958
2,1,-0.0,-2.7480739421442587e-5,0.0,0.0
1,2,0.0,-0.0,-0.0,2.7480739421442587e-5
3,2,-0.0,1.4693016390134152e-9,0.0,0.0
2,3,0.0,-0.0,-0.0,-1.4693016390134152e-9
4,3,-0.0,3.9926452048763166e-13,0.0,0.0
3,4,0.0,-0.0,-0.0,-3.9926452048763166e-13
