h_ratio,theta,model,z_order,r,omega,amplitude
0.003500,-0.3000,parametric,3,66.93386807,0.63232597,10.77896190
0.003500,-0.3000,parametric,3,67.13426887,0.63261479,10.81486765
0.003500,-0.3000,parametric,3,67.33466967,0.63290447,10.85079044
0.003500,-0.3000,parametric,3,67.53507046,0.63319502,10.88673021
0.003500,-0.3000,parametric,3,67.73547126,0.63348643,10.92268692
0.003500,-0.3000,parametric,3,67.93587206,0.63377870,10.95866054
0.003500,-0.3000,parametric,3,68.13627286,0.63407183,10.99465102
0.003500,-0.3000,parametric,3,68.33667366,0.63436583,11.03065832
0.003500,-0.3000,parametric,3,68.53707446,0.63466070,11.06668240
0.003500,-0.3000,parametric,3,68.73747526,0.63495642,11.10272322
0.003500,-0.3000,parametric,3,68.93787606,0.63525301,11.13878073
0.003500,-0.3000,parametric,3,69.13827686,0.63555047,11.17485489
0.003500,-0.3000,parametric,3,69.33867766,0.63584878,11.21094567
0.003500,-0.3000,parametric,3,69.53907846,0.63614796,11.24705302
0.003500,-0.3000,parametric,3,69.73947926,0.63644801,11.28317689
0.003500,-0.3000,parametric,3,69.93988006,0.63674892,11.31931725
0.003500,-0.3000,parametric,3,70.14028086,0.63705069,11.35547406
0.003500,-0.3000,parametric,3,70.34068166,0.63735332,11.39164728
0.003500,-0.3000,parametric,3,70.54108246,0.63765682,11.42783685
0.003500,-0.3000,parametric,3,70.74148326,0.63796118,11.46404274
0.003500,-0.3000,parametric,3,70.94188406,0.63826640,11.50026492
0.003500,-0.3000,parametric,3,71.14228486,0.63857249,11.53650333
0.003500,-0.3000,parametric,3,71.34268566,0.63887944,11.57275794
0.003500,-0.3000,parametric,3,71.54308646,0.63918726,11.60902870
0.003500,-0.3000,parametric,3,71.74348726,0.63949593,11.64531557
0.003500,-0.3000,parametric,3,71.94388806,0.63980548,11.68161851
0.003500,-0.3000,parametric,3,72.14428886,0.64011588,11.71793749
0.003500,-0.3000,parametric,3,72.34468966,0.64042715,11.75427245
0.003500,-0.3000,parametric,3,72.54509045,0.64073928,11.79062335
0.003500,-0.3000,parametric,3,72.74549125,0.64105228,11.82699016
0.003500,-0.3000,parametric,3,72.94589205,0.64136613,11.86337283
0.003500,-0.3000,parametric,3,73.14629285,0.64168086,11.89977133
0.003500,-0.3000,parametric,3,73.34669365,0.64199644,11.93618560
0.003500,-0.3000,parametric,3,73.54709445,0.64231289,11.97261561
0.003500,-0.3000,parametric,3,73.74749525,0.64263020,12.00906131
0.003500,-0.3000,parametric,3,73.94789605,0.64294838,12.04552267
0.003500,-0.3000,parametric,3,74.14829685,0.64326742,12.08199965
0.003500,-0.3000,parametric,3,74.34869765,0.64358732,12.11849219
0.003500,-0.3000,parametric,3,74.54909845,0.64390809,12.15500026
0.003500,-0.3000,parametric,3,74.74949925,0.64422972,12.19152383
0.003500,-0.3000,parametric,3,74.94990005,0.64455221,12.22806283
0.003500,-0.3000,parametric,3,75.15030085,0.64487557,12.26461724
0.003500,-0.3000,parametric,3,75.35070165,0.64519979,12.30118702
0.003500,-0.3000,parametric,3,75.55110245,0.64552487,12.33777211
0.003500,-0.3000,parametric,3,75.75150325,0.64585082,12.37437249
0.003500,-0.3000,parametric,3,75.95190405,0.64617763,12.41098810
0.003500,-0.3000,parametric,3,76.15230485,0.64650530,12.44761891
0.003500,-0.3000,parametric,3,76.35270565,0.64683384,12.48426487
0.003500,-0.3000,parametric,3,76.55310645,0.64716324,12.52092595
0.003500,-0.3000,parametric,3,76.75350725,0.64749350,12.55760210
0.003500,-0.3000,parametric,3,76.95390805,0.64782463,12.59429328
0.003500,-0.3000,parametric,3,77.15430885,0.64815662,12.63099944
0.003500,-0.3000,parametric,3,77.35470965,0.64848947,12.66772055
0.003500,-0.3000,parametric,3,77.55511044,0.64882319,12.70445657
0.003500,-0.3000,parametric,3,77.75551124,0.64915777,12.74120745
0.003500,-0.3000,parametric,3,77.95591204,0.64949322,12.77797315
0.003500,-0.3000,parametric,3,78.15631284,0.64982952,12.81475363
0.003500,-0.3000,parametric,3,78.35671364,0.65016670,12.85154885
0.003500,-0.3000,parametric,3,78.55711444,0.65050473,12.88835877
0.003500,-0.3000,parametric,3,78.75751524,0.65084363,12.92518334
0.003500,-0.3000,parametric,3,78.95791604,0.65118339,12.96202253
0.003500,-0.3000,parametric,3,79.15831684,0.65152402,12.99887628
0.003500,-0.3000,parametric,3,79.35871764,0.65186550,13.03574457
0.003500,-0.3000,parametric,3,79.55911844,0.65220786,13.07262734
0.003500,-0.3000,parametric,3,79.75951924,0.65255107,13.10952456
0.003500,-0.3000,parametric,3,79.95992004,0.65289515,13.14643619
0.003500,-0.3000,parametric,3,80.16032084,0.65324009,13.18336218
0.003500,-0.3000,parametric,3,80.36072164,0.65358590,13.22030249
0.003500,-0.3000,parametric,3,80.56112244,0.65393257,13.25725708
0.003500,-0.3000,parametric,3,80.76152324,0.65428010,13.29422591
0.003500,-0.3000,parametric,3,80.96192404,0.65462850,13.33120894
0.003500,-0.3000,parametric,3,81.16232484,0.65497776,13.36820612
0.003500,-0.3000,parametric,3,81.36272564,0.65532788,13.40521742
0.003500,-0.3000,parametric,3,81.56312644,0.65567887,13.44224279
0.003500,-0.3000,parametric,3,81.76352724,0.65603072,13.47928218
0.003500,-0.3000,parametric,3,81.96392804,0.65638343,13.51633557
0.003500,-0.3000,parametric,3,82.16432884,0.65673701,13.55340290
0.003500,-0.3000,parametric,3,82.36472964,0.65709145,13.59048414
0.003500,-0.3000,parametric,3,82.56513043,0.65744675,13.62757925
0.003500,-0.3000,parametric,3,82.76553123,0.65780292,13.66468817
0.003500,-0.3000,parametric,3,82.96593203,0.65815995,13.70181088
0.003500,-0.3000,parametric,3,83.16633283,0.65851784,13.73894732
0.003500,-0.3000,parametric,3,83.36673363,0.65887660,13.77609747
0.003500,-0.3000,parametric,3,83.56713443,0.65923622,13.81326126
0.003500,-0.3000,parametric,3,83.76753523,0.65959670,13.85043867
0.003500,-0.3000,parametric,3,83.96793603,0.65995805,13.88762966
0.003500,-0.3000,parametric,3,84.16833683,0.66032026,13.92483417
0.003500,-0.3000,parametric,3,84.36873763,0.66068333,13.96205218
0.003500,-0.3000,parametric,3,84.56913843,0.66104727,13.99928363
0.003500,-0.3000,parametric,3,84.76953923,0.66141207,14.03652848
0.003500,-0.3000,parametric,3,84.96994003,0.66177774,14.07378670
0.003500,-0.3000,parametric,3,85.17034083,0.66214427,14.11105825
0.003500,-0.3000,parametric,3,85.37074163,0.66251166,14.14834307
0.003500,-0.3000,parametric,3,85.57114243,0.66287991,14.18564114
0.003500,-0.3000,parametric,3,85.77154323,0.66324903,14.22295240
0.003500,-0.3000,parametric,3,85.97194403,0.66361901,14.26027681
0.003500,-0.3000,parametric,3,86.17234483,0.66398986,14.29761434
0.003500,-0.3000,parametric,3,86.37274563,0.66436157,14.33496495
0.003500,-0.3000,parametric,3,86.57314643,0.66473414,14.37232858
0.003500,-0.3000,parametric,3,86.77354723,0.66510758,14.40970521
0.003500,-0.3000,parametric,3,86.97394803,0.66548188,14.44709478
0.003500,-0.3000,parametric,3,87.17434883,0.66585704,14.48449726
0.003500,-0.3000,parametric,3,87.37474963,0.66623306,14.52191260
0.003500,-0.3000,parametric,3,87.57515042,0.66660995,14.55934076
0.003500,-0.3000,parametric,3,87.77555122,0.66698771,14.59678171
0.003500,-0.3000,parametric,3,87.97595202,0.66736632,14.63423539
0.003500,-0.3000,parametric,3,88.17635282,0.66774580,14.67170178
0.003500,-0.3000,parametric,3,88.37675362,0.66812615,14.70918082
0.003500,-0.3000,parametric,3,88.57715442,0.66850735,14.74667247
0.003500,-0.3000,parametric,3,88.77755522,0.66888942,14.78417670
0.003500,-0.3000,parametric,3,88.97795602,0.66927236,14.82169346
0.003500,-0.3000,parametric,3,89.17835682,0.66965615,14.85922271
0.003500,-0.3000,parametric,3,89.37875762,0.67004081,14.89676440
0.003500,-0.3000,parametric,3,89.57915842,0.67042634,14.93431850
0.003500,-0.3000,parametric,3,89.77955922,0.67081272,14.97188497
0.003500,-0.3000,parametric,3,89.97996002,0.67119997,15.00946376
0.003500,-0.3000,parametric,3,90.18036082,0.67158809,15.04705483
0.003500,-0.3000,parametric,3,90.38076162,0.67197707,15.08465815
0.003500,-0.3000,parametric,3,90.58116242,0.67236691,15.12227366
0.003500,-0.3000,parametric,3,90.78156322,0.67275761,15.15990132
0.003500,-0.3000,parametric,3,90.98196402,0.67314918,15.19754110
0.003500,-0.3000,parametric,3,91.18236482,0.67354161,15.23519296
0.003500,-0.3000,parametric,3,91.38276562,0.67393490,15.27285684
0.003500,-0.3000,parametric,3,91.58316642,0.67432906,15.31053272
0.003500,-0.3000,parametric,3,91.78356722,0.67472408,15.34822055
0.003500,-0.3000,parametric,3,91.98396802,0.67511997,15.38592028
0.003500,-0.3000,parametric,3,92.18436882,0.67551672,15.42363187
0.003500,-0.3000,parametric,3,92.38476962,0.67591433,15.46135529
0.003500,-0.3000,parametric,3,92.58517041,0.67631280,15.49909050
0.003500,-0.3000,parametric,3,92.78557121,0.67671214,15.53683744
0.003500,-0.3000,parametric,3,92.98597201,0.67711235,15.57459608
0.003500,-0.3000,parametric,3,93.18637281,0.67751341,15.61236638
0.003500,-0.3000,parametric,3,93.38677361,0.67791534,15.65014829
0.003500,-0.3000,parametric,3,93.58717441,0.67831813,15.68794177
0.003500,-0.3000,parametric,3,93.78757521,0.67872179,15.72574679
0.003500,-0.3000,parametric,3,93.98797601,0.67912631,15.76356330
0.003500,-0.3000,parametric,3,94.18837681,0.67953169,15.80139126
0.003500,-0.3000,parametric,3,94.38877761,0.67993794,15.83923062
0.003500,-0.3000,parametric,3,94.58917841,0.68034505,15.87708135
0.003500,-0.3000,parametric,3,94.78957921,0.68075302,15.91494341
0.003500,-0.3000,parametric,3,94.98998001,0.68116186,15.95281674
0.003500,-0.3000,parametric,3,95.19038081,0.68157156,15.99070132
0.003500,-0.3000,parametric,3,95.39078161,0.68198212,16.02859709
0.003500,-0.3000,parametric,3,95.59118241,0.68239355,16.06650402
0.003500,-0.3000,parametric,3,95.79158321,0.68280584,16.10442207
0.003500,-0.3000,parametric,3,95.99198401,0.68321899,16.14235119
0.003500,-0.3000,parametric,3,96.19238481,0.68363301,16.18029135
0.003500,-0.3000,parametric,3,96.39278561,0.68404789,16.21824249
0.003500,-0.3000,parametric,3,96.59318641,0.68446363,16.25620459
0.003500,-0.3000,parametric,3,96.79358721,0.68488024,16.29417759
0.003500,-0.3000,parametric,3,96.99398801,0.68529771,16.33216145
0.003500,-0.3000,parametric,3,97.19438881,0.68571604,16.37015614
0.003500,-0.3000,parametric,3,97.39478961,0.68613524,16.40816162
0.003500,-0.3000,parametric,3,97.59519040,0.68655530,16.44617783
0.003500,-0.3000,parametric,3,97.79559120,0.68697623,16.48420474
0.003500,-0.3000,parametric,3,97.99599200,0.68739802,16.52224231
0.003500,-0.3000,parametric,3,98.19639280,0.68782067,16.56029050
0.003500,-0.3000,parametric,3,98.39679360,0.68824418,16.59834926
0.003500,-0.3000,parametric,3,98.59719440,0.68866856,16.63641855
0.003500,-0.3000,parametric,3,98.79759520,0.68909380,16.67449834
0.003500,-0.3000,parametric,3,98.99799600,0.68951991,16.71258857
0.003500,-0.3000,parametric,3,99.19839680,0.68994688,16.75068921
0.003500,-0.3000,parametric,3,99.39879760,0.69037471,16.78880022
0.003500,-0.3000,parametric,3,99.59919840,0.69080340,16.82692155
0.003500,-0.3000,parametric,3,99.79959920,0.69123296,16.86505317
0.003500,-0.3000,parametric,3,100.00000000,0.69166338,16.90319502
0.003500,-0.3000,parametric,5,0.00000100,0.58416529,0.00000014
0.003500,-0.3000,parametric,5,0.20040180,0.58416572,0.02788888
0.003500,-0.3000,parametric,5,0.40080260,0.58416702,0.05580858
0.003500,-0.3000,parametric,5,0.60120340,0.58416917,0.08375926
0.003500,-0.3000,parametric,5,0.80160420,0.58417220,0.11174107
0.003500,-0.3000,parametric,5,1.00200500,0.58417608,0.13975435
0.003500,-0.3000,parametric,5,1.20240580,0.58418084,0.16779967
0.003500,-0.3000,parametric,5,1.40280660,0.58418645,0.19587791
0.003500,-0.3000,parametric,5,1.60320740,0.58419294,0.22399030
0.003500,-0.3000,parametric,5,1.80360820,0.58420029,0.25213852
0.003500,-0.3000,parametric,5,2.00400900,0.58420850,0.28032472
0.003500,-0.3000,parametric,5,2.20440980,0.58421759,0.30855158
0.003500,-0.3000,parametric,5,2.40481060,0.58422755,0.33682242
0.003500,-0.3000,parametric,5,2.60521139,0.58423838,0.36514121
0.003500,-0.3000,parametric,5,2.80561219,0.58425008,0.39351264
0.003500,-0.3000,parametric,5,3.00601299,0.58426265,0.42194221
0.003500,-0.3000,parametric,5,3.20641379,0.58427610,0.45043625
0.003500,-0.3000,parametric,5,3.40681459,0.58429043,0.47900202
0.003500,-0.3000,parametric,5,3.60721539,0.58430563,0.50764774
0.003500,-0.3000,parametric,5,3.80761619,0.58432172,0.53638268
0.003500,-0.3000,parametric,5,4.00801699,0.58433869,0.56521717
0.003500,-0.3000,parametric,5,4.20841779,0.58435655,0.59416273
0.003500,-0.3000,parametric,5,4.40881859,0.58437529,0.62323207
0.003500,-0.3000,parametric,5,4.60921939,0.58439492,0.65243921
0.003500,-0.3000,parametric,5,4.80962019,0.58441544,0.68179946
0.003500,-0.3000,parametric,5,5.01002099,0.58443686,0.71132958
0.003500,-0.3000,parametric,5,5.21042179,0.58445917,0.74104775
0.003500,-0.3000,parametric,5,5.41082259,0.58448239,0.77097368
0.003500,-0.3000,parametric,5,5.61122339,0.58450651,0.80112868
0.003500,-0.3000,parametric,5,5.81162419,0.58453153,0.83153567
0.003500,-0.3000,parametric,5,6.01202499,0.58455746,0.86221930
0.003500,-0.3000,parametric,5,6.21242579,0.58458430,0.89320598
0.003500,-0.3000,parametric,5,6.41282659,0.58461206,0.92452392
0.003500,-0.3000,parametric,5,6.61322739,0.58464074,0.95620325
0.003500,-0.3000,parametric,5,6.81362819,0.58467033,0.98827603
0.003500,-0.3000,parametric,5,7.01402899,0.58470086,1.02077631
0.003500,-0.3000,parametric,5,7.21442979,0.58473231,1.05374024
0.003500,-0.3000,parametric,5,7.41483059,0.58476470,1.08720609
0.003500,-0.3000,parametric,5,7.61523138,0.58479802,1.12121430
0.003500,-0.3000,parametric,5,7.81563218,0.58483228,1.15580757
0.003500,-0.3000,parametric,5,8.01603298,0.58486749,1.19103094
0.003500,-0.3000,parametric,5,8.21643378,0.58490365,1.22693178
0.003500,-0.3000,parametric,5,8.41683458,0.58494076,1.26355992
0.003500,-0.3000,parametric,5,8.61723538,0.58497883,1.30096767
0.003500,-0.3000,parametric,5,8.81763618,0.58501787,1.33920990
0.003500,-0.3000,parametric,5,9.01803698,0.58505787,1.37834411
0.003500,-0.3000,parametric,5,9.21843778,0.58509884,1.41843046
0.003500,-0.3000,parametric,5,9.41883858,0.58514079,1.45953185
0.003500,-0.3000,parametric,5,9.61923938,0.58518372,1.50171397
0.003500,-0.3000,parametric,5,9.81964018,0.58522764,1.54504540
0.003500,-0.3000,parametric,5,10.02004098,0.58527255,1.58959761
0.003500,-0.3000,parametric,5,10.22044178,0.58531846,1.63544506
0.003500,-0.3000,parametric,5,10.42084258,0.58536537,1.68266526
0.003500,-0.3000,parametric,5,10.62124338,0.58541329,1.73133881
0.003500,-0.3000,parametric,5,10.82164418,0.58546223,1.78154949
0.003500,-0.3000,parametric,5,11.02204498,0.58551218,1.83338428
0.003500,-0.3000,parametric,5,11.22244578,0.58556316,1.88693348
0.003500,-0.3000,parametric,5,11.42284658,0.58561518,1.94229070
0.003500,-0.3000,parametric,5,11.62324738,0.58566823,1.99955299
0.003500,-0.3000,parametric,5,11.82364818,0.58572232,2.05882085
0.003500,-0.3000,parametric,5,12.02404898,0.58577747,2.12019831
0.003500,-0.3000,parametric,5,12.22444978,0.58583367,2.18379298
0.003500,-0.3000,parametric,5,12.42485058,0.58589094,2.24971616
0.003500,-0.3000,parametric,5,12.62525137,0.58594927,2.31808281
0.003500,-0.3000,parametric,5,12.82565217,0.58600868,2.38901171
0.003500,-0.3000,parametric,5,13.02605297,0.58606918,2.46262543
0.003500,-0.3000,parametric,5,13.22645377,0.58613076,2.53905047
0.003500,-0.3000,parametric,5,13.42685457,0.58619345,2.61841726
0.003500,-0.3000,parametric,5,13.62725537,0.58625723,2.70086027
0.003500,-0.3000,parametric,5,13.82765617,0.58632213,2.78651803
0.003500,-0.3000,parametric,5,14.02805697,0.58638815,2.87553320
0.003500,-0.3000,parametric,5,14.22845777,0.58645529,2.96805267
0.003500,-0.3000,parametric,5,14.42885857,0.58652357,3.06422756
0.003500,-0.3000,parametric,5,14.62925937,0.58659299,3.16421332
0.003500,-0.3000,parametric,5,14.82966017,0.58666356,3.26816978
0.003500,-0.3000,parametric,5,15.03006097,0.58673529,3.37626123
0.003500,-0.3000,parametric,5,15.23046177,0.58680819,3.48865643
0.003500,-0.3000,parametric,5,15.43086257,0.58688225,3.60552873
0.003500,-0.3000,parametric,5,15.63126337,0.58695750,3.72705610
0.003500,-0.3000,parametric,5,15.83166417,0.58703394,3.85342119
0.003500,-0.3000,parametric,5,16.03206497,0.58711158,3.98481139
0.003500,-0.3000,parametric,5,16.23246577,0.58719042,4.12141892
0.003500,-0.3000,parametric,5,16.43286657,0.58727048,4.26344086
0.003500,-0.3000,parametric,5,16.63326737,0.58735177,4.41107919
0.003500,-0.3000,parametric,5,16.83366817,0.58743429,4.56454093
0.003500,-0.3000,parametric,5,17.03406897,0.58751805,4.72403812
0.003500,-0.3000,parametric,5,17.23446977,0.58760306,4.88978791
0.003500,-0.3000,parametric,5,17.43487057,0.58768933,5.06201264
0.003500,-0.3000,parametric,5,17.63527136,0.58777687,5.24093987
0.003500,-0.3000,parametric,5,17.83567216,0.58786570,5.42680245
0.003500,-0.3000,parametric,5,18.03607296,0.58795581,5.61983861
0.003500,-0.3000,parametric,5,18.23647376,0.58804722,5.82029197
0.003500,-0.3000,parametric,5,18.43687456,0.58813993,6.02841165
0.003500,-0.3000,parametric,5,18.63727536,0.58823397,6.24445229
0.003500,-0.3000,parametric,5,18.83767616,0.58832933,6.46867413
0.003500,-0.3000,parametric,5,19.03807696,0.58842603,6.70134307
0.003500,-0.3000,parametric,5,19.23847776,0.58852408,6.94273076
0.003500,-0.3000,parametric,5,19.43887856,0.58862349,7.19311458
0.003500,-0.3000,parametric,5,19.63927936,0.58872427,7.45277779
0.003500,-0.3000,parametric,5,19.83968016,0.58882642,7.72200955
0.003500,-0.3000,parametric,5,20.04008096,0.58892997,8.00110498
0.003500,-0.3000,parametric,5,20.24048176,0.58903491,8.29036520
0.003500,-0.3000,parametric,5,20.44088256,0.58914127,8.59009746
0.003500,-0.3000,parametric,5,20.64128336,0.58924905,8.90061513
0.003500,-0.3000,parametric,5,20.84168416,0.58935826,9.22223779
0.003500,-0.3000,parametric,5,21.04208496,0.58946892,9.55529129
0.003500,-0.3000,parametric,5,21.24248576,0.58958103,9.90010781
0.003500,-0.3000,parametric,5,21.44288656,0.58969461,10.25702593
0.003500,-0.3000,parametric,5,21.64328736,0.58980966,10.62639067
0.003500,-0.3000,parametric,5,21.84368816,0.58992621,11.00855356
0.003500,-0.3000,parametric,5,22.04408896,0.59004426,11.40387272
0.003500,-0.3000,parametric,5,22.24448976,0.59016382,11.81271287
0.003500,-0.3000,parametric,5,22.44489056,0.59028491,12.23544547
0.003500,-0.3000,parametric,5,22.64529135,0.59040753,12.67244869
0.003500,-0.3000,parametric,5,22.84569215,0.59053170,13.12410756
0.003500,-0.3000,parametric,5,23.04609295,0.59065744,13.59081395
0.003500,-0.3000,parametric,5,23.24649375,0.59078474,14.07296669
0.003500,-0.3000,parametric,5,23.44689455,0.59091364,14.57097161
0.003500,-0.3000,parametric,5,23.64729535,0.59104413,15.08524158
0.003500,-0.3000,parametric,5,23.84769615,0.59117623,15.61619661
0.003500,-0.3000,parametric,5,24.04809695,0.59130996,16.16426390
0.003500,-0.3000,parametric,5,24.24849775,0.59144533,16.72987786
0.003500,-0.3000,parametric,5,24.44889855,0.59158234,17.31348022
0.003500,-0.3000,parametric,5,24.64929935,0.59172102,17.91552010
0.003500,-0.3000,parametric,5,24.84970015,0.59186137,18.53645400
0.003500,-0.3000,parametric,5,25.05010095,0.59200341,19.17674594
0.003500,-0.3000,parametric,5,25.25050175,0.59214715,19.83686747
0.003500,-0.3000,parametric,5,25.45090255,0.59229261,20.51729775
0.003500,-0.3000,parametric,5,25.65130335,0.59243980,21.21852362
0.003500,-0.3000,parametric,5,25.85170415,0.59258874,21.94103964
0.003500,-0.3000,parametric,5,26.05210495,0.59273943,22.68534815
0.003500,-0.3000,parametric,5,26.25250575,0.59289189,23.45195938
0.003500,-0.3000,parametric,5,26.45290655,0.59304613,24.24139142
0.003500,-0.3000,parametric,5,26.65330735,0.59320218,25.05417037
0.003500,-0.3000,parametric,5,26.85370815,0.59336004,25.89083035
0.003500,-0.3000,parametric,5,27.05410895,0.59351972,26.75191358
0.003500,-0.3000,parametric,5,27.25450975,0.59368125,27.63797043
0.003500,-0.3000,parametric,5,27.45491055,0.59384464,28.54955950
0.003500,-0.3000,parametric,5,27.65531134,0.59400989,29.48724765
0.003500,-0.3000,parametric,5,27.85571214,0.59417703,30.45161009
0.003500,-0.3000,parametric,5,28.05611294,0.59434608,31.44323043
0.003500,-0.3000,parametric,5,28.25651374,0.59451704,32.46270073
0.003500,-0.3000,parametric,5,28.45691454,0.59468993,33.51062157
0.003500,-0.3000,parametric,5,28.65731534,0.59486476,34.58760213
0.003500,-0.3000,parametric,5,28.85771614,0.59504156,35.69426022
0.003500,-0.3000,parametric,5,29.05811694,0.59522034,36.83122236
0.003500,-0.3000,parametric,5,29.25851774,0.59540110,37.99912382
0.003500,-0.3000,parametric,5,29.45891854,0.59558388,39.19860871
0.003500,-0.3000,parametric,5,29.65931934,0.59576868,40.43033003
0.003500,-0.3000,parametric,5,29.85972014,0.59595552,41.69494971
0.003500,-0.3000,parametric,5,30.06012094,0.59614441,42.99313869
0.003500,-0.3000,parametric,5,30.26052174,0.59633538,44.32557701
0.003500,-0.3000,parametric,5,30.46092254,0.59652843,45.69295379
0.003500,-0.3000,parametric,5,30.66132334,0.59672359,47.09596739
0.003500,-0.3000,parametric,5,30.86172414,0.59692087,48.53532538
0.003500,-0.3000,parametric,5,31.06212494,0.59712029,50.01174467
0.003500,-0.3000,parametric,5,31.26252574,0.59732186,51.52595154
0.003500,-0.3000,parametric,5,31.46292654,0.59752560,53.07868168
0.003500,-0.3000,parametric,5,31.66332734,0.59773153,54.67068031
0.003500,-0.3000,parametric,5,31.86372814,0.59793966,56.30270219
0.003500,-0.3000,parametric,5,32.06412894,0.59815001,57.97551169
0.003500,-0.3000,parametric,5,32.26452974,0.59836260,59.68988286
0.003500,-0.3000,parametric,5,32.46493054,0.59857744,61.44659950
0.003500,-0.3000,parametric,5,32.66533133,0.59879456,63.24645521
0.003500,-0.3000,parametric,5,32.86573213,0.59901397,65.09025342
0.003500,-0.3000,parametric,5,33.06613293,0.59923569,66.97880753
0.003500,-0.3000,parametric,5,33.26653373,0.59945973,68.91294088
0.003500,-0.3000,parametric,5,33.46693453,0.59968612,70.89348688
0.003500,-0.3000,parametric,5,33.66733533,0.59991486,72.92128902
0.003500,-0.3000,parametric,5,33.86773613,0.60014599,74.99720097
0.003500,-0.3000,parametric,5,34.06813693,0.60037951,77.12208664
0.003500,-0.3000,parametric,5,34.26853773,0.60061545,79.29682019
0.003500,-0.3000,parametric,5,34.46893853,0.60085382,81.52228616
0.003500,-0.3000,parametric,5,34.66933933,0.60109464,83.79937948
0.003500,-0.3000,parametric,5,34.86974013,0.60133794,86.12900555
0.003500,-0.3000,parametric,5,35.07014093,0.60158372,88.51208032
0.003500,-0.3000,parametric,5,35.27054173,0.60183201,90.94953030
0.003500,-0.3000,parametric,5,35.47094253,0.60208283,93.44229268
0.003500,-0.3000,parametric,5,35.67134333,0.60233619,95.99131534
0.003500,-0.3000,parametric,5,35.87174413,0.60259212,98.59755695
0.003500,-0.3000,parametric,5,36.07214493,0.60285064,101.26198700
0.003500,-0.3000,parametric,5,36.27254573,0.60311175,103.98558590
0.003500,-0.3000,parametric,5,36.47294653,0.60337549,106.76934499
0.003500,-0.3000,parametric,5,36.67334733,0.60364187,109.61426663
0.003500,-0.3000,parametric,5,36.87374813,0.60391092,112.52136427
0.003500,-0.3000,parametric,5,37.07414893,0.60418264,115.49166250
0.003500,-0.3000,parametric,5,37.27454973,0.60445707,118.52619709
0.003500,-0.3000,parametric,5,37.47495053,0.60473422,121.62601510
0.003500,-0.3000,parametric,5,37.67535132,0.60501410,124.79217488
0.003500,-0.3000,parametric,5,37.87575212,0.60529675,128.02574619
0.003500,-0.3000,parametric,5,38.07615292,0.60558219,131.32781020
0.003500,-0.3000,parametric,5,38.27655372,0.60587042,134.69945963
0.003500,-0.3000,parametric,5,38.47695452,0.60616148,138.14179873
0.003500,-0.3000,parametric,5,38.67735532,0.60645538,141.65594338
0.003500,-0.3000,parametric,5,38.87775612,0.60675214,145.24302115
0.003500,-0.3000,parametric,5,39.07815692,0.60705179,148.90417137
0.003500,-0.3000,parametric,5,39.27855772,0.60735434,152.64054516
0.003500,-0.3000,parametric,5,39.47895852,0.60765982,156.45330553
0.003500,-0.3000,parametric,5,39.67935932,0.60796824,160.34362739
0.003500,-0.3000,parametric,5,39.87976012,0.60827964,164.31269767
0.003500,-0.3000,parametric,5,40.08016092,0.60859403,168.36171534
0.003500,-0.3000,parametric,5,40.28056172,0.60891142,172.49189148
0.003500,-0.3000,parametric,5,40.48096252,0.60923185,176.70444935
0.003500,-0.3000,parametric,5,40.68136332,0.60955534,181.00062444
0.003500,-0.3000,parametric,5,40.88176412,0.60988190,185.38166453
0.003500,-0.3000,parametric,5,41.08216492,0.61021156,189.84882978
0.003500,-0.3000,parametric,5,41.28256572,0.61054434,194.40339274
0.003500,-0.3000,parametric,5,41.48296652,0.61088026,199.04663845
0.003500,-0.3000,parametric,5,41.68336732,0.61121935,203.77986449
0.003500,-0.3000,parametric,5,41.88376812,0.61156162,208.60438104
0.003500,-0.3000,parametric,5,42.08416892,0.61190710,213.52151093
0.003500,-0.3000,parametric,5,42.28456972,0.61225581,218.53258973
0.003500,-0.3000,parametric,5,42.48497052,0.61260778,223.63896578
0.003500,-0.3000,parametric,5,42.68537131,0.61296303,228.84200026
0.003500,-0.3000,parametric,5,42.88577211,0.61332157,234.14306727
0.003500,-0.3000,parametric,5,43.08617291,0.61368344,239.54355385
0.003500,-0.3000,parametric,5,43.28657371,0.61404865,245.04486010
0.003500,-0.3000,parametric,5,43.48697451,0.61441723,250.64839918
0.003500,-0.3000,parametric,5,43.68737531,0.61478921,256.35559740
0.003500,-0.3000,parametric,5,43.88777611,0.61516460,262.16789430
0.003500,-0.3000,parametric,5,44.08817691,0.61554343,268.08674265
0.003500,-0.3000,parametric,5,44.28857771,0.61592572,274.11360860
0.003500,-0.3000,parametric,5,44.48897851,0.61631149,280.24997165
0.003500,-0.3000,parametric,5,44.68937931,0.61670078,286.49732478
0.003500,-0.3000,parametric,5,44.88978011,0.61709360,292.85717446
0.003500,-0.3000,parametric,5,45.09018091,0.61748998,299.33104074
0.003500,-0.3000,parametric,5,45.29058171,0.61788994,305.92045733
0.003500,-0.3000,parametric,5,45.49098251,0.61829351,312.62697159
0.003500,-0.3000,parametric,5,45.69138331,0.61870071,319.45214469
0.003500,-0.3000,parametric,5,45.89178411,0.61911156,326.39755156
0.003500,-0.3000,parametric,5,46.09218491,0.61952609,333.46478106
0.003500,-0.3000,parametric,5,46.29258571,0.61994433,340.65543596
0.003500,-0.3000,parametric,5,46.49298651,0.62036630,347.97113303
