exp_1,exp_2,R1_re,R1_im,R2_re,R2_im
1,0,-0.0,0.5606743694030346,0.0,0.0
0,1,0.0,0.0,-0.0,-0.5606743694030346
2,1,-0.0,2.0560037355332172e-5,0.0,0.0
1,2,0.0,-0.0,-0.0,-2.0560037355332172e-5
3,2,-0.0,2.5873802517006146e-11,0.0,0.0
2,3,0.0,-0.0,-0.0,-2.5873802517006146e-11
4,3,-0.0,-2.8986838519343163e-13,0.0,0.0
3,4,0.0,-0.0,-0.0,2.8986838519343163e-13
