theta1,theta2,w_mid,omega0_exact,omega0_param,rel_err
0.022545,0.545455,0.545313,0.52614509,0.52589559,4.742046e-04
0.026758,0.545455,0.545313,0.52184852,0.52149849,6.707603e-04
0.030970,0.545455,0.545313,0.51760434,0.51713832,9.003511e-04
0.035182,0.545455,0.545313,0.51341170,0.51281484,1.162535e-03
0.039394,0.545455,0.545313,0.50926977,0.50852784,1.456859e-03
0.043606,0.545455,0.545313,0.50517774,0.50427709,1.782837e-03
0.047818,0.545455,0.545313,0.50113481,0.50006240,2.139960e-03
0.052030,0.545455,0.545313,0.49714019,0.49588357,2.527699e-03
0.056242,0.545455,0.545313,0.49319312,0.49174042,2.945487e-03
0.060455,0.545455,0.545313,0.48929284,0.48763280,3.392743e-03
0.064667,0.545455,0.545313,0.48543863,0.48356054,3.868851e-03
0.068879,0.545455,0.545313,0.48162976,0.47952352,4.373167e-03
0.073091,0.545455,0.545313,0.47786552,0.47552158,4.905010e-03
0.077303,0.545455,0.545313,0.47414522,0.47155464,5.463687e-03
0.081515,0.545455,0.545313,0.47046817,0.46762256,6.048446e-03
0.085727,0.545455,0.545313,0.46683371,0.46372528,6.658532e-03
0.089939,0.545455,0.545313,0.46324118,0.45986270,7.293127e-03
0.094152,0.545455,0.545313,0.45968994,0.45603476,7.951405e-03
0.098364,0.545455,0.545313,0.45617936,0.45224140,8.632483e-03
0.102576,0.545455,0.545313,0.45270882,0.44848258,9.335458e-03
0.106788,0.545455,0.545313,0.44927772,0.44475827,1.005938e-02
0.111000,0.545455,0.545313,0.44588546,0.44106845,1.080325e-02
0.115212,0.545455,0.545313,0.44253146,0.43741311,1.156606e-02
0.119424,0.545455,0.545313,0.43921514,0.43379226,1.234673e-02
0.123636,0.545455,0.545313,0.43593594,0.43020593,1.314417e-02
0.127848,0.545455,0.545313,0.43269331,0.42665412,1.395720e-02
0.132061,0.545455,0.545313,0.42948671,0.42313690,1.478464e-02
0.136273,0.545455,0.545313,0.42631561,0.41965432,1.562525e-02
0.140485,0.545455,0.545313,0.42317948,0.41620643,1.647775e-02
0.144697,0.545455,0.545313,0.42007781,0.41279333,1.734079e-02
0.148909,0.545455,0.545313,0.41701010,0.40941510,1.821300e-02
0.153121,0.545455,0.545313,0.41397586,0.40607184,1.909295e-02
0.157333,0.545455,0.545313,0.41097460,0.40276368,1.997915e-02
0.161545,0.545455,0.545313,0.40800585,0.39949073,2.087007e-02
0.165758,0.545455,0.545313,0.40506913,0.39625315,2.176413e-02
0.169970,0.545455,0.545313,0.40216399,0.39305108,2.265968e-02
0.174182,0.545455,0.545313,0.39928997,0.38988468,2.355503e-02
0.178394,0.545455,0.545313,0.39644664,0.38675414,2.444842e-02
0.182606,0.545455,0.545313,0.39363356,0.38365965,2.533806e-02
0.186818,0.545455,0.545313,0.39085030,0.38060140,2.622208e-02
0.191030,0.545455,0.545313,0.38809644,0.37757960,2.709853e-02
0.195242,0.545455,0.545313,0.38537158,0.37459449,2.796544e-02
0.199455,0.545455,0.545313,0.38267529,0.37164630,2.882075e-02
0.203667,0.545455,0.545313,0.38000719,0.36873529,2.966235e-02
0.207879,0.545455,0.545313,0.37736689,0.36586171,3.048805e-02
0.212091,0.545455,0.545313,0.37475399,0.36302583,3.129562e-02
0.216303,0.545455,0.545313,0.37216813,0.36022796,3.208273e-02
0.220515,0.545455,0.545313,0.36960892,0.35746838,3.284700e-02
0.224727,0.545455,0.545313,0.36707602,0.35474741,3.358598e-02
0.228939,0.545455,0.545313,0.36456904,0.35206537,3.429715e-02
0.233152,0.545455,0.545313,0.36208766,0.34942259,3.497790e-02
0.237364,0.545455,0.545313,0.35963150,0.34681943,3.562556e-02
0.241576,0.545455,0.545313,0.35720024,0.34425624,3.623738e-02
0.245788,0.545455,0.545313,0.35479355,0.34173340,3.681054e-02
0.250000,0.545455,0.545313,0.35241108,0.33925130,3.734214e-02
-0.167000,0.606061,0.605904,0.79220056,0.76859320,2.979973e-02
-0.162788,0.606061,0.605904,0.78427787,0.76208635,2.829548e-02
-0.158576,0.606061,0.605904,0.77647338,0.75563985,2.683098e-02
-0.154364,0.606061,0.605904,0.76878476,0.74925290,2.540615e-02
-0.150152,0.606061,0.605904,0.76120971,0.74292473,2.402096e-02
-0.145939,0.606061,0.605904,0.75374602,0.73665458,2.267534e-02
-0.141727,0.606061,0.605904,0.74639152,0.73044169,2.136925e-02
-0.137515,0.606061,0.605904,0.73914407,0.72428533,2.010264e-02
-0.133303,0.606061,0.605904,0.73200163,0.71818476,1.887546e-02
-0.129091,0.606061,0.605904,0.72496216,0.71213928,1.768766e-02
-0.124879,0.606061,0.605904,0.71802370,0.70614817,1.653920e-02
-0.120667,0.606061,0.605904,0.71118433,0.70021075,1.543001e-02
-0.116455,0.606061,0.605904,0.70444217,0.69432634,1.436006e-02
-0.112242,0.606061,0.605904,0.69779538,0.68849427,1.332928e-02
-0.108030,0.606061,0.605904,0.69124217,0.68271388,1.233763e-02
-0.103818,0.606061,0.605904,0.68478081,0.67698455,1.138504e-02
-0.099606,0.606061,0.605904,0.67840957,0.67130562,1.047147e-02
-0.095394,0.606061,0.605904,0.67212679,0.66567650,9.596836e-03
-0.091182,0.606061,0.605904,0.66593085,0.66009657,8.761084e-03
-0.086970,0.606061,0.605904,0.65982014,0.65456524,7.964143e-03
-0.082758,0.606061,0.605904,0.65379312,0.64908193,7.205937e-03
-0.078545,0.606061,0.605904,0.64784826,0.64364606,6.486387e-03
-0.074333,0.606061,0.605904,0.64198407,0.63825709,5.805407e-03
-0.070121,0.606061,0.605904,0.63619911,0.63291447,5.162910e-03
-0.065909,0.606061,0.605904,0.63049195,0.62761767,4.558794e-03
-0.061697,0.606061,0.605904,0.62486121,0.62236616,3.992960e-03
-0.057485,0.606061,0.605904,0.61930552,0.61715944,3.465294e-03
-0.053273,0.606061,0.605904,0.61382356,0.61199702,2.975673e-03
-0.049061,0.606061,0.605904,0.60841403,0.60687840,2.523975e-03
-0.044848,0.606061,0.605904,0.60307566,0.60180313,2.110058e-03
-0.040636,0.606061,0.605904,0.59780720,0.59677074,1.733776e-03
-0.036424,0.606061,0.605904,0.59260745,0.59178078,1.394972e-03
-0.032212,0.606061,0.605904,0.58747522,0.58683283,1.093478e-03
-0.028000,0.606061,0.605904,0.58240933,0.58192645,8.291118e-04
-0.023788,0.606061,0.605904,0.57740866,0.57706124,6.016831e-04
-0.019576,0.606061,0.605904,0.57247208,0.57223680,4.109850e-04
-0.015364,0.606061,0.605904,0.56759851,0.56745275,2.567987e-04
-0.011152,0.606061,0.605904,0.56278687,0.56270871,1.388935e-04
-0.006939,0.606061,0.605904,0.55803614,0.55800432,5.701838e-05
-0.002727,0.606061,0.605904,0.55334527,0.55333923,1.091241e-05
0.001485,0.606061,0.605904,0.54871327,0.54871311,2.940085e-07
0.005697,0.606061,0.605904,0.54413917,0.54412563,2.486923e-05
0.009909,0.606061,0.605904,0.53962199,0.53957649,8.432052e-05
0.014121,0.606061,0.605904,0.53516080,0.53506537,1.783171e-04
0.018333,0.606061,0.605904,0.53075468,0.53059200,3.065073e-04
0.022545,0.606061,0.605904,0.52640272,0.52615609,4.685184e-04
0.026758,0.606061,0.605904,0.52210404,0.52175739,6.639590e-04
0.030970,0.606061,0.605904,0.51785778,0.51739564,8.924120e-04
0.035182,0.606061,0.605904,0.51366308,0.51307060,1.153444e-03
0.039394,0.606061,0.605904,0.50951912,0.50878206,1.446593e-03
0.043606,0.606061,0.605904,0.50542508,0.50452978,1.771380e-03
0.047818,0.606061,0.605904,0.50138016,0.50031358,2.127293e-03
0.052030,0.606061,0.605904,0.49738359,0.49613326,2.513801e-03
0.056242,0.606061,0.605904,0.49343458,0.49198865,2.930340e-03
0.060455,0.606061,0.605904,0.48953239,0.48787957,3.376325e-03
0.064667,0.606061,0.605904,0.48567629,0.48380589,3.851141e-03
0.068879,0.606061,0.605904,0.48186555,0.47976744,4.354142e-03
0.073091,0.606061,0.605904,0.47809946,0.47576411,4.884653e-03
0.077303,0.606061,0.605904,0.47437734,0.47179579,5.441974e-03
0.081515,0.606061,0.605904,0.47069848,0.46786236,6.025357e-03
0.085727,0.606061,0.605904,0.46706224,0.46396373,6.634042e-03
0.089939,0.606061,0.605904,0.46346795,0.46009983,7.267217e-03
0.094152,0.606061,0.605904,0.45991497,0.45627058,7.924049e-03
0.098364,0.606061,0.605904,0.45640267,0.45247593,8.603663e-03
0.102576,0.606061,0.605904,0.45293043,0.44871585,9.305147e-03
0.106788,0.606061,0.605904,0.44949765,0.44499028,1.002755e-02
0.111000,0.606061,0.605904,0.44610372,0.44129923,1.076989e-02
0.115212,0.606061,0.605904,0.44274807,0.43764268,1.153114e-02
0.119424,0.606061,0.605904,0.43943013,0.43402064,1.231023e-02
0.123636,0.606061,0.605904,0.43614932,0.43043313,1.310605e-02
0.127848,0.606061,0.605904,0.43290510,0.42688017,1.391745e-02
0.132061,0.606061,0.605904,0.42969693,0.42336180,1.474324e-02
0.136273,0.606061,0.605904,0.42652427,0.41987810,1.558217e-02
0.140485,0.606061,0.605904,0.42338661,0.41642911,1.643296e-02
0.144697,0.606061,0.605904,0.42028342,0.41301492,1.729427e-02
0.148909,0.606061,0.605904,0.41721421,0.40963562,1.816473e-02
0.153121,0.606061,0.605904,0.41417848,0.40629132,1.904289e-02
0.157333,0.606061,0.605904,0.41117574,0.40298213,1.992729e-02
0.161545,0.606061,0.605904,0.40820553,0.39970817,2.081638e-02
0.165758,0.606061,0.605904,0.40526737,0.39646959,2.170858e-02
0.169970,0.606061,0.605904,0.40236081,0.39326655,2.260226e-02
0.174182,0.606061,0.605904,0.39948539,0.39009920,2.349570e-02
0.178394,0.606061,0.605904,0.39664066,0.38696772,2.438718e-02
0.182606,0.606061,0.605904,0.39382620,0.38387230,2.527486e-02
0.186818,0.606061,0.605904,0.39104158,0.38081315,2.615689e-02
0.191030,0.606061,0.605904,0.38828637,0.37779047,2.703135e-02
0.195242,0.606061,0.605904,0.38556017,0.37480449,2.789623e-02
0.199455,0.606061,0.605904,0.38286256,0.37185546,2.874949e-02
0.203667,0.606061,0.605904,0.38019315,0.36894362,2.958901e-02
0.207879,0.606061,0.605904,0.37755155,0.36606922,3.041261e-02
0.212091,0.606061,0.605904,0.37493738,0.36323256,3.121806e-02
0.216303,0.606061,0.605904,0.37235025,0.36043391,3.200303e-02
0.220515,0.606061,0.605904,0.36978979,0.35767358,3.276514e-02
0.224727,0.606061,0.605904,0.36725564,0.35495187,3.350193e-02
0.228939,0.606061,0.605904,0.36474744,0.35226911,3.421088e-02
0.233152,0.606061,0.605904,0.36226483,0.34962563,3.488939e-02
0.237364,0.606061,0.605904,0.35980748,0.34702179,3.553480e-02
0.241576,0.606061,0.605904,0.35737503,0.34445794,3.614435e-02
0.245788,0.606061,0.605904,0.35496715,0.34193446,3.671521e-02
0.250000,0.606061,0.605904,0.35258352,0.33945172,3.724449e-02
-0.167000,0.666667,0.666494,0.79262923,0.76898141,2.983465e-02
-0.162788,0.666667,0.666494,0.78470225,0.76247189,2.832968e-02
-0.158576,0.666667,0.666494,0.77689352,0.75602272,2.686443e-02
-0.154364,0.666667,0.666494,0.76920073,0.74963314,2.543886e-02
-0.150152,0.666667,0.666494,0.76162158,0.74330235,2.405292e-02
-0.145939,0.666667,0.666494,0.75415384,0.73702960,2.270656e-02
-0.141727,0.666667,0.666494,0.74679534,0.73081414,2.139971e-02
-0.137515,0.666667,0.666494,0.73954397,0.72465522,2.013234e-02
-0.133303,0.666667,0.666494,0.73239765,0.71855212,1.890440e-02
-0.129091,0.666667,0.666494,0.72535437,0.71250411,1.771583e-02
-0.124879,0.666667,0.666494,0.71841215,0.70651051,1.656658e-02
-0.120667,0.666667,0.666494,0.71156906,0.70057062,1.545661e-02
-0.116455,0.666667,0.666494,0.70482324,0.69468375,1.438587e-02
-0.112242,0.666667,0.666494,0.69817285,0.68884924,1.335430e-02
-0.108030,0.666667,0.666494,0.69161610,0.68306645,1.236184e-02
-0.103818,0.666667,0.666494,0.68515122,0.67733471,1.140844e-02
-0.099606,0.666667,0.666494,0.67877653,0.67165342,1.049405e-02
-0.095394,0.666667,0.666494,0.67249035,0.66602194,9.618591e-03
-0.091182,0.666667,0.666494,0.66629105,0.66043968,8.782003e-03
-0.086970,0.666667,0.666494,0.66017703,0.65490603,7.984217e-03
-0.082758,0.666667,0.666494,0.65414674,0.64942043,7.225154e-03
-0.078545,0.666667,0.666494,0.64819865,0.64398229,6.504742e-03
-0.074333,0.666667,0.666494,0.64233129,0.63859107,5.822889e-03
-0.070121,0.666667,0.666494,0.63654319,0.63324621,5.179508e-03
-0.065909,0.666667,0.666494,0.63083294,0.62794720,4.574499e-03
-0.061697,0.666667,0.666494,0.62519914,0.62269350,4.007757e-03
-0.057485,0.666667,0.666494,0.61964044,0.61748461,3.479173e-03
-0.053273,0.666667,0.666494,0.61415551,0.61232003,2.988623e-03
-0.049061,0.666667,0.666494,0.60874305,0.60719929,2.535985e-03
-0.044848,0.666667,0.666494,0.60340179,0.60212190,2.121115e-03
-0.040636,0.666667,0.666494,0.59813048,0.59708742,1.743865e-03
-0.036424,0.666667,0.666494,0.59292791,0.59209539,1.404081e-03
-0.032212,0.666667,0.666494,0.58779289,0.58714539,1.101590e-03
-0.028000,0.666667,0.666494,0.58272426,0.58223698,8.362170e-04
-0.023788,0.666667,0.666494,0.57772088,0.57736976,6.077624e-04
-0.019576,0.666667,0.666494,0.57278162,0.57254333,4.160262e-04
-0.015364,0.666667,0.666494,0.56790541,0.56775731,2.607878e-04
-0.011152,0.666667,0.666494,0.56309117,0.56301132,1.418118e-04
-0.006939,0.666667,0.666494,0.55833786,0.55830500,5.885176e-05
-0.002727,0.666667,0.666494,0.55364445,0.55363801,1.164196e-05
0.001485,0.666667,0.666494,0.54900995,0.54901000,9.514952e-08
0.005697,0.666667,0.666494,0.54443336,0.54442066,2.333930e-05
0.009909,0.666667,0.666494,0.53991374,0.53986966,8.163808e-05
0.014121,0.666667,0.666494,0.53545013,0.53535672,1.744589e-04
0.018333,0.666667,0.666494,0.53104162,0.53088154,3.014572e-04
0.022545,0.666667,0.666494,0.52668731,0.52644384,4.622564e-04
0.026758,0.666667,0.666494,0.52238630,0.52204337,6.564636e-04
0.030970,0.666667,0.666494,0.51813774,0.51767988,8.836666e-04
0.035182,0.666667,0.666494,0.51394077,0.51335312,1.143429e-03
0.039394,0.666667,0.666494,0.50979457,0.50906286,1.435286e-03
0.043606,0.666667,0.666494,0.50569831,0.50480891,1.758761e-03
0.047818,0.666667,0.666494,0.50165120,0.50059104,2.113339e-03
0.052030,0.666667,0.666494,0.49765246,0.49640908,2.498491e-03
0.056242,0.666667,0.666494,0.49370131,0.49226284,2.913651e-03
0.060455,0.666667,0.666494,0.48979701,0.48815216,3.358237e-03
0.064667,0.666667,0.666494,0.48593882,0.48407689,3.831630e-03
0.068879,0.666667,0.666494,0.48212602,0.48003688,4.333185e-03
0.073091,0.666667,0.666494,0.47835789,0.47603201,4.862227e-03
0.077303,0.666667,0.666494,0.47463375,0.47206216,5.418052e-03
0.081515,0.666667,0.666494,0.47095290,0.46812722,5.999918e-03
0.085727,0.666667,0.666494,0.46731469,0.46422711,6.607059e-03
0.089939,0.666667,0.666494,0.46371845,0.46036175,7.238669e-03
0.094152,0.666667,0.666494,0.46016355,0.45653106,7.893910e-03
0.098364,0.666667,0.666494,0.45664934,0.45273499,8.571903e-03
0.102576,0.666667,0.666494,0.45317523,0.44897350,9.271746e-03
0.106788,0.666667,0.666494,0.44974058,0.44524656,9.992486e-03
0.111000,0.666667,0.666494,0.44634482,0.44155415,1.073313e-02
0.115212,0.666667,0.666494,0.44298736,0.43789625,1.149266e-02
0.119424,0.666667,0.666494,0.43966762,0.43427289,1.227000e-02
0.123636,0.666667,0.666494,0.43638503,0.43068408,1.306405e-02
0.127848,0.666667,0.666494,0.43313906,0.42712984,1.387365e-02
0.132061,0.666667,0.666494,0.42992915,0.42361021,1.469761e-02
0.136273,0.666667,0.666494,0.42675477,0.42012527,1.553469e-02
0.140485,0.666667,0.666494,0.42361541,0.41667506,1.638360e-02
0.144697,0.666667,0.666494,0.42051054,0.41325967,1.724301e-02
0.148909,0.666667,0.666494,0.41743967,0.40987920,1.811153e-02
0.153121,0.666667,0.666494,0.41440229,0.40653373,1.898773e-02
0.157333,0.666667,0.666494,0.41139793,0.40322340,1.987013e-02
0.161545,0.666667,0.666494,0.40842612,0.39994833,2.075721e-02
0.165758,0.666667,0.666494,0.40548637,0.39670865,2.164737e-02
0.169970,0.666667,0.666494,0.40257823,0.39350453,2.253897e-02
0.174182,0.666667,0.666494,0.39970125,0.39033612,2.343032e-02
0.178394,0.666667,0.666494,0.39685499,0.38720361,2.431967e-02
0.182606,0.666667,0.666494,0.39403900,0.38410717,2.520520e-02
0.186818,0.666667,0.666494,0.39125287,0.38104702,2.608505e-02
0.191030,0.666667,0.666494,0.38849617,0.37802337,2.695729e-02
0.195242,0.666667,0.666494,0.38576850,0.37503644,2.781994e-02
0.199455,0.666667,0.666494,0.38306943,0.37208647,2.867094e-02
0.203667,0.666667,0.666494,0.38039858,0.36917371,2.950818e-02
0.207879,0.666667,0.666494,0.37775555,0.36629842,3.032947e-02
0.212091,0.666667,0.666494,0.37513996,0.36346088,3.113257e-02
0.216303,0.666667,0.666494,0.37255143,0.36066138,3.191518e-02
0.220515,0.666667,0.666494,0.36998958,0.35790021,3.267489e-02
0.224727,0.666667,0.666494,0.36745406,0.35517769,3.340927e-02
0.228939,0.666667,0.666494,0.36494450,0.35249414,3.411578e-02
0.233152,0.666667,0.666494,0.36246055,0.34984989,3.479183e-02
0.237364,0.666667,0.666494,0.36000187,0.34724529,3.543476e-02
0.241576,0.666667,0.666494,0.35756810,0.34468071,3.604179e-02
0.245788,0.666667,0.666494,0.35515892,0.34215651,3.661012e-02
0.250000,0.666667,0.666494,0.35277400,0.33967309,3.713686e-02
-0.167000,0.727273,0.727084,0.79309844,0.76940640,2.987276e-02
-0.162788,0.727273,0.727084,0.78516675,0.76289394,2.836698e-02
-0.158576,0.727273,0.727084,0.77735339,0.75644186,2.690093e-02
-0.154364,0.727273,0.727084,0.76965603,0.75004939,2.547456e-02
-0.150152,0.727273,0.727084,0.76207239,0.74371574,2.408780e-02
-0.145939,0.727273,0.727084,0.75460022,0.73744014,2.274062e-02
-0.141727,0.727273,0.727084,0.74723736,0.73122186,2.143295e-02
-0.137515,0.727273,0.727084,0.73998168,0.72506014,2.016475e-02
-0.133303,0.727273,0.727084,0.73283112,0.71895425,1.893597e-02
-0.129091,0.727273,0.727084,0.72578366,0.71290350,1.774656e-02
-0.124879,0.727273,0.727084,0.71883732,0.70690716,1.659647e-02
-0.120667,0.727273,0.727084,0.71199018,0.70096455,1.548564e-02
-0.116455,0.727273,0.727084,0.70524036,0.69507500,1.441404e-02
-0.112242,0.727273,0.727084,0.69858602,0.68923783,1.338160e-02
-0.108030,0.727273,0.727084,0.69202538,0.68345238,1.238826e-02
-0.103818,0.727273,0.727084,0.68555667,0.67771803,1.143398e-02
-0.099606,0.727273,0.727084,0.67917820,0.67203413,1.051869e-02
-0.095394,0.727273,0.727084,0.67288829,0.66640008,9.642331e-03
-0.091182,0.727273,0.727084,0.66668531,0.66081526,8.804832e-03
-0.086970,0.727273,0.727084,0.66056766,0.65527908,8.006123e-03
-0.082758,0.727273,0.727084,0.65453380,0.64979096,7.246130e-03
-0.078545,0.727273,0.727084,0.64858219,0.64435033,6.524773e-03
-0.074333,0.727273,0.727084,0.64271134,0.63895664,5.841968e-03
-0.070121,0.727273,0.727084,0.63691981,0.63360935,5.197621e-03
-0.065909,0.727273,0.727084,0.63120618,0.62830791,4.591638e-03
-0.061697,0.727273,0.727084,0.62556904,0.62305181,4.023907e-03
-0.057485,0.727273,0.727084,0.62000704,0.61784054,3.494322e-03
-0.053273,0.727273,0.727084,0.61451886,0.61267361,3.002760e-03
-0.049061,0.727273,0.727084,0.60910319,0.60755053,2.549091e-03
-0.044848,0.727273,0.727084,0.60375876,0.60247083,2.133179e-03
-0.040636,0.727273,0.727084,0.59848433,0.59743406,1.754875e-03
-0.036424,0.727273,0.727084,0.59327867,0.59243977,1.414022e-03
-0.032212,0.727273,0.727084,0.58814061,0.58748751,1.110447e-03
-0.028000,0.727273,0.727084,0.58306898,0.58257688,8.439725e-04
-0.023788,0.727273,0.727084,0.57806263,0.57770746,6.144025e-04
-0.019576,0.727273,0.727084,0.57312044,0.57287886,4.215320e-04
-0.015364,0.727273,0.727084,0.56824134,0.56809068,2.651419e-04
-0.011152,0.727273,0.727084,0.56342425,0.56334255,1.449979e-04
-0.006939,0.727273,0.727084,0.55866812,0.55863412,6.085447e-05
-0.002727,0.727273,0.727084,0.55397193,0.55396504,1.243926e-05
0.001485,0.727273,0.727084,0.54933468,0.54933496,5.193127e-07
0.005697,0.727273,0.727084,0.54475538,0.54474357,2.167490e-05
0.009909,0.727273,0.727084,0.54023308,0.54019055,7.871080e-05
0.014121,0.727273,0.727084,0.53576683,0.53567561,1.702531e-04
0.018333,0.727273,0.727084,0.53135570,0.53119845,2.959466e-04
0.022545,0.727273,0.727084,0.52699881,0.52675880,4.554240e-04
0.026758,0.727273,0.727084,0.52269525,0.52235639,6.482894e-04
0.030970,0.727273,0.727084,0.51844417,0.51799099,8.741287e-04
0.035182,0.727273,0.727084,0.51424472,0.51366234,1.132500e-03
0.039394,0.727273,0.727084,0.51009606,0.50937021,1.422950e-03
0.043606,0.727273,0.727084,0.50599737,0.50511441,1.744989e-03
0.047818,0.727273,0.727084,0.50194786,0.50089472,2.098113e-03
0.052030,0.727273,0.727084,0.49794675,0.49671096,2.481783e-03
0.056242,0.727273,0.727084,0.49399327,0.49256294,2.895439e-03
0.060455,0.727273,0.727084,0.49008665,0.48845050,3.338497e-03
0.064667,0.727273,0.727084,0.48622618,0.48437349,3.810334e-03
0.068879,0.727273,0.727084,0.48241112,0.48033177,4.310311e-03
0.073091,0.727273,0.727084,0.47864076,0.47632521,4.837748e-03
0.077303,0.727273,0.727084,0.47491440,0.47235369,5.391942e-03
0.081515,0.727273,0.727084,0.47123138,0.46841711,5.972153e-03
0.085727,0.727273,0.727084,0.46759101,0.46451538,6.577609e-03
0.089939,0.727273,0.727084,0.46399264,0.46064841,7.207507e-03
0.094152,0.727273,0.727084,0.46043563,0.45681614,7.861011e-03
0.098364,0.727273,0.727084,0.45691935,0.45301852,8.537242e-03
0.102576,0.727273,0.727084,0.45344317,0.44925549,9.235291e-03
0.106788,0.727273,0.727084,0.45000650,0.44552704,9.954204e-03
0.111000,0.727273,0.727084,0.44660872,0.44183314,1.069300e-02
0.115212,0.727273,0.727084,0.44324927,0.43817378,1.145065e-02
0.119424,0.727273,0.727084,0.43992756,0.43454897,1.222609e-02
0.123636,0.727273,0.727084,0.43664303,0.43095873,1.301821e-02
0.127848,0.727273,0.727084,0.43339514,0.42740308,1.382584e-02
0.132061,0.727273,0.727084,0.43018333,0.42388208,1.464781e-02
0.136273,0.727273,0.727084,0.42700707,0.42039578,1.548286e-02
0.140485,0.727273,0.727084,0.42386585,0.41694424,1.632972e-02
0.144697,0.727273,0.727084,0.42075914,0.41352753,1.718704e-02
0.148909,0.727273,0.727084,0.41768645,0.41014577,1.805345e-02
0.153121,0.727273,0.727084,0.41464728,0.40679904,1.892751e-02
0.157333,0.727273,0.727084,0.41164114,0.40348746,1.980774e-02
0.161545,0.727273,0.727084,0.40866756,0.40021116,2.069261e-02
0.165758,0.727273,0.727084,0.40572607,0.39697028,2.158054e-02
0.169970,0.727273,0.727084,0.40281621,0.39376498,2.246988e-02
0.174182,0.727273,0.727084,0.39993753,0.39059541,2.335894e-02
0.178394,0.727273,0.727084,0.39708958,0.38746176,2.424596e-02
0.182606,0.727273,0.727084,0.39427193,0.38436422,2.512914e-02
0.186818,0.727273,0.727084,0.39148415,0.38130297,2.600661e-02
0.191030,0.727273,0.727084,0.38872582,0.37827825,2.687644e-02
0.195242,0.727273,0.727084,0.38599652,0.37529027,2.773664e-02
0.199455,0.727273,0.727084,0.38329586,0.37233928,2.858518e-02
0.203667,0.727273,0.727084,0.38062343,0.36942552,2.941992e-02
0.207879,0.727273,0.727084,0.37797883,0.36654925,3.023868e-02
0.212091,0.727273,0.727084,0.37536169,0.36371075,3.103923e-02
0.216303,0.727273,0.727084,0.37277163,0.36091032,3.181926e-02
0.220515,0.727273,0.727084,0.37020827,0.35814823,3.257636e-02
0.224727,0.727273,0.727084,0.36767125,0.35542482,3.330809e-02
0.228939,0.727273,0.727084,0.36516020,0.35274040,3.401194e-02
0.233152,0.727273,0.727084,0.36267478,0.35009530,3.468530e-02
0.237364,0.727273,0.727084,0.36021464,0.34748988,3.532551e-02
0.241576,0.727273,0.727084,0.35777944,0.34492449,3.592980e-02
0.245788,0.727273,0.727084,0.35536883,0.34239952,3.649537e-02
0.250000,0.727273,0.727084,0.35298250,0.33991533,3.701930e-02
-0.167000,0.787879,0.787675,0.79360810,0.76986810,2.991402e-02
-0.162788,0.787879,0.787675,0.78567131,0.76335245,2.840737e-02
-0.158576,0.787879,0.787675,0.77785292,0.75689721,2.694045e-02
-0.154364,0.787879,0.787675,0.77015060,0.75050159,2.551320e-02
-0.150152,0.787879,0.787675,0.76256207,0.74416483,2.412557e-02
-0.145939,0.787879,0.787675,0.75508509,0.73788614,2.277749e-02
-0.141727,0.787879,0.787675,0.74771748,0.73166479,2.146893e-02
-0.137515,0.787879,0.787675,0.74045714,0.72550002,2.019984e-02
-0.133303,0.787879,0.787675,0.73330197,0.71939112,1.897015e-02
-0.129091,0.787879,0.787675,0.72624997,0.71333737,1.777983e-02
-0.124879,0.787879,0.787675,0.71929916,0.70733806,1.662882e-02
-0.120667,0.787879,0.787675,0.71244761,0.70139251,1.551707e-02
-0.116455,0.787879,0.787675,0.70569344,0.69550003,1.444453e-02
-0.112242,0.787879,0.787675,0.69903482,0.68965996,1.341115e-02
-0.108030,0.787879,0.787675,0.69246995,0.68387164,1.241687e-02
-0.103818,0.787879,0.787675,0.68599708,0.67813444,1.146163e-02
-0.099606,0.787879,0.787675,0.67961450,0.67244771,1.054537e-02
-0.095394,0.787879,0.787675,0.67332054,0.66681086,9.668033e-03
-0.091182,0.787879,0.787675,0.66711357,0.66122326,8.829546e-03
-0.086970,0.787879,0.787675,0.66099198,0.65568432,8.029839e-03
-0.082758,0.787879,0.787675,0.65495423,0.65019348,7.268838e-03
-0.078545,0.787879,0.787675,0.64899879,0.64475014,6.546464e-03
-0.074333,0.787879,0.787675,0.64312417,0.63935377,5.862627e-03
-0.070121,0.787879,0.787675,0.63732891,0.63400382,5.217237e-03
-0.065909,0.787879,0.787675,0.63161160,0.62869974,4.610194e-03
-0.061697,0.787879,0.787675,0.62597083,0.62344103,4.041394e-03
-0.057485,0.787879,0.787675,0.62040525,0.61822718,3.510725e-03
-0.053273,0.787879,0.787675,0.61491354,0.61305769,3.018066e-03
-0.049061,0.787879,0.787675,0.60949438,0.60793207,2.563286e-03
-0.044848,0.787879,0.787675,0.60414651,0.60284986,2.146248e-03
-0.040636,0.787879,0.787675,0.59886868,0.59781060,1.766800e-03
-0.036424,0.787879,0.787675,0.59365968,0.59281384,1.424788e-03
-0.032212,0.787879,0.787675,0.58851831,0.58785915,1.120038e-03
-0.028000,0.787879,0.787675,0.58344341,0.58294610,8.523727e-04
-0.023788,0.787879,0.787675,0.57843384,0.57807429,6.215946e-04
-0.019576,0.787879,0.787675,0.57348848,0.57324332,4.274983e-04
-0.015364,0.787879,0.787675,0.56860624,0.56845279,2.698617e-04
-0.011152,0.787879,0.787675,0.56378605,0.56370235,1.484536e-04
-0.006939,0.787879,0.787675,0.55902686,0.55899162,6.302392e-05
