theta1,theta2,model,amplitude,shift
0.000000,3.000000,param,1.2259346483,0.0009297675
0.000000,3.000000,param,1.2697180240,0.0009975926
0.000000,3.000000,param,1.3135013996,0.0010678114
0.000000,3.000000,param,1.3572847752,0.0011404215
0.000000,3.000000,param,1.4010681508,0.0012154197
0.000000,3.000000,param,1.4448515265,0.0012928018
0.000000,3.000000,param,1.4886349021,0.0013725631
0.000000,3.000000,param,1.5324182777,0.0014546975
0.000000,3.000000,param,1.5762016534,0.0015391984
0.000000,3.000000,param,1.6199850290,0.0016260575
0.000000,3.000000,param,1.6637684046,0.0017152658
0.000000,3.000000,param,1.7075517802,0.0018068128
0.000000,3.000000,param,1.7513351559,0.0019006867
0.000000,3.000000,param,1.7951185315,0.0019968742
0.000000,3.000000,param,1.8389019071,0.0020953607
0.000000,3.000000,param,1.8826852827,0.0021961298
0.000000,3.000000,param,1.9264686584,0.0022991634
0.000000,3.000000,param,1.9702520340,0.0024044417
0.000000,3.000000,param,2.0140354096,0.0025119429
0.000000,3.000000,param,2.0578187852,0.0026216433
0.000000,3.000000,param,2.1016021609,0.0027335170
0.000000,3.000000,param,2.1453855365,0.0028475361
0.000000,3.000000,param,2.1891689121,0.0029636703
0.000000,3.000000,param,2.2329522878,0.0030818867
0.000000,3.000000,param,2.2767356634,0.0032021501
0.000000,3.000000,param,2.3205190390,0.0033244226
0.000000,3.000000,param,2.3643024146,0.0034486635
0.000000,3.000000,param,2.4080857903,0.0035748294
0.000000,3.000000,param,2.4518691659,0.0037028737
0.000000,3.000000,param,2.4956525415,0.0038327467
0.000000,3.000000,param,2.5394359171,0.0039643956
0.000000,3.000000,param,2.5832192928,0.0040977642
0.000000,3.000000,param,2.6270026684,0.0042327926
0.000000,3.000000,param,2.6707860440,0.0043694174
0.000000,3.000000,param,2.7145694196,0.0045075716
0.000000,3.000000,param,2.7583527953,0.0046471839
0.000000,3.000000,param,2.8021361709,0.0047881794
0.000000,3.000000,param,2.8459195465,0.0049304786
0.000000,3.000000,param,2.8897029221,0.0050739979
0.000000,3.000000,param,2.9334862978,0.0052186491
0.000000,3.000000,param,2.9772696734,0.0053643395
0.000000,3.000000,param,3.0210530490,0.0055109713
0.000000,3.000000,param,3.0648364247,0.0056584421
0.000000,3.000000,param,3.1086198003,0.0058066441
0.000000,3.000000,param,3.1524031759,0.0059554645
0.000000,3.000000,param,3.1961865515,0.0061047847
0.000000,3.000000,param,3.2399699272,0.0062544809
0.000000,3.000000,param,3.2837533028,0.0064044231
0.000000,3.000000,param,3.3275366784,0.0065544757
0.000000,3.000000,param,3.3713200540,0.0067044967
0.000000,3.000000,param,3.4151034297,0.0068543381
0.000000,3.000000,param,3.4588868053,0.0070038450
0.000000,3.000000,param,3.5026701809,0.0071528562
0.000000,3.000000,param,3.5464535565,0.0073012035
0.000000,3.000000,param,3.5902369322,0.0074487114
0.000000,3.000000,param,3.6340203078,0.0075951976
0.000000,3.000000,param,3.6778036834,0.0077404721
0.000000,3.000000,param,3.7215870591,0.0078843373
0.000000,3.000000,param,3.7653704347,0.0080265876
0.000000,3.000000,param,3.8091538103,0.0081670097
0.000000,3.000000,param,3.8529371859,0.0083053817
0.000000,3.000000,param,3.8967205616,0.0084414735
0.000000,3.000000,param,3.9405039372,0.0085750461
0.000000,3.000000,param,3.9842873128,0.0087058517
0.000000,3.000000,param,4.0280706884,0.0088336335
0.000000,3.000000,param,4.0718540641,0.0089581251
0.000000,3.000000,param,4.1156374397,0.0090790508
0.000000,3.000000,param,4.1594208153,0.0091961249
0.000000,3.000000,param,4.2032041909,0.0093090518
0.000000,3.000000,param,4.2469875666,0.0094175256
0.000000,3.000000,param,4.2907709422,0.0095212299
0.000000,3.000000,param,4.3345543178,0.0096198374
0.000000,3.000000,param,4.3783376934,0.0097130101
0.000000,3.000000,param,4.4221210691,0.0098003987
0.000000,3.000000,param,4.4659044447,0.0098816421
0.000000,3.000000,param,4.5096878203,0.0099563680
0.000000,3.000000,param,4.5534711960,0.0100241915
0.000000,3.000000,param,4.5972545716,0.0100847159
0.000000,3.000000,param,4.6410379472,0.0101375318
0.000000,3.000000,param,4.6848213228,0.0101822169
0.000000,3.000000,param,4.7286046985,0.0102183362
0.000000,3.000000,param,4.7723880741,0.0102454408
0.000000,3.000000,param,4.8161714497,0.0102630687
0.000000,3.000000,param,4.8599548253,0.0102707438
0.000000,3.000000,param,4.9037382010,0.0102679756
0.000000,3.000000,param,4.9475215766,0.0102542596
0.000000,3.000000,param,4.9913049522,0.0102290761
0.000000,3.000000,param,5.0350883278,0.0101918905
0.000000,3.000000,param,5.0788717035,0.0101421530
0.000000,3.000000,param,5.1226550791,0.0100792978
0.000000,3.000000,param,5.1664384547,0.0100027433
0.000000,3.000000,param,5.2102218304,0.0099118918
0.000000,3.000000,param,5.2540052060,0.0098061287
0.000000,3.000000,param,5.2977885816,0.0096848227
0.000000,3.000000,param,5.3415719572,0.0095473251
0.000000,3.000000,param,5.3853553329,0.0093929698
0.000000,3.000000,param,5.4291387085,0.0092210727
0.000000,3.000000,param,5.4729220841,0.0090309315
0.000000,3.000000,param,5.5167054597,0.0088218254
0.000000,3.000000,param,5.5604888354,0.0085930146
0.000000,3.000000,param,5.6042722110,0.0083437401
0.000000,3.000000,param,5.6480555866,0.0080732234
0.000000,3.000000,param,5.6918389622,0.0077806660
0.000000,3.000000,param,5.7356223379,0.0074652490
0.000000,3.000000,param,5.7794057135,0.0071261329
0.000000,3.000000,param,5.8231890891,0.0067624573
0.000000,3.000000,param,5.8669724647,0.0063733401
0.000000,3.000000,param,5.9107558404,0.0059578779
0.000000,3.000000,param,5.9545392160,0.0055151447
0.000000,3.000000,param,5.9983225916,0.0050441922
0.000000,3.000000,param,6.0421059673,0.0045440492
0.000000,3.000000,param,6.0858893429,0.0040137211
0.000000,3.000000,param,6.1296727185,0.0034521897
0.000000,3.000000,param,6.1734560941,0.0028584127
0.000000,3.000000,param,6.2172394698,0.0022313232
0.000000,3.000000,param,6.2610228454,0.0015698295
0.000000,3.000000,param,6.3048062210,0.0008728147
0.000000,3.000000,param,6.3485895966,0.0001391358
0.000000,3.000000,param,6.3923729723,-0.0006323758
0.000000,3.000000,param,6.4361563479,-0.0014429158
0.000000,3.000000,param,6.4799397235,-0.0022937066
0.000000,3.000000,param,6.5237230991,-0.0031859981
0.000000,3.000000,param,6.5675064748,-0.0041210680
0.000000,3.000000,param,6.6112898504,-0.0051002225
0.000000,3.000000,param,6.6550732260,-0.0061247963
0.000000,3.000000,param,6.6988566017,-0.0071961536
0.000000,3.000000,param,6.7426399773,-0.0083156880
0.000000,3.000000,param,6.7864233529,-0.0094848234
0.000000,3.000000,param,6.8302067285,-0.0107050142
0.000000,3.000000,param,6.8739901042,-0.0119777460
0.000000,3.000000,param,6.9177734798,-0.0133045358
0.000000,3.000000,param,6.9615568554,-0.0146869327
0.000000,3.000000,param,7.0053402310,-0.0161265182
0.000000,3.000000,param,7.0491236067,-0.0176249070
0.000000,3.000000,param,7.0929069823,-0.0191837470
0.000000,3.000000,param,7.1366903579,-0.0208047205
0.000000,3.000000,param,7.1804737335,-0.0224895440
0.000000,3.000000,param,7.2242571092,-0.0242399689
0.000000,3.000000,param,7.2680404848,-0.0260577826
0.000000,3.000000,param,7.3118238604,-0.0279448080
0.000000,3.000000,param,7.3556072360,-0.0299029050
0.000000,3.000000,param,7.3993906117,-0.0319339704
0.000000,3.000000,param,7.4431739873,-0.0340399387
0.000000,3.000000,param,7.4869573629,-0.0362227824
0.000000,3.000000,param,7.5307407386,-0.0384845131
0.000000,3.000000,param,7.5745241142,-0.0408271814
0.000000,3.000000,param,7.6183074898,-0.0432528779
0.000000,3.000000,param,7.6620908654,-0.0457637334
0.000000,3.000000,param,7.7058742411,-0.0483619199
0.000000,3.000000,param,7.7496576167,-0.0510496508
0.000000,3.000000,param,7.7934409923,-0.0538291817
0.000000,3.000000,param,7.8372243679,-0.0567028109
0.000000,3.000000,param,7.8810077436,-0.0596728801
0.000000,3.000000,param,7.9247911192,-0.0627417747
0.000000,3.000000,param,7.9685744948,-0.0659119248
0.000000,3.000000,param,8.0123578704,-0.0691858055
0.000000,3.000000,param,8.0561412461,-0.0725659378
0.000000,3.000000,param,8.0999246217,-0.0760548888
0.000000,3.000000,param,8.1437079973,-0.0796552727
0.000000,3.000000,param,8.1874913730,-0.0833697514
0.000000,3.000000,param,8.2312747486,-0.0872010349
0.000000,3.000000,param,8.2750581242,-0.0911518823
0.000000,3.000000,param,8.3188414998,-0.0952251019
0.000000,3.000000,param,8.3626248755,-0.0994235527
0.000000,3.000000,param,8.4064082511,-0.1037501440
0.000000,3.000000,param,8.4501916267,-0.1082078371
0.000000,3.000000,param,8.4939750023,-0.1127996452
0.000000,3.000000,param,8.5377583780,-0.1175286346
0.000000,3.000000,param,8.5815417536,-0.1223979250
0.000000,3.000000,param,8.6253251292,-0.1274106906
0.000000,3.000000,param,8.6691085048,-0.1325701604
0.000000,3.000000,param,8.7128918805,-0.1378796190
0.000000,3.000000,param,8.7566752561,-0.1433424076
0.000000,3.000000,param,8.8004586317,-0.1489619244
0.000000,3.000000,param,8.8442420073,-0.1547416255
0.000000,3.000000,param,8.8880253830,-0.1606850256
0.000000,3.000000,param,8.9318087586,-0.1667956985
0.000000,3.000000,param,8.9755921342,-0.1730772783
0.000000,3.000000,param,9.0193755099,-0.1795334598
0.000000,3.000000,param,9.0631588855,-0.1861679994
0.000000,3.000000,param,9.1069422611,-0.1929847159
0.000000,3.000000,param,9.1507256367,-0.1999874911
0.000000,3.000000,param,9.1945090124,-0.2071802709
0.000000,3.000000,param,9.2382923880,-0.2145670655
0.000000,3.000000,param,9.2820757636,-0.2221519511
0.000000,3.000000,param,9.3258591392,-0.2299390697
0.000000,3.000000,param,9.3696425149,-0.2379326306
0.000000,3.000000,param,9.4134258905,-0.2461369112
0.000000,3.000000,param,9.4572092661,-0.2545562573
0.000000,3.000000,param,9.5009926417,-0.2631950844
0.000000,3.000000,param,9.5447760174,-0.2720578785
0.000000,3.000000,param,9.5885593930,-0.2811491967
0.000000,3.000000,param,9.6323427686,-0.2904736682
0.000000,3.000000,param,9.6761261443,-0.3000359953
0.000000,3.000000,param,9.7199095199,-0.3098409540
0.000000,3.000000,param,9.7636928955,-0.3198933951
0.000000,3.000000,param,9.8074762711,-0.3301982450
0.000000,3.000000,param,9.8512596468,-0.3407605064
0.000000,3.000000,param,9.8950430224,-0.3515852596
0.000000,3.000000,param,9.9388263980,-0.3626776631
0.000000,3.000000,param,9.9826097736,-0.3740429545
0.100000,3.000000,exact,0.0000001285,0.0000000000
0.100000,3.000000,exact,0.0430213839,0.0000008703
0.100000,3.000000,exact,0.0860426393,0.0000034815
0.100000,3.000000,exact,0.1290638946,0.0000078343
0.100000,3.000000,exact,0.1720851500,0.0000139300
0.100000,3.000000,exact,0.2151064054,0.0000217703
0.100000,3.000000,exact,0.2581276608,0.0000313574
0.100000,3.000000,exact,0.3011489161,0.0000426942
0.100000,3.000000,exact,0.3441701715,0.0000557839
0.100000,3.000000,exact,0.3871914269,0.0000706301
0.100000,3.000000,exact,0.4302126823,0.0000872371
0.100000,3.000000,exact,0.4732339376,0.0001056096
0.100000,3.000000,exact,0.5162551930,0.0001257529
0.100000,3.000000,exact,0.5592764484,0.0001476725
0.100000,3.000000,exact,0.6022977037,0.0001713747
0.100000,3.000000,exact,0.6453189591,0.0001968660
0.100000,3.000000,exact,0.6883402145,0.0002241535
0.100000,3.000000,exact,0.7313614699,0.0002532449
0.100000,3.000000,exact,0.7743827252,0.0002841481
0.100000,3.000000,exact,0.8174039806,0.0003168715
0.100000,3.000000,exact,0.8604252360,0.0003514242
0.100000,3.000000,exact,0.9034464914,0.0003878154
0.100000,3.000000,exact,0.9464677467,0.0004260549
0.100000,3.000000,exact,0.9894890021,0.0004661530
0.100000,3.000000,exact,1.0325102575,0.0005081204
0.100000,3.000000,exact,1.0755315128,0.0005519680
0.100000,3.000000,exact,1.1185527682,0.0005977073
0.100000,3.000000,exact,1.1615740236,0.0006453502
0.100000,3.000000,exact,1.2045952790,0.0006949090
0.100000,3.000000,exact,1.2476165343,0.0007463962
0.100000,3.000000,exact,1.2906377897,0.0007998249
0.100000,3.000000,exact,1.3336590451,0.0008552085
0.100000,3.000000,exact,1.3766803005,0.0009125607
0.100000,3.000000,exact,1.4197015558,0.0009718956
0.100000,3.000000,exact,1.4627228112,0.0010332275
0.100000,3.000000,exact,1.5057440666,0.0010965713
0.100000,3.000000,exact,1.5487653219,0.0011619419
0.100000,3.000000,exact,1.5917865773,0.0012293548
0.100000,3.000000,exact,1.6348078327,0.0012988256
0.100000,3.000000,exact,1.6778290881,0.0013703702
0.100000,3.000000,exact,1.7208503434,0.0014440049
0.100000,3.000000,exact,1.7638715988,0.0015197461
0.100000,3.000000,exact,1.8068928542,0.0015976104
0.100000,3.000000,exact,1.8499141096,0.0016776150
0.100000,3.000000,exact,1.8929353649,0.0017597769
0.100000,3.000000,exact,1.9359566203,0.0018441136
0.100000,3.000000,exact,1.9789778757,0.0019306426
0.100000,3.000000,exact,2.0219991310,0.0020193817
0.100000,3.000000,exact,2.0650203864,0.0021103488
0.100000,3.000000,exact,2.1080416418,0.0022035621
0.100000,3.000000,exact,2.1510628972,0.0022990397
0.100000,3.000000,exact,2.1940841525,0.0023968001
0.100000,3.000000,exact,2.2371054079,0.0024968618
0.100000,3.000000,exact,2.2801266633,0.0025992432
0.100000,3.000000,exact,2.3231479187,0.0027039632
0.100000,3.000000,exact,2.3661691740,0.0028110405
0.100000,3.000000,exact,2.4091904294,0.0029204939
0.100000,3.000000,exact,2.4522116848,0.0030323421
0.100000,3.000000,exact,2.4952329402,0.0031466042
0.100000,3.000000,exact,2.5382541955,0.0032632991
0.100000,3.000000,exact,2.5812754509,0.0033824455
0.100000,3.000000,exact,2.6242967063,0.0035040624
0.100000,3.000000,exact,2.6673179616,0.0036281686
0.100000,3.000000,exact,2.7103392170,0.0037547829
0.100000,3.000000,exact,2.7533604724,0.0038839240
0.100000,3.000000,exact,2.7963817278,0.0040156106
0.100000,3.000000,exact,2.8394029831,0.0041498612
0.100000,3.000000,exact,2.8824242385,0.0042866942
0.100000,3.000000,exact,2.9254454939,0.0044261279
0.100000,3.000000,exact,2.9684667493,0.0045681805
0.100000,3.000000,exact,3.0114880046,0.0047128699
0.100000,3.000000,exact,3.0545092600,0.0048602139
0.100000,3.000000,exact,3.0975305154,0.0050102302
0.100000,3.000000,exact,3.1405517707,0.0051629361
0.100000,3.000000,exact,3.1835730261,0.0053183488
0.100000,3.000000,exact,3.2265942815,0.0054764851
0.100000,3.000000,exact,3.2696155369,0.0056373617
0.100000,3.000000,exact,3.3126367922,0.0058009950
0.100000,3.000000,exact,3.3556580476,0.0059674010
0.100000,3.000000,exact,3.3986793030,0.0061365955
0.100000,3.000000,exact,3.4417005584,0.0063085938
0.100000,3.000000,exact,3.4847218137,0.0064834110
0.100000,3.000000,exact,3.5277430691,0.0066610618
0.100000,3.000000,exact,3.5707643245,0.0068415605
0.100000,3.000000,exact,3.6137855798,0.0070249209
0.100000,3.000000,exact,3.6568068352,0.0072111566
0.100000,3.000000,exact,3.6998280906,0.0074002806
0.100000,3.000000,exact,3.7428493460,0.0075923055
0.100000,3.000000,exact,3.7858706013,0.0077872434
0.100000,3.000000,exact,3.8288918567,0.0079851059
0.100000,3.000000,exact,3.8719131121,0.0081859042
0.100000,3.000000,exact,3.9149343675,0.0083896489
0.100000,3.000000,exact,3.9579556228,0.0085963500
0.100000,3.000000,exact,4.0009768782,0.0088060170
0.100000,3.000000,exact,4.0439981336,0.0090186591
0.100000,3.000000,exact,4.0870193889,0.0092342844
0.100000,3.000000,exact,4.1300406443,0.0094529007
0.100000,3.000000,exact,4.1730618997,0.0096745154
0.100000,3.000000,exact,4.2160831551,0.0098991347
0.100000,3.000000,exact,4.2591044104,0.0101267647
0.100000,3.000000,exact,4.3021256658,0.0103574106
0.100000,3.000000,exact,4.3451469212,0.0105910768
0.100000,3.000000,exact,4.3881681766,0.0108277673
0.100000,3.000000,exact,4.4311894319,0.0110674852
0.100000,3.000000,exact,4.4742106873,0.0113102329
0.100000,3.000000,exact,4.5172319427,0.0115560121
0.100000,3.000000,exact,4.5602531980,0.0118048238
0.100000,3.000000,exact,4.6032744534,0.0120566681
0.100000,3.000000,exact,4.6462957088,0.0123115445
0.100000,3.000000,exact,4.6893169642,0.0125694516
0.100000,3.000000,exact,4.7323382195,0.0128303871
0.100000,3.000000,exact,4.7753594749,0.0130943481
0.100000,3.000000,exact,4.8183807303,0.0133613309
0.100000,3.000000,exact,4.8614019857,0.0136313307
0.100000,3.000000,exact,4.9044232410,0.0139043420
0.100000,3.000000,exact,4.9474444964,0.0141803585
0.100000,3.000000,exact,4.9904657518,0.0144593731
0.100000,3.000000,exact,5.0334870071,0.0147413774
0.100000,3.000000,exact,5.0765082625,0.0150263627
0.100000,3.000000,exact,5.1195295179,0.0153143189
0.100000,3.000000,exact,5.1625507733,0.0156052354
0.100000,3.000000,exact,5.2055720286,0.0158991003
0.100000,3.000000,exact,5.2485932840,0.0161959011
0.100000,3.000000,exact,5.2916145394,0.0164956242
0.100000,3.000000,exact,5.3346357948,0.0167982551
0.100000,3.000000,exact,5.3776570501,0.0171037784
0.100000,3.000000,exact,5.4206783055,0.0174121776
0.100000,3.000000,exact,5.4636995609,0.0177234354
0.100000,3.000000,exact,5.5067208163,0.0180375334
0.100000,3.000000,exact,5.5497420716,0.0183544525
0.100000,3.000000,exact,5.5927633270,0.0186741724
0.100000,3.000000,exact,5.6357845824,0.0189966718
0.100000,3.000000,exact,5.6788058377,0.0193219285
0.100000,3.000000,exact,5.7218270931,0.0196499194
0.100000,3.000000,exact,5.7648483485,0.0199806202
0.100000,3.000000,exact,5.8078696039,0.0203140060
0.100000,3.000000,exact,5.8508908592,0.0206500505
0.100000,3.000000,exact,5.8939121146,0.0209887267
0.100000,3.000000,exact,5.9369333700,0.0213300064
0.100000,3.000000,exact,5.9799546254,0.0216738607
0.100000,3.000000,exact,6.0229758807,0.0220202595
0.100000,3.000000,exact,6.0659971361,0.0223691718
0.100000,3.000000,exact,6.1090183915,0.0227205657
0.100000,3.000000,exact,6.1520396468,0.0230744081
0.100000,3.000000,exact,6.1950609022,0.0234306653
0.100000,3.000000,exact,6.2380821576,0.0237893024
0.100000,3.000000,exact,6.2811034130,0.0241502835
0.100000,3.000000,exact,6.3241246683,0.0245135720
0.100000,3.000000,exact,6.3671459237,0.0248791303
0.100000,3.000000,exact,6.4101671791,0.0252469197
0.100000,3.000000,exact,6.4531884345,0.0256169009
0.100000,3.000000,exact,6.4962096898,0.0259890333
0.100000,3.000000,exact,6.5392309452,0.0263632758
0.100000,3.000000,exact,6.5822522006,0.0267395863
0.100000,3.000000,exact,6.6252734559,0.0271179217
0.100000,3.000000,exact,6.6682947113,0.0274982383
0.100000,3.000000,exact,6.7113159667,0.0278804914
0.100000,3.000000,exact,6.7543372221,0.0282646355
0.100000,3.000000,exact,6.7973584774,0.0286506243
0.100000,3.000000,exact,6.8403797328,0.0290384110
0.100000,3.000000,exact,6.8834009882,0.0294279476
0.100000,3.000000,exact,6.9264222436,0.0298191857
0.100000,3.000000,exact,6.9694434989,0.0302120760
0.100000,3.000000,exact,7.0124647543,0.0306065687
0.100000,3.000000,exact,7.0554860097,0.0310026131
0.100000,3.000000,exact,7.0985072650,0.0314001582
0.100000,3.000000,exact,7.1415285204,0.0317991520
0.100000,3.000000,exact,7.1845497758,0.0321995422
0.100000,3.000000,exact,7.2275710312,0.0326012759
0.100000,3.000000,exact,7.2705922865,0.0330042995
0.100000,3.000000,exact,7.3136135419,0.0334085591
0.100000,3.000000,exact,7.3566347973,0.0338140003
0.100000,3.000000,exact,7.3996560527,0.0342205682
0.100000,3.000000,exact,7.4426773080,0.0346282076
0.100000,3.000000,exact,7.4856985634,0.0350368629
0.100000,3.000000,exact,7.5287198188,0.0354464781
0.100000,3.000000,exact,7.5717410741,0.0358569972
0.100000,3.000000,exact,7.6147623295,0.0362683637
0.100000,3.000000,exact,7.6577835849,0.0366805209
0.100000,3.000000,exact,7.7008048403,0.0370934121
0.100000,3.000000,exact,7.7438260956,0.0375069803
0.100000,3.000000,exact,7.7868473510,0.0379211688
0.100000,3.000000,exact,7.8298686064,0.0383359204
0.100000,3.000000,exact,7.8728898618,0.0387511782
0.100000,3.000000,exact,7.9159111171,0.0391668855
0.100000,3.000000,exact,7.9589323725,0.0395829855
0.100000,3.000000,exact,8.0019536279,0.0399994216
0.100000,3.000000,exact,8.0449748832,0.0404161377
0.100000,3.000000,exact,8.0879961386,0.0408330777
0.100000,3.000000,exact,8.1310173940,0.0412501860
0.100000,3.000000,exact,8.1740386494,0.0416674074
0.100000,3.000000,exact,8.2170599047,0.0420846872
0.100000,3.000000,exact,8.2600811601,0.0425019711
0.100000,3.000000,exact,8.3031024155,0.0429192057
0.100000,3.000000,exact,8.3461236709,0.0433363380
0.100000,3.000000,exact,8.3891449262,0.0437533159
0.100000,3.000000,exact,8.4321661816,0.0441700879
0.100000,3.000000,exact,8.4751874370,0.0445866037
0.100000,3.000000,exact,8.5182086923,0.0450028136
0.100000,3.000000,exact,8.5612299477,0.0454186692
0.100000,3.000000,exact,8.6042512031,0.0458341232
0.100000,3.000000,exact,8.6472724585,0.0462491292
0.100000,3.000000,exact,8.6902937138,0.0466636424
0.100000,3.000000,exact,8.7333149692,0.0470776192
0.100000,3.000000,exact,8.7763362246,0.0474910174
0.100000,3.000000,exact,8.8193574800,0.0479037964
0.100000,3.000000,exact,8.8623787353,0.0483159170
0.100000,3.000000,exact,8.9053999907,0.0487273421
0.100000,3.000000,exact,8.9484212461,0.0491380360
0.100000,3.000000,exact,8.9914425015,0.0495479650
0.100000,3.000000,exact,9.0344637568,0.0499570975
0.100000,3.000000,exact,9.0774850122,0.0503654038
0.100000,3.000000,exact,9.1205062676,0.0507728565
0.100000,3.000000,exact,9.1635275229,0.0511794304
0.100000,3.000000,exact,9.2065487783,0.0515851027
0.100000,3.000000,exact,9.2495700337,0.0519898532
0.100000,3.000000,exact,9.2925912891,0.0523936641
0.100000,3.000000,exact,9.3356125444,0.0527965205
0.100000,3.000000,exact,9.3786337998,0.0531984101
0.100000,3.000000,exact,9.4216550552,0.0535993239
0.100000,3.000000,exact,9.4646763106,0.0539992555
0.100000,3.000000,exact,9.5076975659,0.0543982020
0.100000,3.000000,exact,9.5507188213,0.0547961636
0.100000,3.000000,exact,9.5937400767,0.0551931443
0.100000,3.000000,exact,9.6367613320,0.0555891511
0.100000,3.000000,exact,9.6797825874,0.0559841951
0.100000,3.000000,exact,9.7228038428,0.0563782910
0.100000,3.000000,exact,9.7658250982,0.0567714576
0.100000,3.000000,exact,9.8088463535,0.0571637176
0.100000,3.000000,exact,9.8518676089,0.0575550981
0.100000,3.000000,exact,9.8948888643,0.0579456304
0.100000,3.000000,exact,9.9379101197,0.0583353505
0.100000,3.000000,exact,9.9809313750,0.0587242989
0.100000,3.000000,param,0.0000001440,0.0000000000
0.100000,3.000000,param,0.0481923999,0.0000012109
0.100000,3.000000,param,0.0963846558,0.0000048441
0.100000,3.000000,param,0.1445769116,0.0000109004
0.100000,3.000000,param,0.1927691675,0.0000193816
0.100000,3.000000,param,0.2409614234,0.0000302898
0.100000,3.000000,param,0.2891536793,0.0000436281
0.100000,3.000000,param,0.3373459352,0.0000593999
0.100000,3.000000,param,0.3855381911,0.0000776094
0.100000,3.000000,param,0.4337304470,0.0000982613
0.100000,3.000000,param,0.4819227029,0.0001213611
0.100000,3.000000,param,0.5301149588,0.0001469147
0.100000,3.000000,param,0.5783072147,0.0001749285
0.100000,3.000000,param,0.6264994706,0.0002054095
0.100000,3.000000,param,0.6746917265,0.0002383653
0.100000,3.000000,param,0.7228839824,0.0002738038
0.100000,3.000000,param,0.7710762382,0.0003117335
0.100000,3.000000,param,0.8192684941,0.0003521633
0.100000,3.000000,param,0.8674607500,0.0003951024
0.100000,3.000000,param,0.9156530059,0.0004405606
0.100000,3.000000,param,0.9638452618,0.0004885476
0.100000,3.000000,param,1.0120375177,0.0005390738
0.100000,3.000000,param,1.0602297736,0.0005921496
0.100000,3.000000,param,1.1084220295,0.0006477857
0.100000,3.000000,param,1.1566142854,0.0007059930
0.100000,3.000000,param,1.2048065413,0.0007667824
0.100000,3.000000,param,1.2529987972,0.0008301649
0.100000,3.000000,param,1.3011910531,0.0008961515
0.100000,3.000000,param,1.3493833089,0.0009647533
0.100000,3.000000,param,1.3975755648,0.0010359811
0.100000,3.000000,param,1.4457678207,0.0011098456
0.100000,3.000000,param,1.4939600766,0.0011863575
0.100000,3.000000,param,1.5421523325,0.0012655269
0.100000,3.000000,param,1.5903445884,0.0013473638
0.100000,3.000000,param,1.6385368443,0.0014318777
0.100000,3.000000,param,1.6867291002,0.0015190777
0.100000,3.000000,param,1.7349213561,0.0016089723
0.100000,3.000000,param,1.7831136120,0.0017015693
0.100000,3.000000,param,1.8313058679,0.0017968761
0.100000,3.000000,param,1.8794981238,0.0018948990
0.100000,3.000000,param,1.9276903796,0.0019956437
0.100000,3.000000,param,1.9758826355,0.0020991150
0.100000,3.000000,param,2.0240748914,0.0022053164
0.100000,3.000000,param,2.0722671473,0.0023142507
0.100000,3.000000,param,2.1204594032,0.0024259193
0.100000,3.000000,param,2.1686516591,0.0025403223
0.100000,3.000000,param,2.2168439150,0.0026574586
0.100000,3.000000,param,2.2650361709,0.0027773255
0.100000,3.000000,param,2.3132284268,0.0028999189
0.100000,3.000000,param,2.3614206827,0.0030252330
0.100000,3.000000,param,2.4096129386,0.0031532601
0.100000,3.000000,param,2.4578051945,0.0032839909
0.100000,3.000000,param,2.5059974503,0.0034174140
0.100000,3.000000,param,2.5541897062,0.0035535159
0.100000,3.000000,param,2.6023819621,0.0036922810
0.100000,3.000000,param,2.6505742180,0.0038336915
0.100000,3.000000,param,2.6987664739,0.0039777271
0.100000,3.000000,param,2.7469587298,0.0041243649
0.100000,3.000000,param,2.7951509857,0.0042735795
0.100000,3.000000,param,2.8433432416,0.0044253426
0.100000,3.000000,param,2.8915354975,0.0045796233
0.100000,3.000000,param,2.9397277534,0.0047363873
0.100000,3.000000,param,2.9879200093,0.0048955974
0.100000,3.000000,param,3.0361122652,0.0050572131
0.100000,3.000000,param,3.0843045211,0.0052211906
0.100000,3.000000,param,3.1324967769,0.0053874822
0.100000,3.000000,param,3.1806890328,0.0055560369
0.100000,3.000000,param,3.2288812887,0.0057267997
0.100000,3.000000,param,3.2770735446,0.0058997117
0.100000,3.000000,param,3.3252658005,0.0060747097
0.100000,3.000000,param,3.3734580564,0.0062517265
0.100000,3.000000,param,3.4216503123,0.0064306904
0.100000,3.000000,param,3.4698425682,0.0066115249
0.100000,3.000000,param,3.5180348241,0.0067941492
0.100000,3.000000,param,3.5662270800,0.0069784772
0.100000,3.000000,param,3.6144193359,0.0071644181
0.100000,3.000000,param,3.6626115918,0.0073518756
0.100000,3.000000,param,3.7108038476,0.0075407481
0.100000,3.000000,param,3.7589961035,0.0077309286
0.100000,3.000000,param,3.8071883594,0.0079223042
0.100000,3.000000,param,3.8553806153,0.0081147562
0.100000,3.000000,param,3.9035728712,0.0083081597
0.100000,3.000000,param,3.9517651271,0.0085023837
0.100000,3.000000,param,3.9999573830,0.0086972906
0.100000,3.000000,param,4.0481496389,0.0088927364
0.100000,3.000000,param,4.0963418948,0.0090885700
0.100000,3.000000,param,4.1445341507,0.0092846334
0.100000,3.000000,param,4.1927264066,0.0094807616
0.100000,3.000000,param,4.2409186625,0.0096767818
0.100000,3.000000,param,4.2891109183,0.0098725139
0.100000,3.000000,param,4.3373031742,0.0100677700
