theta1,theta2,model,amplitude,shift
0.100000,0.000000,exact,5.4345011205,0.0318457029
0.100000,0.000000,exact,5.4776320808,0.0323010853
0.100000,0.000000,exact,5.5207630410,0.0327585417
0.100000,0.000000,exact,5.5638940013,0.0332180368
0.100000,0.000000,exact,5.6070249615,0.0336795349
0.100000,0.000000,exact,5.6501559218,0.0341429996
0.100000,0.000000,exact,5.6932868821,0.0346083939
0.100000,0.000000,exact,5.7364178423,0.0350756802
0.100000,0.000000,exact,5.7795488026,0.0355448202
0.100000,0.000000,exact,5.8226797628,0.0360157749
0.100000,0.000000,exact,5.8658107231,0.0364885044
0.100000,0.000000,exact,5.9089416833,0.0369629683
0.100000,0.000000,exact,5.9520726436,0.0374391252
0.100000,0.000000,exact,5.9952036038,0.0379169330
0.100000,0.000000,exact,6.0383345641,0.0383963487
0.100000,0.000000,exact,6.0814655243,0.0388773283
0.100000,0.000000,exact,6.1245964846,0.0393598270
0.100000,0.000000,exact,6.1677274448,0.0398437990
0.100000,0.000000,exact,6.2108584051,0.0403291974
0.100000,0.000000,exact,6.2539893653,0.0408159744
0.100000,0.000000,exact,6.2971203256,0.0413040809
0.100000,0.000000,exact,6.3402512858,0.0417934668
0.100000,0.000000,exact,6.3833822461,0.0422840810
0.100000,0.000000,exact,6.4265132063,0.0427758708
0.100000,0.000000,exact,6.4696441666,0.0432687826
0.100000,0.000000,exact,6.5127751268,0.0437627612
0.100000,0.000000,exact,6.5559060871,0.0442577503
0.100000,0.000000,exact,6.5990370473,0.0447536920
0.100000,0.000000,exact,6.6421680076,0.0452505270
0.100000,0.000000,exact,6.6852989678,0.0457481946
0.100000,0.000000,exact,6.7284299281,0.0462466324
0.100000,0.000000,exact,6.7715608883,0.0467457765
0.100000,0.000000,exact,6.8146918486,0.0472455612
0.100000,0.000000,exact,6.8578228088,0.0477459192
0.100000,0.000000,exact,6.9009537691,0.0482467814
0.100000,0.000000,exact,6.9440847293,0.0487480768
0.100000,0.000000,exact,6.9872156896,0.0492497325
0.100000,0.000000,exact,7.0303466498,0.0497516738
0.100000,0.000000,exact,7.0734776101,0.0502538236
0.100000,0.000000,exact,7.1166085704,0.0507561032
0.100000,0.000000,exact,7.1597395306,0.0512584313
0.100000,0.000000,exact,7.2028704909,0.0517607247
0.100000,0.000000,exact,7.2460014511,0.0522628976
0.100000,0.000000,exact,7.2891324114,0.0527648621
0.100000,0.000000,exact,7.3322633716,0.0532665277
0.100000,0.000000,exact,7.3753943319,0.0537678015
0.100000,0.000000,exact,7.4185252921,0.0542685878
0.100000,0.000000,exact,7.4616562524,0.0547687884
0.100000,0.000000,exact,7.5047872126,0.0552683023
0.100000,0.000000,exact,7.5479181729,0.0557670256
0.100000,0.000000,exact,7.5910491331,0.0562648518
0.100000,0.000000,exact,7.6341800934,0.0567616708
0.100000,0.000000,exact,7.6773110536,0.0572573700
0.100000,0.000000,exact,7.7204420139,0.0577518333
0.100000,0.000000,exact,7.7635729741,0.0582449414
0.100000,0.000000,exact,7.8067039344,0.0587365717
0.100000,0.000000,exact,7.8498348946,0.0592265980
0.100000,0.000000,exact,7.8929658549,0.0597148907
0.100000,0.000000,exact,7.9360968151,0.0602013165
0.100000,0.000000,exact,7.9792277754,0.0606857383
0.100000,0.000000,exact,8.0223587356,0.0611680152
0.100000,0.000000,exact,8.0654896959,0.0616480023
0.100000,0.000000,exact,8.1086206561,0.0621255508
0.100000,0.000000,exact,8.1517516164,0.0626005075
0.100000,0.000000,exact,8.1948825766,0.0630727151
0.100000,0.000000,exact,8.2380135369,0.0635420118
0.100000,0.000000,exact,8.2811444971,0.0640082314
0.100000,0.000000,exact,8.3242754574,0.0644712028
0.100000,0.000000,exact,8.3674064176,0.0649307507
0.100000,0.000000,exact,8.4105373779,0.0653866943
0.100000,0.000000,exact,8.4536683381,0.0658388484
0.100000,0.000000,exact,8.4967992984,0.0662870223
0.100000,0.000000,exact,8.5399302587,0.0667310202
0.100000,0.000000,exact,8.5830612189,0.0671706409
0.100000,0.000000,exact,8.6261921792,0.0676056778
0.100000,0.000000,exact,8.6693231394,0.0680359185
0.100000,0.000000,exact,8.7124540997,0.0684611451
0.100000,0.000000,exact,8.7555850599,0.0688811336
0.100000,0.000000,exact,8.7987160202,0.0692956539
0.100000,0.000000,exact,8.8418469804,0.0697044698
0.100000,0.000000,exact,8.8849779407,0.0701073389
0.100000,0.000000,exact,8.9281089009,0.0705040121
0.100000,0.000000,exact,8.9712398612,0.0708942337
0.100000,0.000000,exact,9.0143708214,0.0712777413
0.100000,0.000000,exact,9.0575017817,0.0716542655
0.100000,0.000000,exact,9.1006327419,0.0720235299
0.100000,0.000000,exact,9.1437637022,0.0723852507
0.100000,0.000000,exact,9.1868946624,0.0727391366
0.100000,0.000000,exact,9.2300256227,0.0730848890
0.100000,0.000000,exact,9.2731565829,0.0734222013
0.100000,0.000000,exact,9.3162875432,0.0737507590
0.100000,0.000000,exact,9.3594185034,0.0740702396
0.100000,0.000000,exact,9.4025494637,0.0743803121
0.100000,0.000000,exact,9.4456804239,0.0746806372
0.100000,0.000000,exact,9.4888113842,0.0749708670
0.100000,0.000000,exact,9.5319423444,0.0752506446
0.100000,0.000000,exact,9.5750733047,0.0755196042
0.100000,0.000000,exact,9.6182042649,0.0757773706
0.100000,0.000000,exact,9.6613352252,0.0760235595
0.100000,0.000000,exact,9.7044661854,0.0762577768
0.100000,0.000000,exact,9.7475971457,0.0764796184
0.100000,0.000000,exact,9.7907281059,0.0766886706
0.100000,0.000000,exact,9.8338590662,0.0768845092
0.100000,0.000000,exact,9.8769900264,0.0770666997
0.100000,0.000000,exact,9.9201209867,0.0772347968
0.100000,0.000000,exact,9.9632519470,0.0773883445
0.100000,0.000000,param,0.0000001486,0.0000000000
0.100000,0.000000,param,0.0497243216,0.0000031129
0.100000,0.000000,param,0.0994484947,0.0000124510
0.100000,0.000000,param,0.1491726677,0.0000280133
0.100000,0.000000,param,0.1988968408,0.0000497980
0.100000,0.000000,param,0.2486210139,0.0000778024
0.100000,0.000000,param,0.2983451869,0.0001120232
0.100000,0.000000,param,0.3480693600,0.0001524563
0.100000,0.000000,param,0.3977935331,0.0001990969
0.100000,0.000000,param,0.4475177061,0.0002519395
0.100000,0.000000,param,0.4972418792,0.0003109779
0.100000,0.000000,param,0.5469660522,0.0003762049
0.100000,0.000000,param,0.5966902253,0.0004476128
0.100000,0.000000,param,0.6464143984,0.0005251933
0.100000,0.000000,param,0.6961385714,0.0006089372
0.100000,0.000000,param,0.7458627445,0.0006988346
0.100000,0.000000,param,0.7955869176,0.0007948748
0.100000,0.000000,param,0.8453110906,0.0008970467
0.100000,0.000000,param,0.8950352637,0.0010053383
0.100000,0.000000,param,0.9447594367,0.0011197368
0.100000,0.000000,param,0.9944836098,0.0012402289
0.100000,0.000000,param,1.0442077829,0.0013668006
0.100000,0.000000,param,1.0939319559,0.0014994372
0.100000,0.000000,param,1.1436561290,0.0016381233
0.100000,0.000000,param,1.1933803021,0.0017828428
0.100000,0.000000,param,1.2431044751,0.0019335792
0.100000,0.000000,param,1.2928286482,0.0020903150
0.100000,0.000000,param,1.3425528212,0.0022530324
0.100000,0.000000,param,1.3922769943,0.0024217127
0.100000,0.000000,param,1.4420011674,0.0025963368
0.100000,0.000000,param,1.4917253404,0.0027768849
0.100000,0.000000,param,1.5414495135,0.0029633365
0.100000,0.000000,param,1.5911736866,0.0031556707
0.100000,0.000000,param,1.6408978596,0.0033538660
0.100000,0.000000,param,1.6906220327,0.0035579002
0.100000,0.000000,param,1.7403462057,0.0037677506
0.100000,0.000000,param,1.7900703788,0.0039833940
0.100000,0.000000,param,1.8397945519,0.0042048066
0.100000,0.000000,param,1.8895187249,0.0044319642
0.100000,0.000000,param,1.9392428980,0.0046648420
0.100000,0.000000,param,1.9889670711,0.0049034146
0.100000,0.000000,param,2.0386912441,0.0051476564
0.100000,0.000000,param,2.0884154172,0.0053975409
0.100000,0.000000,param,2.1381395902,0.0056530415
0.100000,0.000000,param,2.1878637633,0.0059141310
0.100000,0.000000,param,2.2375879364,0.0061807818
0.100000,0.000000,param,2.2873121094,0.0064529658
0.100000,0.000000,param,2.3370362825,0.0067306547
0.100000,0.000000,param,2.3867604556,0.0070138194
0.100000,0.000000,param,2.4364846286,0.0073024308
0.100000,0.000000,param,2.4862088017,0.0075964593
0.100000,0.000000,param,2.5359329747,0.0078958748
0.100000,0.000000,param,2.5856571478,0.0082006470
0.100000,0.000000,param,2.6353813209,0.0085107453
0.100000,0.000000,param,2.6851054939,0.0088261386
0.100000,0.000000,param,2.7348296670,0.0091467957
0.100000,0.000000,param,2.7845538400,0.0094726850
0.100000,0.000000,param,2.8342780131,0.0098037745
0.100000,0.000000,param,2.8840021862,0.0101400322
0.100000,0.000000,param,2.9337263592,0.0104814257
0.100000,0.000000,param,2.9834505323,0.0108279223
0.100000,0.000000,param,3.0331747054,0.0111794891
0.100000,0.000000,param,3.0828988784,0.0115360932
0.100000,0.000000,param,3.1326230515,0.0118977012
0.100000,0.000000,param,3.1823472245,0.0122642797
0.100000,0.000000,param,3.2320713976,0.0126357950
0.100000,0.000000,param,3.2817955707,0.0130122134
0.100000,0.000000,param,3.3315197437,0.0133935010
0.100000,0.000000,param,3.3812439168,0.0137796236
0.100000,0.000000,param,3.4309680899,0.0141705471
0.100000,0.000000,param,3.4806922629,0.0145662373
0.100000,0.000000,param,3.5304164360,0.0149666598
0.100000,0.000000,param,3.5801406090,0.0153717800
0.100000,0.000000,param,3.6298647821,0.0157815636
0.100000,0.000000,param,3.6795889552,0.0161959758
0.100000,0.000000,param,3.7293131282,0.0166149822
0.100000,0.000000,param,3.7790373013,0.0170385480
0.100000,0.000000,param,3.8287614744,0.0174666385
0.100000,0.000000,param,3.8784856474,0.0178992192
0.100000,0.000000,param,3.9282098205,0.0183362553
0.100000,0.000000,param,3.9779339935,0.0187777121
0.100000,0.000000,param,4.0276581666,0.0192235550
0.100000,0.000000,param,4.0773823397,0.0196737495
0.100000,0.000000,param,4.1271065127,0.0201282609
0.100000,0.000000,param,4.1768306858,0.0205870548
0.100000,0.000000,param,4.2265548589,0.0210500966
0.100000,0.000000,param,4.2762790319,0.0215173521
0.100000,0.000000,param,4.3260032050,0.0219887869
0.100000,0.000000,param,4.3757273780,0.0224643667
0.100000,0.000000,param,4.4254515511,0.0229440576
0.100000,0.000000,param,4.4751757242,0.0234278254
0.100000,0.000000,param,4.5248998972,0.0239156362
0.100000,0.000000,param,4.5746240703,0.0244074562
0.100000,0.000000,param,4.6243482434,0.0249032518
0.100000,0.000000,param,4.6740724164,0.0254029893
0.100000,0.000000,param,4.7237965895,0.0259066354
0.100000,0.000000,param,4.7735207625,0.0264141566
0.100000,0.000000,param,4.8232449356,0.0269255199
0.100000,0.000000,param,4.8729691087,0.0274406920
0.100000,0.000000,param,4.9226932817,0.0279596403
0.100000,0.000000,param,4.9724174548,0.0284823317
0.100000,0.000000,param,5.0221416279,0.0290087338
0.100000,0.000000,param,5.0718658009,0.0295388139
0.100000,0.000000,param,5.1215899740,0.0300725397
0.100000,0.000000,param,5.1713141470,0.0306098790
0.100000,0.000000,param,5.2210383201,0.0311507995
0.100000,0.000000,param,5.2707624932,0.0316952694
0.100000,0.000000,param,5.3204866662,0.0322432566
0.100000,0.000000,param,5.3702108393,0.0327947295
0.100000,0.000000,param,5.4199350124,0.0333496564
0.100000,0.000000,param,5.4696591854,0.0339080056
0.100000,0.000000,param,5.5193833585,0.0344697458
0.100000,0.000000,param,5.5691075315,0.0350348454
0.100000,0.000000,param,5.6188317046,0.0356032733
0.100000,0.000000,param,5.6685558777,0.0361749980
0.100000,0.000000,param,5.7182800507,0.0367499885
0.100000,0.000000,param,5.7680042238,0.0373282134
0.100000,0.000000,param,5.8177283969,0.0379096417
0.100000,0.000000,param,5.8674525699,0.0384942421
0.100000,0.000000,param,5.9171767430,0.0390819834
0.100000,0.000000,param,5.9669009160,0.0396728346
0.100000,0.000000,param,6.0166250891,0.0402667642
0.100000,0.000000,param,6.0663492622,0.0408637409
0.100000,0.000000,param,6.1160734352,0.0414637334
0.100000,0.000000,param,6.1657976083,0.0420667100
0.100000,0.000000,param,6.2155217814,0.0426726391
0.100000,0.000000,param,6.2652459544,0.0432814888
0.100000,0.000000,param,6.3149701275,0.0438932270
0.100000,0.000000,param,6.3646943005,0.0445078216
0.100000,0.000000,param,6.4144184736,0.0451252398
0.100000,0.000000,param,6.4641426467,0.0457454491
0.100000,0.000000,param,6.5138668197,0.0463684161
0.100000,0.000000,param,6.5635909928,0.0469941075
0.100000,0.000000,param,6.6133151659,0.0476224894
0.100000,0.000000,param,6.6630393389,0.0482535275
0.100000,0.000000,param,6.7127635120,0.0488871870
0.100000,0.000000,param,6.7624876850,0.0495234328
0.100000,0.000000,param,6.8122118581,0.0501622289
0.100000,0.000000,param,6.8619360312,0.0508035391
0.100000,0.000000,param,6.9116602042,0.0514473264
0.100000,0.000000,param,6.9613843773,0.0520935529
0.100000,0.000000,param,7.0111085504,0.0527421804
0.100000,0.000000,param,7.0608327234,0.0533931696
0.100000,0.000000,param,7.1105568965,0.0540464804
0.100000,0.000000,param,7.1602810695,0.0547020720
0.100000,0.000000,param,7.2100052426,0.0553599024
0.100000,0.000000,param,7.2597294157,0.0560199287
0.100000,0.000000,param,7.3094535887,0.0566821072
0.100000,0.000000,param,7.3591777618,0.0573463925
0.100000,0.000000,param,7.4089019349,0.0580127386
0.100000,0.000000,param,7.4586261079,0.0586810979
0.100000,0.000000,param,7.5083502810,0.0593514216
0.100000,0.000000,param,7.5580744540,0.0600236593
0.100000,0.000000,param,7.6077986271,0.0606977595
0.100000,0.000000,param,7.6575228002,0.0613736688
0.100000,0.000000,param,7.7072469732,0.0620513325
0.100000,0.000000,param,7.7569711463,0.0627306939
0.100000,0.000000,param,7.8066953194,0.0634116946
0.100000,0.000000,param,7.8564194924,0.0640942746
0.100000,0.000000,param,7.9061436655,0.0647783715
0.100000,0.000000,param,7.9558678385,0.0654639212
0.100000,0.000000,param,8.0055920116,0.0661508573
0.100000,0.000000,param,8.0553161847,0.0668391113
0.100000,0.000000,param,8.1050403577,0.0675286122
0.100000,0.000000,param,8.1547645308,0.0682192868
0.100000,0.000000,param,8.2044887039,0.0689110593
0.100000,0.000000,param,8.2542128769,0.0696038510
0.100000,0.000000,param,8.3039370500,0.0702975809
0.100000,0.000000,param,8.3536612230,0.0709921650
0.100000,0.000000,param,8.4033853961,0.0716875161
0.100000,0.000000,param,8.4531095692,0.0723835442
0.100000,0.000000,param,8.5028337422,0.0730801561
0.100000,0.000000,param,8.5525579153,0.0737772553
0.100000,0.000000,param,8.6022820884,0.0744747416
0.100000,0.000000,param,8.6520062614,0.0751725117
0.100000,0.000000,param,8.7017304345,0.0758704581
0.100000,0.000000,param,8.7514546075,0.0765684699
0.100000,0.000000,param,8.8011787806,0.0772664320
0.100000,0.000000,param,8.8509029537,0.0779642254
0.100000,0.000000,param,8.9006271267,0.0786617267
0.100000,0.000000,param,8.9503512998,0.0793588082
0.100000,0.000000,param,9.0000754729,0.0800553376
0.100000,0.000000,param,9.0497996459,0.0807511780
0.100000,0.000000,param,9.0995238190,0.0814461876
0.100000,0.000000,param,9.1492479920,0.0821402198
0.100000,0.000000,param,9.1989721651,0.0828331225
0.100000,0.000000,param,9.2486963382,0.0835247387
0.100000,0.000000,param,9.2984205112,0.0842149056
0.100000,0.000000,param,9.3481446843,0.0849034549
0.100000,0.000000,param,9.3978688574,0.0855902123
0.100000,0.000000,param,9.4475930304,0.0862749978
0.100000,0.000000,param,9.4973172035,0.0869576249
0.100000,0.000000,param,9.5470413765,0.0876379010
0.100000,0.000000,param,9.5967655496,0.0883156267
0.100000,0.000000,param,9.6464897227,0.0889905959
0.100000,0.000000,param,9.6962138957,0.0896625957
0.100000,0.000000,param,9.7459380688,0.0903314059
0.100000,0.000000,param,9.7956622419,0.0909967989
0.100000,0.000000,param,9.8453864149,0.0916585397
0.100000,0.000000,param,9.8951105880,0.0923163855
0.100000,0.000000,param,9.9448347610,0.0929700853
0.100000,0.000000,param,9.9945589341,0.0936193802
-0.100000,3.000000,exact,0.0000001421,0.0000000000
-0.100000,3.000000,exact,0.0475565551,0.0000015856
-0.100000,3.000000,exact,0.0951129681,0.0000063428
-0.100000,3.000000,exact,0.1426693811,0.0000142733
-0.100000,3.000000,exact,0.1902257941,0.0000253800
-0.100000,3.000000,exact,0.2377822071,0.0000396667
-0.100000,3.000000,exact,0.2853386201,0.0000571385
-0.100000,3.000000,exact,0.3328950331,0.0000778015
-0.100000,3.000000,exact,0.3804514461,0.0001016629
-0.100000,3.000000,exact,0.4280078592,0.0001287312
-0.100000,3.000000,exact,0.4755642722,0.0001590157
-0.100000,3.000000,exact,0.5231206852,0.0001925269
-0.100000,3.000000,exact,0.5706770982,0.0002292765
-0.100000,3.000000,exact,0.6182335112,0.0002692772
-0.100000,3.000000,exact,0.6657899242,0.0003125425
-0.100000,3.000000,exact,0.7133463372,0.0003590873
-0.100000,3.000000,exact,0.7609027502,0.0004089274
-0.100000,3.000000,exact,0.8084591632,0.0004620796
-0.100000,3.000000,exact,0.8560155762,0.0005185618
-0.100000,3.000000,exact,0.9035719892,0.0005783926
-0.100000,3.000000,exact,0.9511284023,0.0006415920
-0.100000,3.000000,exact,0.9986848153,0.0007081806
-0.100000,3.000000,exact,1.0462412283,0.0007781801
-0.100000,3.000000,exact,1.0937976413,0.0008516133
-0.100000,3.000000,exact,1.1413540543,0.0009285034
-0.100000,3.000000,exact,1.1889104673,0.0010088751
-0.100000,3.000000,exact,1.2364668803,0.0010927536
-0.100000,3.000000,exact,1.2840232933,0.0011801649
-0.100000,3.000000,exact,1.3315797063,0.0012711359
-0.100000,3.000000,exact,1.3791361193,0.0013656946
-0.100000,3.000000,exact,1.4266925323,0.0014638692
-0.100000,3.000000,exact,1.4742489454,0.0015656892
-0.100000,3.000000,exact,1.5218053584,0.0016711845
-0.100000,3.000000,exact,1.5693617714,0.0017803857
-0.100000,3.000000,exact,1.6169181844,0.0018933243
-0.100000,3.000000,exact,1.6644745974,0.0020100323
-0.100000,3.000000,exact,1.7120310104,0.0021305422
-0.100000,3.000000,exact,1.7595874234,0.0022548873
-0.100000,3.000000,exact,1.8071438364,0.0023831013
-0.100000,3.000000,exact,1.8547002494,0.0025152187
-0.100000,3.000000,exact,1.9022566624,0.0026512741
-0.100000,3.000000,exact,1.9498130754,0.0027913028
-0.100000,3.000000,exact,1.9973694885,0.0029353407
-0.100000,3.000000,exact,2.0449259015,0.0030834237
-0.100000,3.000000,exact,2.0924823145,0.0032355883
-0.100000,3.000000,exact,2.1400387275,0.0033918715
-0.100000,3.000000,exact,2.1875951405,0.0035523102
-0.100000,3.000000,exact,2.2351515535,0.0037169420
-0.100000,3.000000,exact,2.2827079665,0.0038858043
-0.100000,3.000000,exact,2.3302643795,0.0040589351
-0.100000,3.000000,exact,2.3778207925,0.0042363724
-0.100000,3.000000,exact,2.4253772055,0.0044181541
-0.100000,3.000000,exact,2.4729336185,0.0046043186
-0.100000,3.000000,exact,2.5204900315,0.0047949040
-0.100000,3.000000,exact,2.5680464446,0.0049899487
-0.100000,3.000000,exact,2.6156028576,0.0051894907
-0.100000,3.000000,exact,2.6631592706,0.0053935683
-0.100000,3.000000,exact,2.7107156836,0.0056022196
-0.100000,3.000000,exact,2.7582720966,0.0058154823
-0.100000,3.000000,exact,2.8058285096,0.0060333943
-0.100000,3.000000,exact,2.8533849226,0.0062559929
-0.100000,3.000000,exact,2.9009413356,0.0064833155
-0.100000,3.000000,exact,2.9484977486,0.0067153990
-0.100000,3.000000,exact,2.9960541616,0.0069522798
-0.100000,3.000000,exact,3.0436105746,0.0071939942
-0.100000,3.000000,exact,3.0911669877,0.0074405778
-0.100000,3.000000,exact,3.1387234007,0.0076920660
-0.100000,3.000000,exact,3.1862798137,0.0079484935
-0.100000,3.000000,exact,3.2338362267,0.0082098945
-0.100000,3.000000,exact,3.2813926397,0.0084763025
-0.100000,3.000000,exact,3.3289490527,0.0087477505
-0.100000,3.000000,exact,3.3765054657,0.0090242707
-0.100000,3.000000,exact,3.4240618787,0.0093058948
-0.100000,3.000000,exact,3.4716182917,0.0095926534
-0.100000,3.000000,exact,3.5191747047,0.0098845765
-0.100000,3.000000,exact,3.5667311177,0.0101816931
-0.100000,3.000000,exact,3.6142875308,0.0104840316
-0.100000,3.000000,exact,3.6618439438,0.0107916191
-0.100000,3.000000,exact,3.7094003568,0.0111044819
-0.100000,3.000000,exact,3.7569567698,0.0114226454
-0.100000,3.000000,exact,3.8045131828,0.0117461336
-0.100000,3.000000,exact,3.8520695958,0.0120749697
-0.100000,3.000000,exact,3.8996260088,0.0124091756
-0.100000,3.000000,exact,3.9471824218,0.0127487721
-0.100000,3.000000,exact,3.9947388348,0.0130937788
-0.100000,3.000000,exact,4.0422952478,0.0134442138
-0.100000,3.000000,exact,4.0898516608,0.0138000943
-0.100000,3.000000,exact,4.1374080739,0.0141614356
-0.100000,3.000000,exact,4.1849644869,0.0145282522
-0.100000,3.000000,exact,4.2325208999,0.0149005569
-0.100000,3.000000,exact,4.2800773129,0.0152783609
-0.100000,3.000000,exact,4.3276337259,0.0156616741
-0.100000,3.000000,exact,4.3751901389,0.0160505048
-0.100000,3.000000,exact,4.4227465519,0.0164448598
-0.100000,3.000000,exact,4.4703029649,0.0168447442
-0.100000,3.000000,exact,4.5178593779,0.0172501616
-0.100000,3.000000,exact,4.5654157909,0.0176611136
-0.100000,3.000000,exact,4.6129722039,0.0180776004
-0.100000,3.000000,exact,4.6605286170,0.0184996205
-0.100000,3.000000,exact,4.7080850300,0.0189271702
-0.100000,3.000000,exact,4.7556414430,0.0193602446
-0.100000,3.000000,exact,4.8031978560,0.0197988363
-0.100000,3.000000,exact,4.8507542690,0.0202429367
-0.100000,3.000000,exact,4.8983106820,0.0206925348
-0.100000,3.000000,exact,4.9458670950,0.0211476178
-0.100000,3.000000,exact,4.9934235080,0.0216081711
-0.100000,3.000000,exact,5.0409799210,0.0220741781
-0.100000,3.000000,exact,5.0885363340,0.0225456200
-0.100000,3.000000,exact,5.1360927470,0.0230224761
-0.100000,3.000000,exact,5.1836491601,0.0235047238
-0.100000,3.000000,exact,5.2312055731,0.0239923381
-0.100000,3.000000,exact,5.2787619861,0.0244852923
-0.100000,3.000000,exact,5.3263183991,0.0249835573
-0.100000,3.000000,exact,5.3738748121,0.0254871020
-0.100000,3.000000,exact,5.4214312251,0.0259958932
-0.100000,3.000000,exact,5.4689876381,0.0265098954
-0.100000,3.000000,exact,5.5165440511,0.0270290712
-0.100000,3.000000,exact,5.5641004641,0.0275533806
-0.100000,3.000000,exact,5.6116568771,0.0280827819
-0.100000,3.000000,exact,5.6592132901,0.0286172309
-0.100000,3.000000,exact,5.7067697032,0.0291566813
-0.100000,3.000000,exact,5.7543261162,0.0297010845
-0.100000,3.000000,exact,5.8018825292,0.0302503898
-0.100000,3.000000,exact,5.8494389422,0.0308045443
-0.100000,3.000000,exact,5.8969953552,0.0313634929
-0.100000,3.000000,exact,5.9445517682,0.0319271780
-0.100000,3.000000,exact,5.9921081812,0.0324955403
-0.100000,3.000000,exact,6.0396645942,0.0330685179
-0.100000,3.000000,exact,6.0872210072,0.0336460469
-0.100000,3.000000,exact,6.1347774202,0.0342280612
-0.100000,3.000000,exact,6.1823338332,0.0348144924
-0.100000,3.000000,exact,6.2298902462,0.0354052700
-0.100000,3.000000,exact,6.2774466593,0.0360003216
-0.100000,3.000000,exact,6.3250030723,0.0365995724
-0.100000,3.000000,exact,6.3725594853,0.0372029456
-0.100000,3.000000,exact,6.4201158983,0.0378103623
-0.100000,3.000000,exact,6.4676723113,0.0384217415
-0.100000,3.000000,exact,6.5152287243,0.0390370004
-0.100000,3.000000,exact,6.5627851373,0.0396560539
-0.100000,3.000000,exact,6.6103415503,0.0402788152
-0.100000,3.000000,exact,6.6578979633,0.0409051955
-0.100000,3.000000,exact,6.7054543763,0.0415351040
-0.100000,3.000000,exact,6.7530107893,0.0421684481
-0.100000,3.000000,exact,6.8005672024,0.0428051336
-0.100000,3.000000,exact,6.8481236154,0.0434450642
-0.100000,3.000000,exact,6.8956800284,0.0440881422
-0.100000,3.000000,exact,6.9432364414,0.0447342681
-0.100000,3.000000,exact,6.9907928544,0.0453833408
-0.100000,3.000000,exact,7.0383492674,0.0460352577
-0.100000,3.000000,exact,7.0859056804,0.0466899146
-0.100000,3.000000,exact,7.1334620934,0.0473472061
-0.100000,3.000000,exact,7.1810185064,0.0480070253
-0.100000,3.000000,exact,7.2285749194,0.0486692640
-0.100000,3.000000,exact,7.2761313324,0.0493338129
-0.100000,3.000000,exact,7.3236877455,0.0500005614
-0.100000,3.000000,exact,7.3712441585,0.0506693980
-0.100000,3.000000,exact,7.4188005715,0.0513402102
-0.100000,3.000000,exact,7.4663569845,0.0520128847
-0.100000,3.000000,exact,7.5139133975,0.0526873071
-0.100000,3.000000,exact,7.5614698105,0.0533633626
-0.100000,3.000000,exact,7.6090262235,0.0540409357
-0.100000,3.000000,exact,7.6565826365,0.0547199105
-0.100000,3.000000,exact,7.7041390495,0.0554001705
-0.100000,3.000000,exact,7.7516954625,0.0560815991
-0.100000,3.000000,exact,7.7992518755,0.0567640795
-0.100000,3.000000,exact,7.8468082886,0.0574474946
-0.100000,3.000000,exact,7.8943647016,0.0581317279
-0.100000,3.000000,exact,7.9419211146,0.0588166624
-0.100000,3.000000,exact,7.9894775276,0.0595021821
-0.100000,3.000000,exact,8.0370339406,0.0601881709
-0.100000,3.000000,exact,8.0845903536,0.0608745136
-0.100000,3.000000,exact,8.1321467666,0.0615610956
-0.100000,3.000000,exact,8.1797031796,0.0622478033
-0.100000,3.000000,exact,8.2272595926,0.0629345241
-0.100000,3.000000,exact,8.2748160056,0.0636211463
-0.100000,3.000000,exact,8.3223724186,0.0643075600
-0.100000,3.000000,exact,8.3699288317,0.0649936565
-0.100000,3.000000,exact,8.4174852447,0.0656793288
-0.100000,3.000000,exact,8.4650416577,0.0663644718
-0.100000,3.000000,exact,8.5125980707,0.0670489824
-0.100000,3.000000,exact,8.5601544837,0.0677327598
-0.100000,3.000000,exact,8.6077108967,0.0684157055
-0.100000,3.000000,exact,8.6552673097,0.0690977235
-0.100000,3.000000,exact,8.7028237227,0.0697787208
-0.100000,3.000000,exact,8.7503801357,0.0704586072
-0.100000,3.000000,exact,8.7979365487,0.0711372959
-0.100000,3.000000,exact,8.8454929617,0.0718147032
-0.100000,3.000000,exact,8.8930493748,0.0724907494
-0.100000,3.000000,exact,8.9406057878,0.0731653583
-0.100000,3.000000,exact,8.9881622008,0.0738384581
-0.100000,3.000000,exact,9.0357186138,0.0745099811
-0.100000,3.000000,exact,9.0832750268,0.0751798643
-0.100000,3.000000,exact,9.1308314398,0.0758480493
-0.100000,3.000000,exact,9.1783878528,0.0765144830
-0.100000,3.000000,exact,9.2259442658,0.0771791175
-0.100000,3.000000,exact,9.2735006788,0.0778419105
-0.100000,3.000000,exact,9.3210570918,0.0785028256
-0.100000,3.000000,exact,9.3686135048,0.0791618323
-0.100000,3.000000,exact,9.4161699179,0.0798189069
-0.100000,3.000000,exact,9.4637263309,0.0804740321
-0.100000,3.000000,exact,9.5112827439,0.0811271976
-0.100000,3.000000,exact,9.5588391569,0.0817784006
-0.100000,3.000000,exact,9.6063955699,0.0824276457
-0.100000,3.000000,exact,9.6539519829,0.0830749454
-0.100000,3.000000,exact,9.7015083959,0.0837203207
-0.100000,3.000000,exact,9.7490648089,0.0843638009
-0.100000,3.000000,exact,9.7966212219,0.0850054242
-0.100000,3.000000,exact,9.8441776349,0.0856452383
-0.100000,3.000000,exact,9.8917340479,0.0862833001
