order,eta,Re,rho,omega,T,avg_TKE,max_abs_lift
7.0000000000e+00,-1.4080996122e-03,5.2666015580e+01,1.7858485417e+00,1.7134440320e+01,3.6669918540e-01,6.1982983118e-03,1.0013080827e-02
7.0000000000e+00,-1.4230348654e-03,5.2707474240e+01,1.7958485305e+00,1.7137289942e+01,3.6663820990e-01,6.3060628587e-03,1.0066476602e-02
7.0000000000e+00,-1.4380579454e-03,5.2749242600e+01,1.8058485192e+00,1.7140153889e+01,3.6657694840e-01,6.4219982852e-03,1.0119861132e-02
7.0000000000e+00,-1.4531696378e-03,5.2791324160e+01,1.8158485078e+00,1.7143032199e+01,3.6651540020e-01,6.5468671838e-03,1.0173234265e-02
7.0000000000e+00,-1.4683707414e-03,5.2833722510e+01,1.8258484963e+00,1.7145924912e+01,3.6645356490e-01,6.6814919662e-03,1.0226595844e-02
7.0000000000e+00,-1.4836620684e-03,5.2876441260e+01,1.8358484846e+00,1.7148832067e+01,3.6639144190e-01,6.8267590409e-03,1.0280012134e-02
7.0000000000e+00,-1.4990444438e-03,5.2919484130e+01,1.8458484727e+00,1.7151753701e+01,3.6632903060e-01,6.9836232594e-03,1.0333471937e-02
7.0000000000e+00,-1.5145187050e-03,5.2962854880e+01,1.8558484608e+00,1.7154689850e+01,3.6626633080e-01,7.1531126474e-03,1.0386920925e-02
7.0000000000e+00,-1.5300857017e-03,5.3006557340e+01,1.8658484486e+00,1.7157640549e+01,3.6620334180e-01,7.3363334364e-03,1.0440358893e-02
7.0000000000e+00,-1.5457462953e-03,5.3050595390e+01,1.8758484364e+00,1.7160605831e+01,3.6614006340e-01,7.5344754168e-03,1.0493785628e-02
7.0000000000e+00,-1.5615013585e-03,5.3094972990e+01,1.8858484240e+00,1.7163585726e+01,3.6607649520e-01,7.7488176279e-03,1.0547200910e-02
7.0000000000e+00,-1.5773517752e-03,5.3139694150e+01,1.8958484114e+00,1.7166580265e+01,3.6601263680e-01,7.9807344088e-03,1.0600604506e-02
7.0000000000e+00,-1.5932984395e-03,5.3184762970e+01,1.9058483987e+00,1.7169589475e+01,3.6594848800e-01,8.2317018285e-03,1.0653996178e-02
7.0000000000e+00,-1.6093422558e-03,5.3230183570e+01,1.9158483858e+00,1.7172613380e+01,3.6588404850e-01,8.5033045201e-03,1.0707375675e-02
7.0000000000e+00,-1.6254841379e-03,5.3275960160e+01,1.9258483728e+00,1.7175652003e+01,3.6581931830e-01,8.7972429416e-03,1.0760742737e-02
7.0000000000e+00,-1.6417250088e-03,5.3322096990e+01,1.9358483596e+00,1.7178705364e+01,3.6575429720e-01,9.1153410893e-03,1.0814097091e-02
7.0000000000e+00,-1.6580657997e-03,5.3368598400e+01,1.9458483463e+00,1.7181773480e+01,3.6568898520e-01,9.4595546899e-03,1.0867438456e-02
7.0000000000e+00,-1.6745074502e-03,5.3415468760e+01,1.9558483327e+00,1.7184856365e+01,3.6562338220e-01,9.8319799009e-03,1.0920766536e-02
7.0000000000e+00,-1.6910509068e-03,5.3462712500e+01,1.9658483191e+00,1.7187954030e+01,3.6555748850e-01,1.0234862547e-02,1.0974081024e-02
7.0000000000e+00,-1.7076971229e-03,5.3510334120e+01,1.9758483052e+00,1.7191066482e+01,3.6549130410e-01,1.0670607926e-02,1.1027381600e-02
7.0000000000e+00,-1.7244470582e-03,5.3558338170e+01,1.9858482912e+00,1.7194193723e+01,3.6542482930e-01,1.1141791216e-02,1.1080667930e-02
7.0000000000e+00,-1.7413016774e-03,5.3606729260e+01,1.9958482770e+00,1.7197335755e+01,3.6535806460e-01,1.1651168521e-02,1.1133939664e-02
7.0000000000e+00,-1.7582619503e-03,5.3655512030e+01,2.0058482626e+00,1.7200492572e+01,3.6529101020e-01,1.2201688592e-02,1.1187196441e-02
7.0000000000e+00,-1.7753288506e-03,5.3704691200e+01,2.0158482480e+00,1.7203664166e+01,3.6522366670e-01,1.2796505254e-02,1.1240437881e-02
7.0000000000e+00,-1.7925033551e-03,5.3754271530e+01,2.0258482333e+00,1.7206850523e+01,3.6515603470e-01,1.3438990600e-02,1.1293663590e-02
7.0000000000e+00,-1.8097864432e-03,5.3804257830e+01,2.0358482183e+00,1.7210051624e+01,3.6508811500e-01,1.4132748972e-02,1.1346873155e-02
7.0000000000e+00,-1.8271790959e-03,5.3854654950e+01,2.0458482032e+00,1.7213267447e+01,3.6501990840e-01,1.4881631798e-02,1.1400066147e-02
7.0000000000e+00,-1.8446822951e-03,5.3905467790e+01,2.0558481879e+00,1.7216497961e+01,3.6495141590e-01,1.5689753310e-02,1.1453242119e-02
7.0000000000e+00,-1.8622970226e-03,5.3956701310e+01,2.0658481724e+00,1.7219743132e+01,3.6488263840e-01,1.6561507217e-02,1.1506400604e-02
7.0000000000e+00,-1.8800242592e-03,5.4008360480e+01,2.0758481567e+00,1.7223002919e+01,3.6481357730e-01,1.7501584372e-02,1.1559541116e-02
7.0000000000e+00,-1.8978649839e-03,5.4060450330e+01,2.0858481408e+00,1.7226277277e+01,3.6474423380e-01,1.8514991497e-02,1.1612663147e-02
7.0000000000e+00,-1.9158201728e-03,5.4112975940e+01,2.0958481246e+00,1.7229566150e+01,3.6467460950e-01,1.9607071019e-02,1.1665766169e-02
7.0000000000e+00,-1.9338907983e-03,5.4165942390e+01,2.1058481083e+00,1.7232869479e+01,3.6460470580e-01,2.0783522094e-02,1.1718849632e-02
7.0000000000e+00,-1.9520778279e-03,5.4219354830e+01,2.1158480918e+00,1.7236187197e+01,3.6453452470e-01,2.2050422871e-02,1.1771912962e-02
7.0000000000e+00,-1.9703822231e-03,5.4273218420e+01,2.1258480750e+00,1.7239519228e+01,3.6446406790e-01,2.3414254072e-02,1.1824955561e-02
7.0000000000e+00,-1.9888049386e-03,5.4327538360e+01,2.1358480581e+00,1.7242865490e+01,3.6439333770e-01,2.4881923971e-02,1.1877976806e-02
7.0000000000e+00,-2.0073469210e-03,5.4382319860e+01,2.1458480409e+00,1.7246225892e+01,3.6432233620e-01,2.6460794829e-02,1.1930976049e-02
7.0000000000e+00,-2.0260091077e-03,5.4437568170e+01,2.1558480234e+00,1.7249600335e+01,3.6425106580e-01,2.8158710895e-02,1.1983952615e-02
7.0000000000e+00,-2.0447924257e-03,5.4493288540e+01,2.1658480058e+00,1.7252988712e+01,3.6417952920e-01,2.9984028031e-02,1.2036905802e-02
7.0000000000e+00,-2.0636977905e-03,5.4549486270e+01,2.1758479879e+00,1.7256390905e+01,3.6410772920e-01,3.1945645077e-02,1.2089834877e-02
7.0000000000e+00,-2.0827261048e-03,5.4606166640e+01,2.1858479698e+00,1.7259806788e+01,3.6403566880e-01,3.4053037030e-02,1.2142739081e-02
7.0000000000e+00,-2.1018782574e-03,5.4663334960e+01,2.1958479515e+00,1.7263236225e+01,3.6396335110e-01,3.6316290157e-02,1.2195617620e-02
7.0000000000e+00,-2.1211551217e-03,5.4720996530e+01,2.2058479329e+00,1.7266679069e+01,3.6389077960e-01,3.8746139134e-02,1.2248469672e-02
7.0000000000e+00,-2.1405575545e-03,5.4779156680e+01,2.2158479141e+00,1.7270135165e+01,3.6381795780e-01,4.1354006326e-02,1.2301294379e-02
7.0000000000e+00,-2.1600863948e-03,5.4837820730e+01,2.2258478950e+00,1.7273604344e+01,3.6374488970e-01,4.4152043328e-02,1.2354090852e-02
7.0000000000e+00,-2.1797424624e-03,5.4896993970e+01,2.2358478757e+00,1.7277086428e+01,3.6367157930e-01,4.7153174889e-02,1.2406858164e-02
7.0000000000e+00,-2.1995265563e-03,5.4956681720e+01,2.2458478561e+00,1.7280581227e+01,3.6359803090e-01,5.0371145338e-02,1.2459595355e-02
7.0000000000e+00,-2.2194394538e-03,5.5016889280e+01,2.2558478363e+00,1.7284088538e+01,3.6352424910e-01,5.3820567660e-02,1.2512301426e-02
9.0000000000e+00,1.9006442388e-05,4.8984352170e+01,1.0000000000e-04,1.6858045629e+01,3.7271137150e-01,3.3176158734e-11,3.8842207919e-04
9.0000000000e+00,1.9006426643e-05,4.8984352210e+01,2.0000000000e-04,1.6858045632e+01,3.7271137140e-01,1.3270463382e-10,3.8896218778e-04
9.0000000000e+00,1.9006391240e-05,4.8984352300e+01,3.5000000000e-04,1.6858045640e+01,3.7271137120e-01,4.0640793173e-10,3.8977235106e-04
9.0000000000e+00,1.9006300216e-05,4.8984352520e+01,5.7500000000e-04,1.6858045661e+01,3.7271137080e-01,1.0968866500e-09,3.9098759707e-04
9.0000000000e+00,1.9006078362e-05,4.8984353050e+01,9.1250000000e-04,1.6858045709e+01,3.7271136970e-01,2.7624329578e-09,3.9281046852e-04
9.0000000000e+00,1.9005553614e-05,4.8984354310e+01,1.4187500000e-03,1.6858045824e+01,3.7271136720e-01,6.6778645614e-09,3.9554478119e-04
9.0000000000e+00,1.9003954915e-05,4.8984358140e+01,2.1781250000e-03,1.6858046112e+01,3.7271136080e-01,1.5739506965e-08,3.9964626888e-04
9.0000000000e+00,1.9000672961e-05,4.8984366020e+01,3.3171875000e-03,1.6858046749e+01,3.7271134670e-01,3.6506046589e-08,4.0579852663e-04
9.0000000000e+00,1.8993198993e-05,4.8984383950e+01,5.0257812500e-03,1.6858048200e+01,3.7271131470e-01,8.3797332371e-08,4.1502698151e-04
9.0000000000e+00,1.8976248254e-05,4.8984424620e+01,7.5886718749e-03,1.6858051491e+01,3.7271124190e-01,1.9105158640e-07,4.2886981674e-04
9.0000000000e+00,1.8937907865e-05,4.8984516620e+01,1.1433007812e-02,1.6858058936e+01,3.7271107730e-01,4.3364186826e-07,4.4963441164e-04
9.0000000000e+00,1.8851341356e-05,4.8984724340e+01,1.7199511718e-02,1.6858075745e+01,3.7271070570e-01,9.8134647208e-07,4.8078206667e-04
9.0000000000e+00,1.8656121903e-05,4.8985192770e+01,2.5849267575e-02,1.6858113651e+01,3.7270986760e-01,2.2163653056e-06,5.2750524190e-04
9.0000000000e+00,1.8332679027e-05,4.8985968900e+01,3.5849267570e-02,1.6858176454e+01,3.7270847910e-01,4.2621667746e-06,5.8152448259e-04
9.0000000000e+00,1.7904440903e-05,4.8986996530e+01,4.5849267561e-02,1.6858259604e+01,3.7270664080e-01,6.9700420840e-06,6.3554632846e-04
9.0000000000e+00,1.7371450104e-05,4.8988275600e+01,5.5849267547e-02,1.6858363095e+01,3.7270435280e-01,1.0339083524e-05,6.8957071698e-04
9.0000000000e+00,1.6733759596e-05,4.8989806010e+01,6.5849267527e-02,1.6858486915e+01,3.7270161550e-01,1.4368163155e-05,7.4359758521e-04
9.0000000000e+00,1.5991432696e-05,4.8991587660e+01,7.5849267499e-02,1.6858631051e+01,3.7269842900e-01,1.9055934094e-05,7.9762686982e-04
9.0000000000e+00,1.5144543033e-05,4.8993620430e+01,8.5849267464e-02,1.6858795490e+01,3.7269479370e-01,2.4400832049e-05,8.5165850700e-04
9.0000000000e+00,1.4193174503e-05,4.8995904170e+01,9.5849267418e-02,1.6858980214e+01,3.7269071010e-01,3.0401077100e-05,9.0569243250e-04
9.0000000000e+00,1.3137421225e-05,4.8998438750e+01,1.0584926736e-01,1.6859185206e+01,3.7268617850e-01,3.7054675712e-05,9.5972858156e-04
9.0000000000e+00,1.1977387485e-05,4.9001223970e+01,1.1584926730e-01,1.6859410444e+01,3.7268119950e-01,4.4359422990e-05,1.0137668889e-03
9.0000000000e+00,1.0713187677e-05,4.9004259650e+01,1.2584926722e-01,1.6859655906e+01,3.7267577360e-01,5.2312905159e-05,1.0678072888e-03
9.0000000000e+00,9.3449462374e-06,4.9007545590e+01,1.3584926712e-01,1.6859921569e+01,3.7266990130e-01,6.0912502269e-05,1.1218497149e-03
9.0000000000e+00,7.8727975748e-06,4.9011081560e+01,1.4584926701e-01,1.6860207404e+01,3.7266358330e-01,7.0155391122e-05,1.1758941003e-03
9.0000000000e+00,6.2968859946e-06,4.9014867330e+01,1.5584926689e-01,1.6860513385e+01,3.7265682030e-01,8.0038548403e-05,1.2299403775e-03
9.0000000000e+00,4.6173656172e-06,4.9018902640e+01,1.6584926675e-01,1.6860839480e+01,3.7264961300e-01,9.0558754023e-05,1.2839884784e-03
9.0000000000e+00,2.8344002922e-06,4.9023187220e+01,1.7584926659e-01,1.6861185658e+01,3.7264196210e-01,1.0171259466e-04,1.3380383344e-03
9.0000000000e+00,9.4816350678e-07,4.9027720780e+01,1.8584926641e-01,1.6861551884e+01,3.7263386850e-01,1.1349646747e-04,1.3920898760e-03
9.0000000000e+00,-1.0411617063e-06,4.9032503020e+01,1.9584926622e-01,1.6861938123e+01,3.7262533290e-01,1.2590658402e-04,1.4461430333e-03
9.0000000000e+00,-3.1333828796e-06,4.9037533620e+01,2.0584926600e-01,1.6862344337e+01,3.7261635640e-01,1.3893897436e-04,1.5001977357e-03
9.0000000000e+00,-5.3282982027e-06,4.9042812260e+01,2.1584926576e-01,1.6862770486e+01,3.7260693980e-01,1.5258949127e-04,1.5542539118e-03
9.0000000000e+00,-7.6256966408e-06,4.9048338580e+01,2.2584926549e-01,1.6863216528e+01,3.7259708410e-01,1.6685381467e-04,1.6083114895e-03
9.0000000000e+00,-1.0025358046e-05,4.9054112220e+01,2.3584926520e-01,1.6863682421e+01,3.7258679040e-01,1.8172745616e-04,1.6623703961e-03
9.0000000000e+00,-1.2527053273e-05,4.9060132800e+01,2.4584926489e-01,1.6864168120e+01,3.7257605960e-01,1.9720576374e-04,1.7164305581e-03
9.0000000000e+00,-1.5130544306e-05,4.9066399940e+01,2.5584926455e-01,1.6864673578e+01,3.7256489300e-01,2.1328392658e-04,1.7704919012e-03
9.0000000000e+00,-1.7835584377e-05,4.9072913220e+01,2.6584926419e-01,1.6865198747e+01,3.7255329160e-01,2.2995698001e-04,1.8245543506e-03
9.0000000000e+00,-2.0641918098e-05,4.9079672220e+01,2.7584926379e-01,1.6865743577e+01,3.7254125670e-01,2.4721981055e-04,1.8786178304e-03
9.0000000000e+00,-2.3549281595e-05,4.9086676520e+01,2.8584926337e-01,1.6866308016e+01,3.7252878940e-01,2.6506716104e-04,1.9326822642e-03
9.0000000000e+00,-2.6557402640e-05,4.9093925660e+01,2.9584926292e-01,1.6866892010e+01,3.7251589110e-01,2.8349363591e-04,1.9867475746e-03
9.0000000000e+00,-2.9666000788e-05,4.9101419190e+01,3.0584926244e-01,1.6867495506e+01,3.7250256300e-01,3.0249370649e-04,2.0408136836e-03
9.0000000000e+00,-3.2874787523e-05,4.9109156630e+01,3.1584926192e-01,1.6868118447e+01,3.7248880640e-01,3.2206171640e-04,2.0948805122e-03
9.0000000000e+00,-3.6183466393e-05,4.9117137500e+01,3.2584926137e-01,1.6868760774e+01,3.7247462280e-01,3.4219188698e-04,2.1489479807e-03
9.0000000000e+00,-3.9591733165e-05,4.9125361300e+01,3.3584926079e-01,1.6869422428e+01,3.7246001360e-01,3.6287832287e-04,2.2030160086e-03
9.0000000000e+00,-4.3099275964e-05,4.9133827520e+01,3.4584926018e-01,1.6870103350e+01,3.7244498010e-01,3.8411501747e-04,2.2570845145e-03
9.0000000000e+00,-4.6705775426e-05,4.9142535630e+01,3.5584925953e-01,1.6870803475e+01,3.7242952400e-01,4.0589585862e-04,2.3111534163e-03
9.0000000000e+00,-5.0410904852e-05,4.9151485100e+01,3.6584925884e-01,1.6871522741e+01,3.7241364660e-01,4.2821463412e-04,2.3652226308e-03
9.0000000000e+00,-5.4214330353e-05,4.9160675400e+01,3.7584925812e-01,1.6872261083e+01,3.7239734950e-01,4.5106503743e-04,2.4192920743e-03
9.0000000000e+00,-5.8115711011e-05,4.9170105950e+01,3.8584925736e-01,1.6873018434e+01,3.7238063430e-01,4.7444067326e-04,2.4733616619e-03
9.0000000000e+00,-6.2114699029e-05,4.9179776210e+01,3.9584925656e-01,1.6873794726e+01,3.7236350270e-01,4.9833506326e-04,2.5274313080e-03
9.0000000000e+00,-6.6210939888e-05,4.9189685580e+01,4.0584925572e-01,1.6874589891e+01,3.7234595610e-01,5.2274165159e-04,2.5815009263e-03
9.0000000000e+00,-7.0404072502e-05,4.9199833480e+01,4.1584925484e-01,1.6875403858e+01,3.7232799640e-01,5.4765381059e-04,2.6355704293e-03
9.0000000000e+00,-7.4693729376e-05,4.9210219320e+01,4.2584925392e-01,1.6876236556e+01,3.7230962520e-01,5.7306484634e-04,2.6896397289e-03
9.0000000000e+00,-7.9079536761e-05,4.9220842480e+01,4.3584925296e-01,1.6877087912e+01,3.7229084420e-01,5.9896800423e-04,2.7437087361e-03
9.0000000000e+00,-8.3561114810e-05,4.9231702360e+01,4.4584925195e-01,1.6877957853e+01,3.7227165520e-01,6.2535647451e-04,2.7977773610e-03
9.0000000000e+00,-8.8138077737e-05,4.9242798320e+01,4.5584925091e-01,1.6878846304e+01,3.7225206000e-01,6.5222339777e-04,2.8518455127e-03
9.0000000000e+00,-9.2810033966e-05,4.9254129730e+01,4.6584924982e-01,1.6879753189e+01,3.7223206030e-01,6.7956187038e-04,2.9059130996e-03
9.0000000000e+00,-9.7576586294e-05,4.9265695960e+01,4.7584924868e-01,1.6880678432e+01,3.7221165800e-01,7.0736494986e-04,2.9599800292e-03
9.0000000000e+00,-1.0243733204e-04,4.9277496340e+01,4.8584924750e-01,1.6881621953e+01,3.7219085490e-01,7.3562566027e-04,3.0140462081e-03
9.0000000000e+00,-1.0739186319e-04,4.9289530230e+01,4.9584924627e-01,1.6882583675e+01,3.7216965300e-01,7.6433699742e-04,3.0681115420e-03
9.0000000000e+00,-1.1243976657e-04,4.9301796950e+01,5.0584924500e-01,1.6883563517e+01,3.7214805400e-01,7.9349193409e-04,3.1221759359e-03
9.0000000000e+00,-1.1758062398e-04,4.9314295830e+01,5.1584924368e-01,1.6884561399e+01,3.7212605990e-01,8.2308342521e-04,3.1762392938e-03
9.0000000000e+00,-1.2281401234e-04,4.9327026190e+01,5.2584924231e-01,1.6885577240e+01,3.7210367270e-01,8.5310441286e-04,3.2303015188e-03
9.0000000000e+00,-1.2813950383e-04,4.9339987350e+01,5.3584924089e-01,1.6886610956e+01,3.7208089440e-01,8.8354783131e-04,3.2843625133e-03
9.0000000000e+00,-1.3355666607e-04,4.9353178600e+01,5.4584923942e-01,1.6887662464e+01,3.7205772680e-01,9.1440661191e-04,3.3384221787e-03
9.0000000000e+00,-1.3906506222e-04,4.9366599250e+01,5.5584923790e-01,1.6888731681e+01,3.7203417200e-01,9.4567368791e-04,3.3924894651e-03
9.0000000000e+00,-1.4466425114e-04,4.9380248580e+01,5.6584923634e-01,1.6889818522e+01,3.7201023200e-01,9.7734199923e-04,3.4465616160e-03
9.0000000000e+00,-1.5035378752e-04,4.9394125900e+01,5.7584923472e-01,1.6890922900e+01,3.7198590890e-01,1.0094044971e-03,3.5006329396e-03
9.0000000000e+00,-1.5613322203e-04,4.9408230470e+01,5.8584923305e-01,1.6892044730e+01,3.7196120470e-01,1.0418541488e-03,3.5547033471e-03
9.0000000000e+00,-1.6200210141e-04,4.9422561580e+01,5.9584923133e-01,1.6893183925e+01,3.7193612140e-01,1.0746839418e-03,3.6087727485e-03
9.0000000000e+00,-1.6795996866e-04,4.9437118490e+01,6.0584922955e-01,1.6894340398e+01,3.7191066120e-01,1.1078868886e-03,3.6628410533e-03
9.0000000000e+00,-1.7400636311e-04,4.9451900470e+01,6.1584922772e-01,1.6895514059e+01,3.7188482610e-01,1.1414560308e-03,3.7169081698e-03
9.0000000000e+00,-1.8014082056e-04,4.9466906780e+01,6.2584922584e-01,1.6896704821e+01,3.7185861820e-01,1.1753844434e-03,3.7709740056e-03
9.0000000000e+00,-1.8636287340e-04,4.9482136670e+01,6.3584922391e-01,1.6897912593e+01,3.7183203980e-01,1.2096652392e-03,3.8250384675e-03
9.0000000000e+00,-1.9267205075e-04,4.9497589400e+01,6.4584922192e-01,1.6899137287e+01,3.7180509280e-01,1.2442915726e-03,3.8791014613e-03
9.0000000000e+00,-1.9906787849e-04,4.9513264220e+01,6.5584921987e-01,1.6900378812e+01,3.7177777950e-01,1.2792566435e-03,3.9331628921e-03
9.0000000000e+00,-2.0554987947e-04,4.9529160360e+01,6.6584921777e-01,1.6901637076e+01,3.7175010200e-01,1.3145537019e-03,3.9872226641e-03
9.0000000000e+00,-2.1211757354e-04,4.9545277060e+01,6.7584921561e-01,1.6902911989e+01,3.7172206250e-01,1.3501760511e-03,4.0412806808e-03
9.0000000000e+00,-2.1877047767e-04,4.9561613550e+01,6.8584921340e-01,1.6904203458e+01,3.7169366320e-01,1.3861170517e-03,4.0953368447e-03
9.0000000000e+00,-2.2550810605e-04,4.9578169080e+01,6.9584921113e-01,1.6905511391e+01,3.7166490630e-01,1.4223701256e-03,4.1493910577e-03
9.0000000000e+00,-2.3232997016e-04,4.9594942860e+01,7.0584920880e-01,1.6906835697e+01,3.7163579390e-01,1.4589287593e-03,4.2034432207e-03
9.0000000000e+00,-2.3923557889e-04,4.9611934120e+01,7.1584920642e-01,1.6908176281e+01,3.7160632840e-01,1.4957865078e-03,4.2574932340e-03
9.0000000000e+00,-2.4622443858e-04,4.9629142070e+01,7.2584920398e-01,1.6909533050e+01,3.7157651180e-01,1.5329369978e-03,4.3115409972e-03
9.0000000000e+00,-2.5329605311e-04,4.9646565940e+01,7.3584920148e-01,1.6910905911e+01,3.7154634650e-01,1.5703739318e-03,4.3655864088e-03
9.0000000000e+00,-2.6044992401e-04,4.9664204930e+01,7.4584919892e-01,1.6912294769e+01,3.7151583470e-01,1.6080910909e-03,4.4196293669e-03
9.0000000000e+00,-2.6768555046e-04,4.9682058260e+01,7.5584919630e-01,1.6913699531e+01,3.7148497850e-01,1.6460823387e-03,4.4736697687e-03
9.0000000000e+00,-2.7500242939e-04,4.9700125130e+01,7.6584919362e-01,1.6915120101e+01,3.7145378040e-01,1.6843416243e-03,4.5277075108e-03
9.0000000000e+00,-2.8240005555e-04,4.9718404750e+01,7.7584919089e-01,1.6916556385e+01,3.7142224250e-01,1.7228629861e-03,4.5817424889e-03
9.0000000000e+00,-2.8987792153e-04,4.9736896310e+01,7.8584918809e-01,1.6918008286e+01,3.7139036700e-01,1.7616405545e-03,4.6357745983e-03
9.0000000000e+00,-2.9743551781e-04,4.9755599010e+01,7.9584918524e-01,1.6919475711e+01,3.7135815640e-01,1.8006685557e-03,4.6898037332e-03
9.0000000000e+00,-3.0507233285e-04,4.9774512040e+01,8.0584918232e-01,1.6920958563e+01,3.7132561280e-01,1.8399413149e-03,4.7438297876e-03
9.0000000000e+00,-3.1278785305e-04,4.9793634600e+01,8.1584917934e-01,1.6922456745e+01,3.7129273850e-01,1.8794532593e-03,4.7978526545e-03
9.0000000000e+00,-3.2058156286e-04,4.9812965880e+01,8.2584917631e-01,1.6923970163e+01,3.7125953580e-01,1.9191989214e-03,4.8518722265e-03
9.0000000000e+00,-3.2845294476e-04,4.9832505050e+01,8.3584917321e-01,1.6925498720e+01,3.7122600710e-01,1.9591729427e-03,4.9058883953e-03
9.0000000000e+00,-3.3640147928e-04,4.9852251290e+01,8.4584917005e-01,1.6927042319e+01,3.7119215450e-01,1.9993700763e-03,4.9599010522e-03
9.0000000000e+00,-3.4442664507e-04,4.9872203800e+01,8.5584916683e-01,1.6928600863e+01,3.7115798040e-01,2.0397851905e-03,5.0139100879e-03
9.0000000000e+00,-3.5252791884e-04,4.9892361730e+01,8.6584916355e-01,1.6930174255e+01,3.7112348710e-01,2.0804132722e-03,5.0679153925e-03
9.0000000000e+00,-3.6070477543e-04,4.9912724250e+01,8.7584916021e-01,1.6931762400e+01,3.7108867690e-01,2.1212494301e-03,5.1219168554e-03
9.0000000000e+00,-3.6895668777e-04,4.9933290550e+01,8.8584915680e-01,1.6933365198e+01,3.7105355220e-01,2.1622888980e-03,5.1759143657e-03
9.0000000000e+00,-3.7728312693e-04,4.9954059770e+01,8.9584915334e-01,1.6934982554e+01,3.7101811520e-01,2.2035270384e-03,5.2299078117e-03
9.0000000000e+00,-3.8568356204e-04,4.9975031090e+01,9.0584914981e-01,1.6936614369e+01,3.7098236820e-01,2.2449593459e-03,5.2838970814e-03
9.0000000000e+00,-3.9415746037e-04,4.9996203650e+01,9.1584914622e-01,1.6938260546e+01,3.7094631350e-01,2.2865814508e-03,5.3378820623e-03
9.0000000000e+00,-4.0270428722e-04,5.0017576600e+01,9.2584914256e-01,1.6939920987e+01,3.7090995360e-01,2.3283891227e-03,5.3918626413e-03
9.0000000000e+00,-4.1132350598e-04,5.0039149100e+01,9.3584913885e-01,1.6941595595e+01,3.7087329070e-01,2.3703782745e-03,5.4458387050e-03
9.0000000000e+00,-4.2001457806e-04,5.0060920290e+01,9.4584913507e-01,1.6943284271e+01,3.7083632700e-01,2.4125449662e-03,5.4998101394e-03
9.0000000000e+00,-4.2877696289e-04,5.0082889300e+01,9.5584913123e-01,1.6944986918e+01,3.7079906510e-01,2.4548854087e-03,5.5537768302e-03
9.0000000000e+00,-4.3761011785e-04,5.0105055270e+01,9.6584912733e-01,1.6946703437e+01,3.7076150710e-01,2.4973959686e-03,5.6077386628e-03
9.0000000000e+00,-4.4651349828e-04,5.0127417330e+01,9.7584912337e-01,1.6948433730e+01,3.7072365550e-01,2.5400731724e-03,5.6616955219e-03
9.0000000000e+00,-4.5548655739e-04,5.0149974600e+01,9.8584911934e-01,1.6950177700e+01,3.7068551250e-01,2.5829137112e-03,5.7156472923e-03
9.0000000000e+00,-4.6452874627e-04,5.0172726210e+01,9.9584911526e-01,1.6951935247e+01,3.7064708050e-01,2.6259144458e-03,5.7695938582e-03
9.0000000000e+00,-4.7363951378e-04,5.0195671250e+01,1.0058491111e+00,1.6953706273e+01,3.7060836170e-01,2.6690724119e-03,5.8235351036e-03
9.0000000000e+00,-4.8281830656e-04,5.0218808850e+01,1.0158491069e+00,1.6955490679e+01,3.7056935870e-01,2.7123848260e-03,5.8774709122e-03
9.0000000000e+00,-4.9206456893e-04,5.0242138100e+01,1.0258491026e+00,1.6957288368e+01,3.7053007360e-01,2.7558490914e-03,5.9314011675e-03
9.0000000000e+00,-5.0137774283e-04,5.0265658090e+01,1.0358490983e+00,1.6959099241e+01,3.7049050880e-01,2.7994628051e-03,5.9853257528e-03
9.0000000000e+00,-5.1075726779e-04,5.0289367920e+01,1.0458490939e+00,1.6960923198e+01,3.7045066670e-01,2.8432237645e-03,6.0392445512e-03
9.0000000000e+00,-5.2020258084e-04,5.0313266660e+01,1.0558490894e+00,1.6962760142e+01,3.7041054960e-01,2.8871299761e-03,6.0931574456e-03
9.0000000000e+00,-5.2971311644e-04,5.0337353390e+01,1.0658490849e+00,1.6964609973e+01,3.7037015980e-01,2.9311796633e-03,6.1470643189e-03
9.0000000000e+00,-5.3928830642e-04,5.0361627180e+01,1.0758490803e+00,1.6966472593e+01,3.7032949970e-01,2.9753712764e-03,6.2009650540e-03
9.0000000000e+00,-5.4892757989e-04,5.0386087080e+01,1.0858490757e+00,1.6968347903e+01,3.7028857160e-01,3.0197035029e-03,6.2548595334e-03
9.0000000000e+00,-5.5863036317e-04,5.0410732140e+01,1.0958490710e+00,1.6970235805e+01,3.7024737780e-01,3.0641752791e-03,6.3087476401e-03
9.0000000000e+00,-5.6839607973e-04,5.0435561420e+01,1.1058490662e+00,1.6972136199e+01,3.7020592070e-01,3.1087858032e-03,6.3626292566e-03
9.0000000000e+00,-5.7822415005e-04,5.0460573930e+01,1.1158490614e+00,1.6974048987e+01,3.7016420250e-01,3.1535345494e-03,6.4165042660e-03
9.0000000000e+00,-5.8811399160e-04,5.0485768700e+01,1.1258490565e+00,1.6975974070e+01,3.7012222580e-01,3.1984212841e-03,6.4703725511e-03
9.0000000000e+00,-5.9806501871e-04,5.0511144760e+01,1.1358490515e+00,1.6977911349e+01,3.7007999260e-01,3.2434460834e-03,6.5242339951e-03
