exp_1,exp_2,exp_3,R1_re,R1_im,R2_re,R2_im,R3_re,R3_im
1,0,0,0.004028440003468248,16.859169021043915,0.0,0.0,0.0,0.0
0,1,0,0.0,0.0,0.004028440003468248,-16.859169021043915,0.0,0.0
1,0,1,-212.57781098726932,-59.039187580010335,0.0,0.0,0.0,0.0
0,1,1,0.0,-0.0,-212.57781098726932,59.039187580010335,0.0,0.0
2,1,0,-0.11101108533687333,0.07065076413527639,0.0,0.0,0.0,0.0
1,2,0,0.0,-0.0,-0.11101108533687333,-0.07065076413527639,0.0,0.0
1,0,2,2990.9006994024426,80.21221411108488,0.0,0.0,0.0,0.0
0,1,2,0.0,-0.0,2990.9006994024426,-80.21221411108488,0.0,0.0
2,1,1,-4.671751510947417,8.776632002108368,0.0,0.0,0.0,0.0
1,2,1,0.0,-0.0,-4.671751510947417,-8.776632002108368,0.0,0.0
1,0,3,-51149.038905287634,47632.199139032695,0.0,0.0,0.0,0.0
0,1,3,0.0,-0.0,-51149.038905287634,-47632.199139032695,0.0,0.0
3,2,0,0.005924752989651045,-0.0013952393144207236,0.0,0.0,0.0,0.0
2,3,0,0.0,-0.0,0.005924752989651045,0.0013952393144207236,0.0,0.0
2,1,2,-733.5142981435603,828.849394206916,0.0,0.0,0.0,0.0
1,2,2,0.0,-0.0,-733.5142981435603,-828.849394206916,0.0,0.0
1,0,4,-45770.68242815328,-2.0784700161021976e6,0.0,0.0,0.0,0.0
0,1,4,0.0,-0.0,-45770.68242815328,2.0784700161021976e6,0.0,0.0
3,2,1,1.2296858199231209,-0.7741704016934671,0.0,0.0,0.0,0.0
2,3,1,0.0,-0.0,1.2296858199231209,0.7741704016934671,0.0,0.0
2,1,3,-39971.80226457525,63577.17865319982,0.0,0.0,0.0,0.0
1,2,3,0.0,-0.0,-39971.80226457525,-63577.17865319982,0.0,0.0
1,0,5,3.2121283200485945e7,3.126487947883317e7,0.0,0.0,0.0,0.0
0,1,5,0.0,-0.0,3.2121283200485945e7,-3.126487947883317e7,0.0,0.0
4,3,0,-0.0005966247098388611,0.00028335837477943095,0.0,0.0,0.0,0.0
3,4,0,0.0,-0.0,-0.0005966247098388611,-0.00028335837477943095,0.0,0.0
3,2,2,274.38337491588834,-238.64342461789542,0.0,0.0,0.0,0.0
2,3,2,0.0,-0.0,274.38337491588834,238.64342461789542,0.0,0.0
2,1,4,-3.9273685191869354e6,5.9592187995068235e6,0.0,0.0,0.0,0.0
1,2,4,0.0,-0.0,-3.9273685191869354e6,-5.9592187995068235e6,0.0,0.0
1,0,6,-2.0836111154350123e9,5.869138737922598e8,0.0,0.0,0.0,0.0
0,1,6,0.0,-0.0,-2.0836111154350123e9,-5.869138737922598e8,0.0,0.0
