exp_1,exp_2,exp_3,L_re,L_im
6,1,0,-1.5941478051376412e-9,1.2990832292143231e-9
6,0,1,1.0739931737265594e-8,-1.6881152186453438e-8
5,2,0,-4.261155035046129e-8,2.4833635613361454e-8
5,1,1,5.64602734290037e-7,-6.088154245361431e-7
5,0,2,0.0001086371853944175,0.00028838909390036666
4,3,0,-8.774059506899999e-7,-9.140244637536644e-7
4,2,1,2.0187118139183808e-5,-3.3179598889646156e-5
4,1,2,-0.013512892798932932,-0.018308531742400266
4,0,3,0.06622337254939215,-0.06415970593285558
3,4,0,-8.774059506899999e-7,9.140244637536644e-7
3,3,1,0.00518471306047652,1.4588238857509817e-19
3,2,2,-15.946179590611983,-2.2813142801400605
3,1,3,55.097896654147036,-129.47285341341367
3,0,4,2401.6871958631573,-1541.9032363404267
2,5,0,-4.261155035046129e-8,-2.4833635613361454e-8
2,4,1,2.0187118139183808e-5,3.3179598889646156e-5
2,3,2,-15.946179590611983,2.2813142801400605
2,2,3,15434.515787962882,-5.064104154227988e-13
2,1,4,-5.130509281043801e6,-64916.53146220138
2,0,5,5.386670746431617e6,-2.1357777610021476e7
1,6,0,-1.5941478051376412e-9,-1.2990832292143231e-9
1,5,1,5.64602734290037e-7,6.088154245361431e-7
1,4,2,-0.013512892798932932,0.018308531742400266
1,3,3,55.097896654147036,129.47285341341367
1,2,4,-5.130509281043801e6,64916.53146220138
1,1,5,2.549523587205879e9,-1.0018069096845426e-8
1,0,6,-3.0916227354360123e9,1.1057091435902527e10
0,7,0,-2.158649876765159e-11,-1.4312076427981244e-11
0,6,1,1.0739931737265594e-8,1.6881152186453438e-8
0,5,2,0.0001086371853944175,-0.00028838909390036666
0,4,3,0.06622337254939215,0.06415970593285558
0,3,4,2401.6871958631573,1541.9032363404267
0,2,5,5.386670746431617e6,2.1357777610021476e7
0,1,6,-3.0916227354360123e9,-1.1057091435902527e10
0,0,7,5.0106704240299866e10,5.5221035022773885e-5
