exp_1,exp_2,R1_re,R1_im,R2_re,R2_im
1,0,-0.0005369754008568333,1.2619305108473666,0.0,0.0
0,1,0.0,0.0,-0.0005369754008568333,-1.2619305108473666
2,1,3.0205535961425514e-9,-1.8043173984667027e-6,0.0,0.0
1,2,0.0,-0.0,3.0205535961425514e-9,1.8043173984667027e-6
3,2,-2.361923996171253e-13,2.4158303082238542e-11,0.0,0.0
2,3,0.0,-0.0,-2.361923996171253e-13,-2.4158303082238542e-11
