exp_1,exp_2,R1_re,R1_im,R2_re,R2_im
1,0,-0.0053741215339424215,0.5373851812045483,0.0,0.0
0,1,0.0,0.0,-0.0053741215339424215,-0.5373851812045483
2,1,0.00028883192149196257,-0.00023204614881862048,0.0,0.0
1,2,0.0,0.0,-0.00030089678293298585,0.00022025098279997745
