exp_1,exp_2,R1_re,R1_im,R2_re,R2_im
1,0,0.0,0.5489204110069565,0.0,0.0
0,1,0.0,0.0,-0.0,-0.5489204110069565
2,1,0.0,1.980467106647847e-5,0.0,0.0
1,2,0.0,-0.0,0.0,-1.980467106647847e-5
3,2,0.0,3.1751989706910514e-10,0.0,0.0
2,3,0.0,-0.0,0.0,-3.1751989706910514e-10
4,3,-0.0,-1.1200871383019908e-14,0.0,0.0
3,4,0.0,-0.0,-0.0,1.1200871383019908e-14
