exp_1,exp_2,R1_re,R1_im,R2_re,R2_im
1,0,-0.0,0.6060697928405042,0.0,0.0
0,1,0.0,0.0,-0.0,-0.6060697928405042
2,1,-0.0,2.0893637890890766e-6,0.0,0.0
1,2,0.0,-0.0,-0.0,-2.0893637890890766e-6
3,2,-0.0,3.489645622669822e-9,0.0,0.0
2,3,0.0,-0.0,-0.0,-3.489645622669822e-9
4,3,-0.0,-3.6644544776854137e-13,0.0,0.0
3,4,0.0,-0.0,-0.0,3.6644544776854137e-13
