exp_1,exp_2,R1_re,R1_im,R2_re,R2_im
1,0,0.0,0.6960960963261715,0.0,0.0
0,1,0.0,0.0,-0.0,-0.6960960963261715
2,1,-0.0,-9.150722848755003e-6,0.0,0.0
1,2,0.0,-0.0,-0.0,9.150722848755003e-6
3,2,0.0,8.358364453387662e-10,0.0,0.0
2,3,0.0,-0.0,0.0,-8.358364453387662e-10
4,3,-0.0,-1.8361657951790632e-14,0.0,0.0
3,4,0.0,-0.0,-0.0,1.8361657951790632e-14
