sample,radii_r1,radii_master_r1,force_errors_r1,state_errors_r1,radii_r2,radii_master_r2,force_errors_r2,state_errors_r2,radii_r3,radii_master_r3,force_errors_r3,state_errors_r3,radii_r4,radii_master_r4,force_errors_r4,state_errors_r4,radii_r5,radii_master_r5,force_errors_r5,state_errors_r5,radii_r6,radii_master_r6,force_errors_r6,state_errors_r6,radii_r7,radii_master_r7,force_errors_r7,state_errors_r7,radii_r8,radii_master_r8,force_errors_r8,state_errors_r8,radii_r9,radii_master_r9,force_errors_r9,state_errors_r9,radii_r10,radii_master_r10,force_errors_r10,state_errors_r10,radii_r11,radii_master_r11,force_errors_r11,state_errors_r11
94,1.1749235471347528,1.174923428536516,0.0025700710493579654,185.5939109075027,0.8702047443049392,0.8702046428816008,9.858225976763001e-5,5.420688586224063,0.4712911706936917,0.4712910664361681,8.091086264284151e-7,0.021431363535638785,0.7142691663323678,0.7142691360708922,3.0504798054181346e-6,0.11792656060443583,0.9799612007118145,0.9799611952536856,1.5553093077000895e-5,0.5533281751237069,0.6185592583020343,0.6185592583020343,6.475389556127918e-8,0.001370526036842354,2.126641223851603,2.1266412213869983,0.015420217464884632,223.05457577013883,0.18804494339012892,0.18804483301591277,1.6536035019158974e-7,3.759642260791273e-5,0.8810572474326829,0.8810571949571128,2.4361058329785134e-5,0.374722666500239,1.537077029807121,1.5370769768634065,0.003306180332184523,53.36216700040562,0.5326647697821403,0.5326645334248913,5.824746342448649e-6,0.14664705887227206
95,0.9654808337931444,0.9654806894672712,0.0004928531341345845,34.031852216092766,0.9135990912381523,0.9135989946322443,0.00014349692205936027,7.971772715402636,0.29343728238696387,0.29343711493837465,3.9071419923281026e-7,0.0012974274522859132,0.9429293946699774,0.9429293717469049,3.0388947837151357e-5,1.2709484389174506,1.890166758707861,1.890166755878082,0.01941470776622604,890.141740943551,0.8039830615408177,0.8039830615408177,8.816432798558771e-7,0.019459772050583142,0.801170601680876,0.8011705951387866,1.6523835012423222e-6,0.01615827476800568,1.257740469380677,1.257740452878618,0.00018082385880696864,0.2190580575036859,0.7686324575536104,0.7686323974026483,9.341784689283171e-6,0.16836706984832545,0.724809867632817,0.7248097553570658,1.5260437822733783e-5,0.31812587107961565,0.4339844784778874,0.433984188377204,2.121065977401427e-6,0.0520470752970808
96,0.45871344568764344,0.4587131419165169,3.985730544665957e-6,0.25009549821724886,0.8844368835601691,0.8844367837689101,0.00011126836199478023,6.155999618723912,0.3294638330196797,0.32946368388144015,4.4309868723702745e-7,0.0024384561599223487,0.7822094671217507,0.7822094394886936,6.277897891221025e-6,0.25026537434520185,0.45270872764089704,0.452708715825895,2.0083225442191582e-7,0.0005184263512010919,0.29209713808535837,0.29209713808535837,3.614391091768299e-11,7.384218686322357e-7,0.9634148109169566,0.9634148054765901,8.286365799833344e-6,0.06028771613285656,1.8320335858204309,1.8320335744913223,0.006577031003416627,179.05491680663283,0.6577390855988031,0.6577390153065192,3.2940900692558614e-6,0.06600647480937415,0.3580940586721611,0.3580938314173661,6.667201260965322e-7,0.007048168879951128,0.6829098437121078,0.6829096593551683,2.3681211364498592e-5,0.5430235871164378
97,1.3867222895556028,1.3867221890712738,0.012493017439322613,930.9176427456279,1.1679415685160335,1.1679414929479826,0.0011223519680716725,66.84290962555376,1.5604786486101083,1.5604786171225609,0.00959015393217515,504.29723802825384,1.1642844708384041,1.1642844522734923,0.00020642203697299427,9.277992980042098,1.1705407985731233,1.1705407940036503,8.74898496268647e-5,3.31035843422284,0.5785092004855945,0.5785092004855945,3.3222159106579236e-8,0.0006985170008154432,1.6382236236766532,1.6382236204772551,0.001049620301329991,2.15712536504817,1.243425255951055,1.2434252392590126,0.00016405994296862236,0.24109558398539946,0.4768081098285564,0.47680801286295593,7.32703640044384e-7,0.009837896268385682,1.1717468202523575,1.1717467508017159,0.0003811122420778991,3.127625478990396,0.6201400113295296,0.6201398083121947,1.3523315311832626e-5,0.32500844892457037
98,0.7124556162677798,0.7124554206852481,5.546907149202856e-5,3.6174672716960683,0.9009574451212986,0.9009573471598795,0.00012853325605138667,7.130373185814113,0.587943935792698,0.5879438522207018,2.353874134640053e-6,0.09425296053329583,0.6614481880884011,0.661448155410348,1.7305039092368225e-6,0.06359069267843602,1.6142942870322472,1.6142942837188772,0.0027518049118768037,120.45274750577393,0.33629019326411363,0.33629019326411363,1.486346572341241e-10,3.02629920520437e-6,1.5028618642035636,1.502861860715998,0.00047411191878375013,0.5981784867890391,1.309586177953695,1.3095861621049425,0.0002543573536139982,0.4791814172263255,1.143791068980238,1.1437910285585369,0.00016744000880011586,1.2304933996558887,0.9196606086663163,0.9196605201787055,7.234321736738053e-5,1.192547125677269,0.8426644288991785,0.8426642794931295,8.369327770956942e-5,1.6658901166767366
99,2.138840076563017,2.138840011413753,1.7696408797692584,134772.5090114672,0.5410830559804481,0.5410828928648647,3.890979908138071e-6,0.19820834194416798,0.8113346934759137,0.8113346329144128,2.337162366936968e-5,1.0257300715013666,1.2816472513353034,1.2816472344704144,0.0005288806831170956,24.59144791864392,1.7022409303360668,1.7022409271938825,0.005190279023351973,231.57884302134963,1.1901786764956028,1.1901786764956028,4.540563540014834e-5,1.1580769861286666,0.6454512890463859,0.645451280925975,3.8020968006997656e-7,0.0033457378812260284,1.1575551336813672,1.1575551157510702,9.016005604207841e-5,0.35641293885301023,0.7912290504787103,0.7912289920455907,1.1380303207795337e-5,0.2001850492639368,0.5161192871751508,0.5161191295011779,2.09889248186522e-6,0.0477512870333705,1.4217971182713225,1.4217970297220113,0.0027765069088665864,27.02643564795328
100,1.4439815901675785,1.4439814936678312,0.01894890417780077,1416.702620525976,1.2473038556575173,1.2473037848976403,0.002068891970324199,125.17632258713769,1.6012842386707613,1.6012842079856124,0.012850913422087487,678.4400798057137,1.088375298498914,1.0883752786391847,0.00011002195696043143,4.814256849821908,1.5375015629639965,1.5375015594851353,0.0015608185812006675,67.14904407816041,0.4952210197121529,0.4952210197121529,7.031489218747201e-9,0.00014648093135287985,0.2956441188283418,0.2956441010998315,1.3067664579705976e-7,3.443592193611412e-5,0.882004131546231,0.8820041080142467,1.0021754428241815e-5,0.11751849731427406,0.5343728990849503,0.5343728125648745,1.067537967631954e-6,0.019158157534730182,0.9102260026612429,0.9102259132564469,6.739743993222079e-5,1.1295236470227978,1.3259083207349736,1.325908225781835,0.0015906585879823603,2.6491139585680346
101,1.6580287858830003,1.6580287018411195,0.08460024104364648,6401.385387043912,0.28000598318628533,0.28000566798189663,5.091343557056318e-7,0.005170464804317761,1.8544161963600663,1.8544161698635089,0.07420481153718061,3974.6880322072184,1.0381087939454892,1.0381087731241274,7.12416280819714e-5,3.074731361844394,1.571955153708641,1.5719551503060283,0.0020149904145407775,87.38969121114563,1.7512139245463503,1.7512139245463503,0.0028784050639795826,106.43564821626576,1.0174191193878686,1.0174191142362752,1.3495267306817796e-5,0.087944215660052,1.7732328415600147,1.7732328298552307,0.004524194538215345,110.44813328674812,1.3325830342322564,1.3325829995372473,0.000550703607003014,0.9027828372234249,0.5018936932304763,0.5018935310874163,1.8330997002538611e-6,0.04108882523605683,0.9265958417009386,0.92659570582815,0.00015086116529590567,2.7055192060157616
102,1.9877561262458447,1.987756056144762,0.7134283920844787,54315.936258888134,0.8047144908981532,0.8047143812206562,5.5021063897612225e-5,2.978461339493563,1.1560610442323052,1.1560610017296657,0.00045525147414316,22.039758753659736,0.4232811783702429,0.42328112730527495,3.781577576503108e-7,0.002355238604790628,1.2377043620463821,1.23770435772487,0.00015293140657276678,5.942956088291465,0.5665445744670149,0.5665445744670149,2.7144451159271145e-8,0.000566206712071498,0.4933764588109689,0.49337644818758064,2.1655066402410647e-7,0.0004615456364494532,1.8762990005494629,1.8762989894876294,0.008790651121738621,255.0740944008715,1.2408519966115652,1.240851959351698,0.0003130371024288669,1.0899476918857298,0.4367957232167357,0.4367955369086308,1.0545812753549703e-6,0.019439146842744535,2.0249472737487375,2.0249472115746974,0.2005355019142766,6380.334342564922
103,0.6694759779010672,0.6694757697623434,3.6818647808854484e-5,2.3940521194306603,0.36291098270126865,0.3629107395036283,7.433858872189621e-7,0.01961611964393407,1.3402047454997317,1.3402047088369413,0.0018903437068551138,95.9401892825033,0.6039745085740224,0.6039744727863544,9.632062241618547e-7,0.031144011623238287,0.635381881059046,0.6353818726408732,4.145765055916023e-7,0.009875978665976452,1.2715167483598206,1.2715167483598206,8.88523694860945e-5,2.3846449443109945,0.9073538893168379,0.907353883540338,4.858188544236064e-6,0.0395158635389652,1.1137758518462404,1.1137758332111558,6.553233229833195e-5,0.3443963450235164,0.45649933291897915,0.4564992316395647,6.648389292447866e-7,0.007680250560852002,0.9923779390921278,0.9923778570885219,0.0001205767183507846,1.7583405762352247,1.4588391005717178,1.4588390142707985,0.0034889112509247006,45.609015873711314
