exp_1,exp_2,R1_re,R1_im,R2_re,R2_im
1,0,-0.0,0.6625545053306591,0.0,0.0
0,1,0.0,0.0,-0.0,-0.6625545053306591
2,1,-0.0,-1.3298414906875135e-5,0.0,0.0
1,2,0.0,-0.0,-0.0,1.3298414906875135e-5
3,2,-0.0,3.471536119660943e-9,0.0,0.0
2,3,0.0,-0.0,-0.0,-3.471536119660943e-9
4,3,-0.0,2.0669397859519843e-13,0.0,0.0
3,4,0.0,-0.0,-0.0,-2.0669397859519843e-13
