theta1,theta2,w_mid,omega0_exact,omega0_param,rel_err
0.166600,3.360000,3.359089,0.42558287,0.41929762,1.476857e-02
0.183280,3.360000,3.359089,0.41367397,0.40656828,1.717703e-02
0.199960,3.360000,3.359089,0.40225802,0.39445472,1.939875e-02
0.216640,3.360000,3.359089,0.39130820,0.38297236,2.130249e-02
0.233320,3.360000,3.359089,0.38079946,0.37213959,2.274128e-02
0.250000,3.360000,3.359089,0.37070844,0.36197782,2.355119e-02
-0.167000,3.600000,3.599024,0.84290345,0.81367287,3.467844e-02
-0.150320,3.600000,3.599024,0.81015633,0.78704136,2.853150e-02
-0.133640,3.600000,3.599024,0.77928085,0.76135117,2.300798e-02
-0.116960,3.600000,3.599024,0.75013707,0.73655800,1.810212e-02
-0.100280,3.600000,3.599024,0.72259791,0.71262052,1.380767e-02
-0.083600,3.600000,3.599024,0.69654772,0.68950039,1.011752e-02
-0.066920,3.600000,3.599024,0.67188109,0.66716226,7.023312e-03
-0.050240,3.600000,3.599024,0.64850176,0.64557376,4.515024e-03
-0.033560,3.600000,3.599024,0.62632171,0.62470552,2.580459e-03
-0.016880,3.600000,3.599024,0.60526032,0.60453113,1.204742e-03
-0.000200,3.600000,3.599024,0.58524360,0.58502720,3.697512e-04
0.016480,3.600000,3.599024,0.56620361,0.56617331,5.351438e-05
0.033160,3.600000,3.599024,0.54807783,0.54795201,2.295561e-04
0.049840,3.600000,3.599024,0.53080866,0.53034887,8.662027e-04
0.066520,3.600000,3.599024,0.51434296,0.51335241,1.925855e-03
0.083200,3.600000,3.599024,0.49863167,0.49695417,3.364206e-03
0.099880,3.600000,3.599024,0.48362940,0.48114866,5.129423e-03
0.116560,3.600000,3.599024,0.46929412,0.46593337,7.161282e-03
0.133240,3.600000,3.599024,0.45558687,0.45130879,9.390269e-03
0.149920,3.600000,3.599024,0.44247151,0.43727838,1.173663e-02
0.166600,3.600000,3.599024,0.42991443,0.42384861,1.410936e-02
0.183280,3.600000,3.599024,0.41788441,0.41102892,1.640522e-02
0.199960,3.600000,3.599024,0.40635235,0.39883173,1.850762e-02
0.216640,3.600000,3.599024,0.39529114,0.38727246,2.028550e-02
0.233320,3.600000,3.599024,0.38467551,0.37636952,2.159220e-02
0.250000,3.600000,3.599024,0.37448183,0.36614429,2.226423e-02
-0.167000,3.840000,3.838959,0.85186921,0.82188484,3.519833e-02
-0.150320,3.840000,3.838959,0.81877439,0.79501298,2.902070e-02
-0.133640,3.840000,3.838959,0.78757102,0.76908964,2.346630e-02
-0.116960,3.840000,3.838959,0.75811770,0.74407050,1.852905e-02
-0.100280,3.840000,3.838959,0.73028600,0.71991423,1.420234e-02
-0.083600,3.840000,3.838959,0.70395905,0.69658251,1.047866e-02
-0.066920,3.840000,3.838959,0.67903033,0.67403997,7.349249e-03
-0.050240,3.840000,3.838959,0.65540257,0.65225426,4.803632e-03
-0.033560,3.840000,3.838959,0.63298680,0.63119598,2.829159e-03
-0.016880,3.840000,3.838959,0.61170155,0.61083876,1.410482e-03
-0.000200,3.840000,3.838959,0.59147206,0.59115917,5.290025e-04
0.016480,3.840000,3.838959,0.57222967,0.57213681,1.622701e-04
0.033160,3.840000,3.838959,0.55391118,0.55375424,2.833370e-04
0.049840,3.840000,3.838959,0.53645840,0.53599701,8.600754e-04
0.066520,3.840000,3.838959,0.51981763,0.51885365,1.854450e-03
0.083200,3.840000,3.838959,0.50393926,0.50231570,3.221748e-03
0.099880,3.840000,3.838959,0.48877745,0.48637766,4.909772e-03
0.116560,3.840000,3.838959,0.47428970,0.47103703,6.857981e-03
0.133240,3.840000,3.838959,0.46043667,0.45629430,8.996597e-03
0.149920,3.840000,3.838959,0.44718180,0.44215294,1.124567e-02
0.166600,3.840000,3.838959,0.43449115,0.42861940,1.351409e-02
0.183280,3.840000,3.838959,0.42233315,0.41570312,1.569858e-02
0.199960,3.840000,3.838959,0.41067841,0.40341653,1.768263e-02
0.216640,3.840000,3.838959,0.39949952,0.39177506,1.933536e-02
0.233320,3.840000,3.838959,0.38877095,0.38079709,2.051042e-02
0.250000,3.840000,3.838959,0.37846881,0.37050403,2.104475e-02
-0.167000,4.080000,4.078894,0.86129773,0.83051978,3.573439e-02
-0.150320,4.080000,4.078894,0.82783726,0.80339208,2.952897e-02
-0.133640,4.080000,4.078894,0.79628909,0.77722053,2.394678e-02
-0.116960,4.080000,4.078894,0.76651027,0.75196084,1.898139e-02
-0.100280,4.080000,4.078894,0.73837095,0.72757168,1.462580e-02
-0.083600,4.080000,4.078894,0.71175297,0.70401471,1.087211e-02
-0.066920,4.080000,4.078894,0.68654865,0.68125458,7.711126e-03
-0.050240,4.080000,4.078894,0.66265963,0.65925893,5.131899e-03
-0.033560,4.080000,4.078894,0.63999598,0.63799836,3.121301e-03
-0.016880,4.080000,4.078894,0.61847533,0.61744650,1.663494e-03
-0.000200,4.080000,4.078894,0.59802210,0.59757993,7.393807e-04
0.016480,4.080000,4.078894,0.57856686,0.57837824,3.260074e-04
0.033160,4.080000,4.078894,0.56004572,0.55982398,3.959326e-04
0.049840,4.080000,4.078894,0.54239986,0.54190272,9.165494e-04
0.066520,4.080000,4.078894,0.52557497,0.52460299,1.849364e-03
0.083200,4.080000,4.078894,0.50952091,0.50791631,3.149238e-03
0.099880,4.080000,4.078894,0.49419132,0.49183720,4.763580e-03
0.116560,4.080000,4.078894,0.47954325,0.47636315,6.631514e-03
0.133240,4.080000,4.078894,0.46553689,0.46149465,8.682979e-03
0.149920,4.080000,4.078894,0.45213532,0.44723516,1.083781e-02
0.166600,4.080000,4.078894,0.43930421,0.43359115,1.300478e-02
0.183280,4.080000,4.078894,0.42701163,0.42057206,1.508055e-02
0.199960,4.080000,4.078894,0.41522787,0.40819031,1.694867e-02
0.216640,4.080000,4.078894,0.40392524,0.39646133,1.847844e-02
0.233320,4.080000,4.078894,0.39307788,0.38540350,1.952382e-02
0.250000,4.080000,4.078894,0.38266169,0.37503823,1.992219e-02
-0.167000,4.320000,4.318829,0.87117153,0.83955768,3.628889e-02
-0.150320,4.320000,4.318829,0.83732817,0.81215862,3.005937e-02
-0.133640,4.320000,4.318829,0.80541894,0.78572383,2.445325e-02
-0.116960,4.320000,4.318829,0.77529926,0.76020902,1.946376e-02
-0.100280,4.320000,4.318829,0.74683779,0.73557284,1.508353e-02
-0.083600,4.320000,4.318829,0.71991506,0.71177698,1.130422e-02
-0.066920,4.320000,4.318829,0.69442212,0.68878607,8.116167e-03
-0.050240,4.320000,4.318829,0.67025951,0.66656775,5.507965e-03
-0.033560,4.320000,4.318829,0.64733629,0.64509264,3.465981e-03
-0.016880,4.320000,4.318829,0.62556913,0.62433434,1.973863e-03
-0.000200,4.320000,4.318829,0.60488159,0.60426946,1.011988e-03
0.016480,4.320000,4.318829,0.58520345,0.58487756,5.568837e-04
0.033160,4.320000,4.318829,0.56647011,0.56614122,5.805915e-04
0.049840,4.320000,4.318829,0.54862204,0.54804598,1.050001e-03
0.066520,4.320000,4.318829,0.53160434,0.53058039,1.926140e-03
0.083200,4.320000,4.318829,0.51536629,0.51373598,3.163415e-03
0.099880,4.320000,4.318829,0.49986100,0.49750724,4.708830e-03
0.116560,4.320000,4.318829,0.48504503,0.48189168,6.501144e-03
0.133240,4.320000,4.318829,0.47087813,0.46688979,8.469995e-03
0.149920,4.320000,4.318829,0.45732292,0.45250503,1.053499e-02
0.166600,4.320000,4.318829,0.44434471,0.43874386,1.260474e-02
0.183280,4.320000,4.318829,0.43191120,0.42561572,1.457586e-02
0.199960,4.320000,4.318829,0.41999233,0.41313304,1.633194e-02
0.216640,4.320000,4.318829,0.40856010,0.40131124,1.774245e-02
0.233320,4.320000,4.318829,0.39758836,0.39016872,1.866162e-02
0.250000,4.320000,4.318829,0.38705272,0.37972686,1.892729e-02
-0.167000,4.560000,4.558764,0.88147309,0.84897729,3.686533e-02
-0.150320,4.560000,4.558764,0.84723028,0.82129136,3.061613e-02
-0.133640,4.560000,4.558764,0.81494436,0.79457829,2.499074e-02
-0.116960,4.560000,4.558764,0.78446906,0.76879377,1.998203e-02
-0.100280,4.560000,4.558764,0.75567151,0.74389647,1.558222e-02
-0.083600,4.560000,4.558764,0.72843082,0.71984806,1.178253e-02
-0.066920,4.560000,4.558764,0.70263678,0.69661319,8.572838e-03
-0.050240,4.560000,4.558764,0.67818875,0.67415948,5.941229e-03
-0.033560,4.560000,4.558764,0.65499471,0.65245756,3.873554e-03
-0.016880,4.560000,4.558764,0.63297037,0.63148103,2.352928e-03
-0.000200,4.560000,4.558764,0.61203837,0.61120650,1.359190e-03
0.016480,4.560000,4.558764,0.59212769,0.59161353,8.683219e-04
0.033160,4.560000,4.558764,0.57317294,0.57268470,8.518274e-04
0.049840,4.560000,4.558764,0.55511392,0.55440555,1.276073e-03
0.066520,4.560000,4.558764,0.53789506,0.53676463,2.101581e-03
0.083200,4.560000,4.558764,0.52146506,0.51975346,3.282289e-03
0.099880,4.560000,4.558764,0.50577646,0.50336655,4.764768e-03
0.116560,4.560000,4.558764,0.49078532,0.48760140,6.487392e-03
0.133240,4.560000,4.558764,0.47645090,0.47245849,8.379482e-03
0.149920,4.560000,4.558764,0.46273541,0.45794129,1.036039e-02
0.166600,4.560000,4.558764,0.44960373,0.44405627,1.233855e-02
0.183280,4.560000,4.558764,0.43702318,0.43081285,1.421051e-02
0.199960,4.560000,4.558764,0.42496335,0.41822348,1.585989e-02
0.216640,4.560000,4.558764,0.41339590,0.40630356,1.715630e-02
0.233320,4.560000,4.558764,0.40229440,0.39507150,1.795426e-02
0.250000,4.560000,4.558764,0.39163414,0.38454869,1.809201e-02
-0.167000,4.800000,4.798699,0.89218492,0.85875616,3.746843e-02
-0.150320,4.800000,4.798699,0.85752676,0.83076786,3.120475e-02
-0.133640,4.800000,4.798699,0.82484917,0.80376146,2.556554e-02
-0.116960,4.800000,4.798699,0.79400412,0.77769265,2.054330e-02
-0.100280,4.800000,4.798699,0.76485712,0.75252012,1.612982e-02
-0.083600,4.800000,4.798699,0.73728583,0.72820551,1.231587e-02
-0.066920,4.800000,4.798699,0.71117870,0.70471348,9.090852e-03
-0.050240,4.800000,4.798699,0.68643389,0.68201166,6.442327e-03
-0.033560,4.800000,4.798699,0.66295826,0.66007067,4.355615e-03
-0.016880,4.800000,4.798699,0.64066649,0.63886412,2.813279e-03
-0.000200,4.800000,4.798699,0.61948032,0.61836860,1.794596e-03
0.016480,4.800000,4.798699,0.59932783,0.59856369,1.274985e-03
0.033160,4.800000,4.798699,0.58014287,0.57943197,1.225392e-03
0.049840,4.800000,4.798699,0.56186449,0.56095897,1.611638e-03
0.066520,4.800000,4.798699,0.54443647,0.54313324,2.393721e-03
0.083200,4.800000,4.798699,0.52780687,0.52594630,3.525088e-03
0.099880,4.800000,4.798699,0.51192766,0.50939267,4.951853e-03
0.116560,4.800000,4.798699,0.49675437,0.49346984,6.611991e-03
0.133240,4.800000,4.798699,0.48224578,0.47817829,8.434472e-03
0.149920,4.800000,4.798699,0.46836362,0.46352150,1.033838e-02
0.166600,4.800000,4.798699,0.45507235,0.44950593,1.223196e-02
0.183280,4.800000,4.798699,0.44233891,0.43614100,1.401167e-02
0.199960,4.800000,4.798699,0.43013251,0.42343917,1.556112e-02
0.216640,4.800000,4.798699,0.41842447,0.41141583,1.675007e-02
0.233320,4.800000,4.798699,0.40718802,0.40008939,1.743329e-02
0.250000,4.800000,4.798699,0.39639817,0.38948124,1.744946e-02
-0.167000,5.040000,5.038634,0.90328963,0.86887060,3.810409e-02
-0.150320,5.040000,5.038634,0.86820092,0.84056443,3.183191e-02
-0.133640,5.040000,5.038634,0.83511732,0.81324966,2.618514e-02
-0.116960,5.040000,5.038634,0.80388897,0.78688199,2.115587e-02
-0.100280,5.040000,5.038634,0.77437972,0.76142010,1.673548e-02
-0.083600,5.040000,5.038634,0.74646571,0.73682564,1.291428e-02
-0.066920,5.040000,5.038634,0.72003402,0.71306327,9.681143e-03
-0.050240,5.040000,5.038634,0.69498156,0.69010062,7.023125e-03
-0.033560,5.040000,5.038634,0.67121402,0.66790830,4.924986e-03
-0.016880,5.040000,5.038634,0.64864503,0.64645993,3.368720e-03
-0.000200,5.040000,5.038634,0.62719536,0.62573210,2.333028e-03
0.016480,5.040000,5.038634,0.60679221,0.60570439,1.792744e-03
0.033160,5.040000,5.038634,0.58736860,0.58635936,1.718240e-03
0.049840,5.040000,5.038634,0.56886282,0.56768257,2.074767e-03
0.066520,5.040000,5.038634,0.55121797,0.54966255,2.821783e-03
0.083200,5.040000,5.038634,0.53438145,0.53229083,3.912218e-03
0.099880,5.040000,5.038634,0.51830465,0.51556193,5.291713e-03
0.116560,5.040000,5.038634,0.50294254,0.49947333,6.897817e-03
0.133240,5.040000,5.038634,0.48825338,0.48402553,8.659139e-03
0.149920,5.040000,5.038634,0.47419844,0.46922199,1.049446e-02
0.166600,5.040000,5.038634,0.46074174,0.45506916,1.231183e-02
0.183280,5.040000,5.038634,0.44784979,0.44157650,1.400757e-02
0.199960,5.040000,5.038634,0.43549144,0.42875643,1.546530e-02
0.216640,5.040000,5.038634,0.42363764,0.41662437,1.655489e-02
0.233320,5.040000,5.038634,0.41226131,0.40519872,1.713134e-02
0.250000,5.040000,5.038634,0.40133713,0.39450086,1.703373e-02
-0.167000,5.280000,5.278569,0.91477002,0.87929575,3.877945e-02
-0.150320,5.280000,5.278569,0.87923623,0.85065619,3.250552e-02
-0.133640,5.280000,5.278569,0.84573290,0.82301801,2.685823e-02
-0.116960,5.280000,5.278569,0.81410830,0.79633691,2.182927e-02
-0.100280,5.280000,5.278569,0.78422456,0.77057154,1.740958e-02
-0.083600,5.280000,5.278569,0.75595626,0.74568359,1.358898e-02
-0.066920,5.280000,5.278569,0.72918905,0.72163769,1.035584e-02
-0.050240,5.280000,5.278569,0.70381854,0.69840147,7.696675e-03
-0.033560,5.280000,5.278569,0.67974922,0.67594557,5.595669e-03
-0.016880,5.280000,5.278569,0.65689365,0.65424358,4.034237e-03
-0.000200,5.280000,5.278569,0.63517157,0.63327211,2.990480e-03
0.016480,5.280000,5.278569,0.61450928,0.61301072,2.438636e-03
0.033160,5.280000,5.278569,0.59483895,0.59344198,2.348475e-03
0.049840,5.280000,5.278569,0.57609809,0.57455146,2.684672e-03
0.066520,5.280000,5.278569,0.55822907,0.55632768,3.406113e-03
0.083200,5.280000,5.278569,0.54117864,0.53876217,4.465199e-03
0.099880,5.280000,5.278569,0.52489756,0.52184944,5.807074e-03
0.116560,5.280000,5.278569,0.50934024,0.50558699,7.368840e-03
0.133240,5.280000,5.278569,0.49446441,0.48997531,9.078720e-03
0.149920,5.280000,5.278569,0.48023085,0.47501786,1.085518e-02
0.166600,5.280000,5.278569,0.46660312,0.46072110,1.260604e-02
0.183280,5.280000,5.278569,0.45354731,0.44709447,1.422749e-02
0.199960,5.280000,5.278569,0.44103187,0.43415040,1.560310e-02
0.216640,5.280000,5.278569,0.42902739,0.42190431,1.660284e-02
0.233320,5.280000,5.278569,0.41750642,0.41037460,1.708194e-02
0.250000,5.280000,5.278569,0.40644336,0.39958266,1.687985e-02
-0.167000,5.520000,5.518503,0.92660913,0.89000550,3.950278e-02
-0.150320,5.520000,5.518503,0.89061636,0.86101705,3.323464e-02
-0.133640,5.520000,5.518503,0.85668023,0.83304042,2.759467e-02
-0.116960,5.520000,5.518503,0.82464702,0.80603130,2.257417e-02
-0.100280,5.520000,5.518503,0.79437711,0.77994835,1.816362e-02
-0.083600,5.520000,5.518503,0.76574347,0.75475324,1.435236e-02
-0.066920,5.520000,5.518503,0.73863027,0.73041062,1.112823e-02
-0.050240,5.520000,5.518503,0.71293178,0.70688813,8.477173e-03
-0.033560,5.520000,5.518503,0.68855127,0.68415638,6.382807e-03
-0.016880,5.520000,5.518503,0.66540016,0.66218898,4.825942e-03
-0.000200,5.520000,5.518503,0.64339718,0.64096253,3.784066e-03
0.016480,5.520000,5.518503,0.62246766,0.62045659,3.230801e-03
0.033160,5.520000,5.518503,0.60254291,0.60065375,3.135307e-03
0.049840,5.520000,5.518503,0.58355963,0.58153955,3.461647e-03
0.066520,5.520000,5.518503,0.56545944,0.56310253,4.168133e-03
0.083200,5.520000,5.518503,0.54818842,0.54533421,5.206606e-03
0.099880,5.520000,5.518503,0.53169668,0.52822912,6.521699e-03
0.116560,5.520000,5.518503,0.51593806,0.51178473,8.050044e-03
0.133240,5.520000,5.518503,0.50086973,0.49600154,9.719457e-03
0.149920,5.520000,5.518503,0.48645196,0.48088303,1.144807e-02
0.166600,5.520000,5.518503,0.47264785,0.46643563,1.314345e-02
0.183280,5.520000,5.518503,0.45942306,0.45266880,1.470161e-02
0.199960,5.520000,5.518503,0.44674562,0.43959497,1.600609e-02
0.216640,5.520000,5.518503,0.43458575,0.42722955,1.692691e-02
0.233320,5.520000,5.518503,0.42291564,0.41559095,1.731953e-02
0.250000,5.520000,5.518503,0.41170936,0.40470054,1.702371e-02
-0.167000,5.760000,5.758438,0.93879027,0.90097254,4.028348e-02
-0.150320,5.760000,5.758438,0.90232532,0.87161970,3.402943e-02
-0.133640,5.760000,5.758438,0.86794389,0.84328957,2.840543e-02
-0.116960,5.760000,5.758438,0.83549030,0.81593785,2.340236e-02
-0.100280,5.760000,5.758438,0.80482309,0.78952320,1.901025e-02
-0.083600,5.760000,5.758438,0.77581356,0.76400730,1.521792e-02
-0.066920,5.760000,5.758438,0.74834440,0.73935478,1.201268e-02
-0.050240,5.760000,5.758438,0.72230846,0.71553328,9.379906e-03
-0.033560,5.760000,5.758438,0.69760779,0.69251342,7.302621e-03
-0.016880,5.760000,5.758438,0.67415262,0.67026881,5.761018e-03
-0.000200,5.760000,5.758438,0.65186063,0.64877605,4.731961e-03
0.016480,5.760000,5.758438,0.63065617,0.62801470,4.188435e-03
0.033160,5.760000,5.758438,0.61046964,0.60796735,4.098970e-03
0.049840,5.760000,5.758438,0.59123694,0.58861953,4.427011e-03
0.066520,5.760000,5.758438,0.57289892,0.56995979,5.130266e-03
0.083200,5.760000,5.758438,0.55540093,0.55197966,6.160003e-03
0.099880,5.760000,5.758438,0.53869246,0.53467364,7.460319e-03
0.116560,5.760000,5.758438,0.52272671,0.51803923,8.967360e-03
0.133240,5.760000,5.758438,0.50746032,0.50207692,1.060851e-02
0.149920,5.760000,5.758438,0.49285303,0.48679017,1.230156e-02
0.166600,5.760000,5.758438,0.47886745,0.47218545,1.395376e-02
0.183280,5.760000,5.758438,0.46546880,0.45827219,1.546098e-02
0.199960,5.760000,5.758438,0.45262468,0.44506283,1.670667e-02
0.216640,5.760000,5.758438,0.44030492,0.43257278,1.756089e-02
0.233320,5.760000,5.758438,0.42848137,0.42082044,1.787927e-02
0.250000,5.760000,5.758438,0.41712773,0.40982719,1.750191e-02
-0.167000,6.000000,5.998373,0.95129712,0.91216834,4.113202e-02
-0.150320,6.000000,5.998373,0.91434738,0.88243561,3.490115e-02
-0.133640,6.000000,5.998373,0.87950879,0.85373694,2.930255e-02
-0.116960,6.000000,5.998373,0.84662360,0.82602804,2.432669e-02
-0.100280,6.000000,5.998373,0.81554848,0.79926758,1.996313e-02
-0.083600,6.000000,5.998373,0.78615305,0.77341723,1.620018e-02
-0.066920,6.000000,5.998373,0.75831841,0.74844161,1.302460e-02
-0.050240,6.000000,5.998373,0.73193603,0.72430839,1.042119e-02
-0.033560,6.000000,5.998373,0.70690664,0.70098817,8.372354e-03
-0.016880,6.000000,5.998373,0.68313929,0.67845455,6.857662e-03
-0.000200,6.000000,5.998373,0.66055057,0.65668414,5.853336e-03
0.016480,6.000000,5.998373,0.63906383,0.63565652,5.331713e-03
0.033160,6.000000,5.998373,0.61860854,0.61535425,5.260674e-03
0.049840,6.000000,5.998373,0.59911976,0.59576287,5.603031e-03
0.066520,6.000000,5.998373,0.58053754,0.57687094,6.315869e-03
0.083200,6.000000,5.998373,0.56280653,0.55866997,7.349866e-03
0.099880,6.000000,5.998373,0.54587552,0.54115448,8.648563e-03
0.116560,6.000000,5.998373,0.52969712,0.52432197,1.014760e-02
0.133240,6.000000,5.998373,0.51422738,0.50817291,1.177391e-02
0.149920,6.000000,5.998373,0.49942550,0.49271078,1.344489e-02
0.166600,6.000000,5.998373,0.48525360,0.47794203,1.506751e-02
0.183280,6.000000,5.998373,0.47167643,0.46387612,1.653743e-02
0.199960,6.000000,5.998373,0.45866118,0.45052545,1.773799e-02
0.216640,6.000000,5.998373,0.44617727,0.43790547,1.853927e-02
0.233320,6.000000,5.998373,0.43419616,0.42603455,1.879705e-02
0.250000,6.000000,5.998373,0.42269121,0.41493410,1.835174e-02
