order,eta,Re,rho,omega,St,max_abs_lift
3,-0.0009859931050658062,51.52067653049723,1.3947895791583167,17.05498898777373,0.27143858017820294,0.007519128902870934
3,-0.0009974169419794921,51.551017593634235,1.402805611222445,17.057250770801655,0.27147457757311255,0.007562121168746447
3,-0.0010089026453904393,51.58155901918348,1.4108216432865732,17.059525326969393,0.2715107782588561,0.007605108391196099
3,-0.0010204501570205647,51.61230130079169,1.4188376753507015,17.061812653227257,0.2715471821868964,0.007648090512870275
3,-0.0010320594183519376,51.64324493611818,1.4268537074148298,17.064112746513008,0.2715837893084964,0.007691067476034987
3,-0.001043730370628146,51.67439042685838,1.434869739478958,17.06642560375193,0.2716205995747204,0.0077340392225706016
3,-0.0010554629548556657,51.70573827876759,1.4428857715430863,17.068751221856903,0.2716576129364355,0.007777005693970564
3,-0.0010672571118052296,51.73728900168494,1.4509018036072143,17.071089597728466,0.2716948293443121,0.00781996683134013
3,-0.001079112782013203,51.769043109557664,1.4589178356713426,17.073440728254894,0.2717322487488256,0.00786292257539512
3,-0.0010910299057829576,51.80100112046545,1.4669338677354709,17.075804610312264,0.2717698711002573,0.007905872866460722
3,-0.0011030084231862505,51.83316355664524,1.4749498997995991,17.078181240764543,0.27180769634869556,0.007948817644470191
3,-0.0011150482740646043,51.86553094451612,1.4829659318637274,17.080570616463646,0.27184572444403715,0.007991756848963704
3,-0.0011271493980306883,51.89810381470445,1.4909819639278556,17.082972734249513,0.2718839553359881,0.008034690419087134
3,-0.0011393117344697026,51.93088270206934,1.498997995991984,17.08538759095017,0.2719223889740649,0.008077618293590844
3,-0.0011515352225407664,51.96386814572832,1.5070140280561122,17.08781518338183,0.2719610253075961,0.008120540410828539
3,-0.0011638198011783031,51.99706068908322,1.5150300601202404,17.09025550834894,0.27199986428572265,0.008163456708756104
3,-0.001176165409093432,52.03046087984633,1.5230460921843687,17.09270856264425,0.2720389058573998,0.008206367124930414
3,-0.00118857198477536,52.064069270066895,1.531062124248497,17.095174343048917,0.272078149971398,0.008249271596508222
3,-0.0012010394664927738,52.09788641615769,1.5390781563126252,17.097652846332547,0.2721175965763039,0.008292170060245031
3,-0.0012135677922952357,52.131912878922066,1.5470941883767535,17.10014406925328,0.27215724562052174,0.008335062452493963
3,-0.0012261569000145808,52.16614922358105,1.5551102204408818,17.10264800855786,0.27219709705227435,0.008377948709204672
3,-0.001238806727266313,52.20059601980088,1.56312625250501,17.105164660981714,0.2722371508196044,0.00842082876592221
3,-0.0012515172114510075,52.235253841720684,1.5711422845691383,17.10769402324903,0.27227740687037577,0.008463702557785998
3,-0.0012642882897557078,52.270123267980516,1.5791583166332666,17.110236092072814,0.27231786515227424,0.008506606074707632
3,-0.0012771198991553326,52.305204881749596,1.5871743486973948,17.11279086415496,0.27235852561280893,0.00854956003913117
3,-0.0012900119764140752,52.340499270754854,1.595190380761523,17.115358336186347,0.2723993881993135,0.008592508879932856
3,-0.0013029644580868098,52.37600702730978,1.6032064128256514,17.11793850484691,0.2724404528589474,0.008635452535680578
3,-0.0013159772805204984,52.4117287483435,1.6112224448897796,17.120531366805686,0.2724817195386968,0.008678390944508155
3,-0.001329050379855594,52.44766503543013,1.6192384769539079,17.123136918720913,0.2725231881853759,0.00872132404411427
3,-0.0013421836920274538,52.48381649481848,1.6272545090180361,17.1257551572401,0.27256485874562814,0.008764251771761414
3,-0.0013553771527677434,52.52018373746199,1.6352705410821644,17.128386079000084,0.2726067311659271,0.00880717406427482
3,-0.0013686306976058472,52.556767379048964,1.6432865731462927,17.131029680627137,0.2726488053925782,0.008850090858041459
3,-0.0013819442618702813,52.59356804003312,1.651302605210421,17.133685958736997,0.2726910813717193,0.008893002089008985
3,-0.001395317780690102,52.6305863456644,1.6593186372745492,17.136354909934983,0.27273355904932234,0.008935907692684774
3,-0.0014087511889963183,52.66782292602011,1.6673346693386772,17.13903653081604,0.27277623837119425,0.008978807604134893
3,-0.001422244421523306,52.705278416036336,1.6753507014028055,17.141730817964824,0.27281911928297803,0.009021701757983124
3,-0.001435797412810218,52.74295345553971,1.6833667334669338,17.14443776795578,0.27286220173015435,0.009064590088410008
3,-0.0014494100972024,52.7808486892794,1.691382765531062,17.14715737735321,0.27290548565804235,0.009107472529151853
3,-0.001463082408852803,52.818964766959496,1.6993987975951903,17.149889642711337,0.2729489710118008,0.009150349013499834
3,-0.0014768142817233995,52.85730234327166,1.7074148296593186,17.15263456057441,0.2729926577364297,0.009193219474299031
3,-0.0014906056495865945,52.89586207792813,1.7154308617234468,17.155392127476738,0.27303654577677094,0.009236083843947512
3,-0.0015044564460266446,52.93464463569496,1.723446893787575,17.158162339942802,0.27308063507750985,0.009278942054395422
3,-0.001518366604441072,52.973650686425714,1.7314629258517034,17.16094519448729,0.27312492558317597,0.009321794037144105
3,-0.0015323360580420766,53.01288090509538,1.7394789579158316,17.163740687615217,0.27316941723814486,0.009364639723245189
3,-0.0015463647398579552,53.052335971834616,1.74749498997996,17.166548815821955,0.2732141099866387,0.009407479043299749
3,-0.0015604525827345142,53.09201657196444,1.7555110220440882,17.169369575593333,0.27325900377272766,0.009450311927457425
3,-0.001574599519336488,53.13192339603109,1.7635270541082164,17.17220296340571,0.2733040985403312,0.009493138305415573
3,-0.0015888054821489481,53.172057139841364,1.7715430861723447,17.175048975726032,0.2733493942332192,0.009535958106418448
3,-0.0016030704034787262,53.212418504498224,1.779559118236473,17.17790760901193,0.27339489079501295,0.009578771259256361
3,-0.0016173942154558217,53.25300819643675,1.7875751503006012,17.18077885971177,0.27344058816918654,0.009621577692264903
3,-0.0016317768500348205,53.293826927460536,1.7955911823647295,17.183662724264742,0.27348648629906785,0.0096643773333241
3,-0.0016462182389963072,53.33487541477825,1.8036072144288577,17.186559199100937,0.27353258512784,0.009707170109857648
3,-0.0016607183139482795,53.37615438104079,1.811623246492986,17.18946828064141,0.2735788845985424,0.009749955948832165
3,-0.0016752770063275628,53.41766455437859,1.8196392785571143,17.192389965298254,0.27362538465407166,0.009792734776756382
3,-0.0016898942474012197,53.45940666843938,1.8276553106212425,17.195324249474687,0.2736720852371832,0.009835506519680423
3,-0.0017045699682679643,53.50138146242637,1.8356713426853708,17.19827112956511,0.2737189862904922,0.009878271103195073
3,-0.0017193040998595749,53.54358968113667,1.843687374749499,17.201230601955196,0.2737660877564748,0.009921028452431032
3,-0.0017340965729423024,53.58603207500024,1.8517034068136273,17.20420266302195,0.27381338957746926,0.0099637784920582
3,-0.001748947318118283,53.62870940011905,1.8597194388777556,17.20718730913378,0.27386089169567707,0.010006521146285008
3,-0.0017638562658269456,53.671622418306775,1.8677354709418839,17.210184536650605,0.2739085940531644,0.01004925633885768
3,-0.0017788233463464206,53.714771897128806,1.8757515030060121,17.213194341923877,0.273956496591863,0.010091983993059606
3,-0.0017938484897949488,53.75815860994264,1.8837675350701404,17.216216721296696,0.2740045992535713,0.010134704031710629
3,-0.0018089316261322868,53.801783335938694,1.8917835671342684,17.219251671103866,0.27405290197995597,0.010177416377166439
