exp_1,exp_2,R1_re,R1_im,R2_re,R2_im
1,0,-0.012614565430868955,1.0326646132580812,0.0,0.0
0,1,0.0,0.0,-0.012614565430868955,-1.0326646132580812
2,1,-7.212369015547891e-6,-9.583170583780545e-5,0.0,0.0
1,2,0.0,-0.0,-7.212369015547891e-6,9.583170583780545e-5
