eta,Re,rho,omega,T
-3.657635829766e-05,49.11808537,3.258492612649e-01,16.8688326315,0.3724730362
-4.003739951524e-05,49.12643685,3.358492606661e-01,16.8695047259,0.3724581966
-4.360269966417e-05,49.13504288,3.458492600307e-01,16.8701971162,0.3724429101
-4.727222742393e-05,49.14390364,3.558492593576e-01,16.8709098006,0.3724271768
-5.104595057156e-05,49.15301934,3.658492586456e-01,16.8716427776,0.3724109970
-5.492383598294e-05,49.16239017,3.758492578939e-01,16.8723960452,0.3723943707
-5.890584963467e-05,49.17201635,3.858492571012e-01,16.8731696018,0.3723772981
-6.299195660477e-05,49.18189808,3.958492562665e-01,16.8739634456,0.3723597795
-6.718212107442e-05,49.19203558,4.058492553888e-01,16.8747775746,0.3723418148
-7.147630633025e-05,49.20242909,4.158492544669e-01,16.8756119870,0.3723234045
-7.587447476510e-05,49.21307883,4.258492534998e-01,16.8764666807,0.3723045485
-8.037658787974e-05,49.22398504,4.358492524865e-01,16.8773416537,0.3722852471
-8.498260628536e-05,49.23514795,4.458492514259e-01,16.8782369041,0.3722655004
-8.969248970392e-05,49.24656783,4.558492503169e-01,16.8791524296,0.3722453087
-9.450619697126e-05,49.25824492,4.658492491584e-01,16.8800882282,0.3722246722
-9.942368603802e-05,49.27017948,4.758492479495e-01,16.8810442976,0.3722035910
-1.044449139716e-04,49.28237178,4.858492466890e-01,16.8820206356,0.3721820653
-1.095698369583e-04,49.29482209,4.958492453759e-01,16.8830172399,0.3721600954
-1.147984103051e-04,49.30753069,5.058492440091e-01,16.8840341081,0.3721376815
-1.201305884414e-04,49.32049787,5.158492425876e-01,16.8850712378,0.3721148237
-1.255663249212e-04,49.33372391,5.258492411104e-01,16.8861286268,0.3720915223
-1.311055724247e-04,49.34720910,5.358492395764e-01,16.8872062723,0.3720677776
-1.367482827614e-04,49.36095376,5.458492379845e-01,16.8883041720,0.3720435896
-1.424944068708e-04,49.37495818,5.558492363337e-01,16.8894223233,0.3720189588
-1.483438948254e-04,49.38922269,5.658492346230e-01,16.8905607235,0.3719938852
-1.542966958323e-04,49.40374760,5.758492328514e-01,16.8917193700,0.3719683692
-1.603527582361e-04,49.41853324,5.858492310177e-01,16.8928982601,0.3719424110
-1.665120295205e-04,49.43357994,5.958492291210e-01,16.8940973910,0.3719160108
-1.727744563106e-04,49.44888804,6.058492271603e-01,16.8953167600,0.3718891688
-1.791399843754e-04,49.46445788,6.158492251344e-01,16.8965563642,0.3718618854
-1.856085586300e-04,49.48028982,6.258492230424e-01,16.8978162007,0.3718341609
-1.921801231380e-04,49.49638421,6.358492208833e-01,16.8990962666,0.3718059953
-1.988546211140e-04,49.51274141,6.458492186559e-01,16.9003965589,0.3717773891
-2.056319949255e-04,49.52936180,6.558492163594e-01,16.9017170747,0.3717483425
-2.125121860961e-04,49.54624574,6.658492139927e-01,16.9030578107,0.3717188557
-2.194951353072e-04,49.56339363,6.758492115548e-01,16.9044187641,0.3716889291
-2.265807824011e-04,49.58080585,6.858492090446e-01,16.9057999315,0.3716585629
-2.337690663837e-04,49.59848280,6.958492064611e-01,16.9072013098,0.3716277574
-2.410599254263e-04,49.61642487,7.058492038034e-01,16.9086228958,0.3715965130
-2.484532968686e-04,49.63463247,7.158492010705e-01,16.9100646862,0.3715648298
-2.559491172214e-04,49.65310602,7.258491982612e-01,16.9115266776,0.3715327083
-2.635473221697e-04,49.67184594,7.358491953747e-01,16.9130088667,0.3715001486
-2.712478465746e-04,49.69085266,7.458491924100e-01,16.9145112502,0.3714671511
-2.790506244763e-04,49.71012660,7.558491893659e-01,16.9160338244,0.3714337162
-2.869555890970e-04,49.72966821,7.658491862416e-01,16.9175765860,0.3713998441
-2.949626728439e-04,49.74947794,7.758491830361e-01,16.9191395314,0.3713655352
-3.030718073116e-04,49.76955623,7.858491797483e-01,16.9207226570,0.3713307897
-3.112829232850e-04,49.78990355,7.958491763773e-01,16.9223259592,0.3712956081
-3.195959507424e-04,49.81052037,8.058491729221e-01,16.9239494343,0.3712599906
-3.280108188585e-04,49.83140715,8.158491693818e-01,16.9255930787,0.3712239375
-3.365274560071e-04,49.85256438,8.258491657552e-01,16.9272568885,0.3711874492
-3.451457897638e-04,49.87399254,8.358491620416e-01,16.9289408601,0.3711505261
-3.538657469094e-04,49.89569213,8.458491582398e-01,16.9306449894,0.3711131685
-3.626872534335e-04,49.91766365,8.558491543490e-01,16.9323692728,0.3710753768
-3.716102345362e-04,49.93990760,8.658491503682e-01,16.9341137062,0.3710371512
-3.806346146321e-04,49.96242450,8.758491462963e-01,16.9358782857,0.3709984921
-3.897603173531e-04,49.98521488,8.858491421325e-01,16.9376630074,0.3709594000
-3.989872655520e-04,50.00827924,8.958491378758e-01,16.9394678671,0.3709198752
-4.083153813048e-04,50.03161814,9.058491335253e-01,16.9412928608,0.3708799180
-4.177445859148e-04,50.05523212,9.158491290799e-01,16.9431379843,0.3708395288
-4.272747999152e-04,50.07912172,9.258491245388e-01,16.9450032336,0.3707987081
-4.369059430725e-04,50.10328749,9.358491199009e-01,16.9468886044,0.3707574561
-4.466379343900e-04,50.12773001,9.458491151655e-01,16.9487940925,0.3707157732
-4.564706921104e-04,50.15244984,9.558491103315e-01,16.9507196936,0.3706736599
-4.664041337201e-04,50.17744757,9.658491053979e-01,16.9526654033,0.3706311166
-4.764381759520e-04,50.20272377,9.758491003639e-01,16.9546312174,0.3705881435
-4.865727347888e-04,50.22827903,9.858490952286e-01,16.9566171314,0.3705447412
-4.968077254661e-04,50.25411397,9.958490899910e-01,16.9586231409,0.3705009101
-5.071430624772e-04,50.28022918,1.005849084650e+00,16.9606492414,0.3704566504
-5.175786595745e-04,50.30662528,1.015849079205e+00,16.9626954284,0.3704119628
-5.281144297746e-04,50.33330289,1.025849073655e+00,16.9647616973,0.3703668474
-5.387502853609e-04,50.36026264,1.035849067999e+00,16.9668480436,0.3703213049
-5.494861378872e-04,50.38750516,1.045849062236e+00,16.9689544626,0.3702753355
-5.603218981824e-04,50.41503111,1.055849056366e+00,16.9710809496,0.3702289398
-5.712574763517e-04,50.44284113,1.065849050387e+00,16.9732275000,0.3701821181
-5.822927817823e-04,50.47093589,1.075849044298e+00,16.9753941090,0.3701348709
-5.934277231460e-04,50.49931604,1.085849038099e+00,16.9775807718,0.3700871986
-6.046622084031e-04,50.52798228,1.095849031788e+00,16.9797874837,0.3700391017
-6.159961448057e-04,50.55693527,1.105849025365e+00,16.9820142397,0.3699905805
-6.274294389021e-04,50.58617571,1.115849018829e+00,16.9842610349,0.3699416356
-6.389619965395e-04,50.61570431,1.125849012180e+00,16.9865278645,0.3698922674
-6.505937228681e-04,50.64552176,1.135849005415e+00,16.9888147235,0.3698424763
-6.623245223450e-04,50.67562878,1.145848998534e+00,16.9911216068,0.3697922628
-6.741542987380e-04,50.70602610,1.155848991537e+00,16.9934485095,0.3697416274
-6.860829551288e-04,50.73671444,1.165848984423e+00,16.9957954264,0.3696905705
-6.981103939175e-04,50.76769455,1.175848977190e+00,16.9981623524,0.3696390926
-7.102365168252e-04,50.79896717,1.185848969838e+00,17.0005492825,0.3695871941
-7.224612248993e-04,50.83053306,1.195848962366e+00,17.0029562114,0.3695348755
-7.347844185164e-04,50.86239299,1.205848954773e+00,17.0053831339,0.3694821374
-7.472059973862e-04,50.89454771,1.215848947058e+00,17.0078300448,0.3694289801
-7.597258605556e-04,50.92699803,1.225848939221e+00,17.0102969387,0.3693754042
-7.723439064120e-04,50.95974472,1.235848931260e+00,17.0127838105,0.3693214101
-7.850600326885e-04,50.99278859,1.245848923175e+00,17.0152906546,0.3692669984
-7.978741364661e-04,51.02613043,1.255848914966e+00,17.0178174657,0.3692121695
-8.107861141786e-04,51.05977107,1.265848906630e+00,17.0203642385,0.3691569240
-8.237958616168e-04,51.09371133,1.275848898167e+00,17.0229309674,0.3691012622
-8.369032739314e-04,51.12795205,1.285848889577e+00,17.0255176469,0.3690451849
-8.501082456379e-04,51.16249405,1.295848880859e+00,17.0281242716,0.3689886923
-8.634106706201e-04,51.19733821,1.305848872011e+00,17.0307508358,0.3689317851
-8.768104421342e-04,51.23248536,1.315848863033e+00,17.0333973341,0.3688744637
-8.903074528130e-04,51.26793639,1.325848853925e+00,17.0360637607,0.3688167288
-9.039015946695e-04,51.30369217,1.335848844685e+00,17.0387501101,0.3687585807
-9.175927591012e-04,51.33975359,1.345848835313e+00,17.0414563765,0.3687000200
-9.313808368941e-04,51.37612154,1.355848825807e+00,17.0441825542,0.3686410473
-9.452657182267e-04,51.41279693,1.365848816168e+00,17.0469286375,0.3685816631
-9.592472926740e-04,51.44978067,1.375848806394e+00,17.0496946205,0.3685218678
-9.733254492118e-04,51.48707369,1.385848796484e+00,17.0524804976,0.3684616621
-9.875000762209e-04,51.52467692,1.395848786438e+00,17.0552862628,0.3684010465
-1.001771061490e-03,51.56259130,1.405848776255e+00,17.0581119103,0.3683400215
-1.016138292222e-03,51.60081778,1.415848765935e+00,17.0609574341,0.3682785876
-1.030601655036e-03,51.63935734,1.425848755475e+00,17.0638228284,0.3682167455
-1.045161035972e-03,51.67821093,1.435848744877e+00,17.0667080871,0.3681544956
-1.059816320497e-03,51.71737955,1.445848734138e+00,17.0696132043,0.3680918385
-1.074567393505e-03,51.75686418,1.455848723258e+00,17.0725381739,0.3680287748
-1.089414139325e-03,51.79666583,1.465848712237e+00,17.0754829899,0.3679653050
-1.104356441724e-03,51.83678550,1.475848701074e+00,17.0784476463,0.3679014298
-1.119394183910e-03,51.87722422,1.485848689767e+00,17.0814321368,0.3678371495
-1.134527248538e-03,51.91798303,1.495848678317e+00,17.0844364554,0.3677724649
-1.149755517713e-03,51.95906295,1.505848666722e+00,17.0874605958,0.3677073765
-1.165078872995e-03,52.00046506,1.515848654982e+00,17.0905045519,0.3676418849
-1.180497195401e-03,52.04219040,1.525848643096e+00,17.0935683175,0.3675759906
-1.196010365412e-03,52.08424006,1.535848631063e+00,17.0966518863,0.3675096942
-1.211618262976e-03,52.12661511,1.545848618882e+00,17.0997552520,0.3674429964
-1.227320767513e-03,52.16931666,1.555848606554e+00,17.1028784083,0.3673758976
-1.243117757918e-03,52.21234580,1.565848594077e+00,17.1060213488,0.3673083985
-1.259009112565e-03,52.25570366,1.575848581450e+00,17.1091840673,0.3672404997
-1.274994709313e-03,52.29939136,1.585848568673e+00,17.1123665573,0.3671722018
-1.291074425508e-03,52.34341004,1.595848555746e+00,17.1155688123,0.3671035054
-1.307248137991e-03,52.38776085,1.605848542666e+00,17.1187908260,0.3670344110
-1.323515723097e-03,52.43244495,1.615848529435e+00,17.1220325918,0.3669649192
-1.339877056663e-03,52.47746352,1.625848516050e+00,17.1252941033,0.3668950308
-1.356332014032e-03,52.52281773,1.635848502512e+00,17.1285753540,0.3668247462
-1.372880470054e-03,52.56850878,1.645848488820e+00,17.1318763372,0.3667540661
-1.389522299097e-03,52.61453788,1.655848474972e+00,17.1351970465,0.3666829912
-1.406257375043e-03,52.66090625,1.665848460969e+00,17.1385374751,0.3666115219
-1.423085571299e-03,52.70761510,1.675848446810e+00,17.1418976166,0.3665396590
-1.440006760795e-03,52.75466570,1.685848432494e+00,17.1452774642,0.3664674031
-1.457020815997e-03,52.80205929,1.695848418020e+00,17.1486770112,0.3663947547
-1.474127608902e-03,52.84979713,1.705848403388e+00,17.1520962510,0.3663217146
-1.491327011047e-03,52.89788050,1.715848388597e+00,17.1555351769,0.3662482833
-1.508618893515e-03,52.94631070,1.725848373646e+00,17.1589937820,0.3661744615
-1.526003126933e-03,52.99508903,1.735848358536e+00,17.1624720597,0.3661002497
-1.543479581485e-03,53.04421679,1.745848343265e+00,17.1659700031,0.3660256488
-1.561048126907e-03,53.09369532,1.755848327832e+00,17.1694876054,0.3659506592
-1.578708632498e-03,53.14352596,1.765848312238e+00,17.1730248597,0.3658752816
-1.596460967121e-03,53.19371006,1.775848296480e+00,17.1765817592,0.3657995168
-1.614304999211e-03,53.24424898,1.785848280560e+00,17.1801582971,0.3657233652
-1.632240596773e-03,53.29514411,1.795848264476e+00,17.1837544664,0.3656468276
-1.650267627392e-03,53.34639683,1.805848248227e+00,17.1873702601,0.3655699047
-1.668385958234e-03,53.39800855,1.815848231814e+00,17.1910056714,0.3654925970
-1.686595456052e-03,53.44998069,1.825848215234e+00,17.1946606932,0.3654149052
-1.704895987190e-03,53.50231467,1.835848198489e+00,17.1983353185,0.3653368300
-1.723287417585e-03,53.55501195,1.845848181577e+00,17.2020295404,0.3652583721
-1.741769612777e-03,53.60807399,1.855848164497e+00,17.2057433518,0.3651795321
-1.760342437905e-03,53.66150224,1.865848147250e+00,17.2094767456,0.3651003107
-1.779005757719e-03,53.71529821,1.875848129834e+00,17.2132297148,0.3650207086
-1.797759436579e-03,53.76946339,1.885848112249e+00,17.2170022523,0.3649407263
-1.816603338463e-03,53.82399929,1.895848094495e+00,17.2207943508,0.3648603647
-1.835537326967e-03,53.87890744,1.905848076570e+00,17.2246060034,0.3647796243
-1.854561265314e-03,53.93418940,1.915848058475e+00,17.2284372028,0.3646985059
-1.873675016355e-03,53.98984670,1.925848040208e+00,17.2322879419,0.3646170101
-1.892878442574e-03,54.04588093,1.935848021769e+00,17.2361582135,0.3645351377
-1.912171406092e-03,54.10229368,1.945848003158e+00,17.2400480102,0.3644528892
-1.931553768674e-03,54.15908653,1.955847984375e+00,17.2439573250,0.3643702654
-1.951025391728e-03,54.21626112,1.965847965418e+00,17.2478861506,0.3642872670
-1.970586136313e-03,54.27381907,1.975847946287e+00,17.2518344797,0.3642038946
-1.990235863142e-03,54.33176203,1.985847926981e+00,17.2558023049,0.3641201490
-2.009974432588e-03,54.39009167,1.995847907501e+00,17.2597896190,0.3640360309
-2.029801704685e-03,54.44880965,2.005847887845e+00,17.2637964147,0.3639515409
-2.049717539135e-03,54.50791769,2.015847868013e+00,17.2678226846,0.3638666798
-2.069721795309e-03,54.56741747,2.025847848004e+00,17.2718684214,0.3637814482
-2.089814332255e-03,54.62731074,2.035847827819e+00,17.2759336176,0.3636958469
-2.109995008702e-03,54.68759923,2.045847807456e+00,17.2800182659,0.3636098765
-2.130263683058e-03,54.74828470,2.055847786915e+00,17.2841223589,0.3635235378
-2.150620213422e-03,54.80936892,2.065847766196e+00,17.2882458892,0.3634368314
-2.171064457585e-03,54.87085370,2.075847745297e+00,17.2923888492,0.3633497582
-2.191596273032e-03,54.93274082,2.085847724220e+00,17.2965512316,0.3632623188
-2.212215516950e-03,54.99503213,2.095847702962e+00,17.3007330288,0.3631745139
-2.232922046228e-03,55.05772947,2.105847681524e+00,17.3049342335,0.3630863442
-2.253715717467e-03,55.12083468,2.115847659905e+00,17.3091548380,0.3629978105
-2.274596386976e-03,55.18434966,2.125847638105e+00,17.3133948348,0.3629089134
-2.295563910784e-03,55.24827629,2.135847616124e+00,17.3176542165,0.3628196538
-2.316618144639e-03,55.31261648,2.145847593960e+00,17.3219329754,0.3627300323
-2.337758944014e-03,55.37737218,2.155847571613e+00,17.3262311040,0.3626400496
-2.358986164111e-03,55.44254531,2.165847549083e+00,17.3305485948,0.3625497065
-2.380299659864e-03,55.50813786,2.175847526370e+00,17.3348854401,0.3624590038
-2.401699285945e-03,55.57415181,2.185847503473e+00,17.3392416323,0.3623679421
-2.423184896767e-03,55.64058915,2.195847480392e+00,17.3436171638,0.3622765221
-2.444756346487e-03,55.70745192,2.205847457125e+00,17.3480120270,0.3621847447
-2.466413489010e-03,55.77474215,2.215847433674e+00,17.3524262141,0.3620926105
-2.488156177998e-03,55.84246191,2.225847410037e+00,17.3568597177,0.3620001204
-2.509984266865e-03,55.91061327,2.235847386213e+00,17.3613125299,0.3619072749
-2.531897608788e-03,55.97919833,2.245847362204e+00,17.3657846432,0.3618140750
-2.553896056711e-03,56.04821922,2.255847338007e+00,17.3702760497,0.3617205213
-2.575979463344e-03,56.11767806,2.265847313623e+00,17.3747867419,0.3616266145
-2.598147681170e-03,56.18757703,2.275847289052e+00,17.3793167119,0.3615323555
-2.620400562451e-03,56.25791831,2.285847264292e+00,17.3838659521,0.3614377449
-2.642737959227e-03,56.32870408,2.295847239345e+00,17.3884344546,0.3613427835
-2.665159723323e-03,56.39993657,2.305847214208e+00,17.3930222118,0.3612474722
-2.687665706356e-03,56.47161803,2.315847188882e+00,17.3976292159,0.3611518115
-2.710255759730e-03,56.54375072,2.325847163366e+00,17.4022554591,0.3610558023
-2.732929734650e-03,56.61633691,2.335847137661e+00,17.4069009336,0.3609594454
-2.755687482117e-03,56.68937893,2.345847111765e+00,17.4115656316,0.3608627415
-2.778528852939e-03,56.76287909,2.355847085679e+00,17.4162495453,0.3607656913
-2.801453697731e-03,56.83683974,2.365847059402e+00,17.4209526669,0.3606682957
-2.824461866920e-03,56.91126326,2.375847032933e+00,17.4256749885,0.3605705553
-2.847553210746e-03,56.98615204,2.385847006272e+00,17.4304165024,0.3604724710
-2.870727579272e-03,57.06150850,2.395846979420e+00,17.4351772006,0.3603740435
-2.893984822381e-03,57.13733508,2.405846952375e+00,17.4399570754,0.3602752736
-2.917324789785e-03,57.21363424,2.415846925137e+00,17.4447561187,0.3601761621
-2.940747331024e-03,57.29040847,2.425846897707e+00,17.4495743229,0.3600767097
-2.964252295474e-03,57.36766028,2.435846870082e+00,17.4544116799,0.3599769171
-2.987839532350e-03,57.44539220,2.445846842265e+00,17.4592681820,0.3598767853
-3.011508890706e-03,57.52360680,2.455846814253e+00,17.4641438211,0.3597763149
-3.035260219444e-03,57.60230665,2.465846786047e+00,17.4690385894,0.3596755068
-3.059093367314e-03,57.68149436,2.475846757646e+00,17.4739524790,0.3595743616
-3.083008182918e-03,57.76117256,2.485846729050e+00,17.4788854819,0.3594728802
-3.107004514716e-03,57.84134392,2.495846700259e+00,17.4838375902,0.3593710634
-3.131082211026e-03,57.92201111,2.505846671272e+00,17.4888087961,0.3592689119
-3.155241120033e-03,58.00317685,2.515846642089e+00,17.4937990914,0.3591664266
-3.179481089786e-03,58.08484386,2.525846612710e+00,17.4988084683,0.3590636082
-3.203801968206e-03,58.16701491,2.535846583135e+00,17.5038369188,0.3589604574
-3.228203603090e-03,58.24969280,2.545846553363e+00,17.5088844350,0.3588569752
-3.252685842110e-03,58.33288032,2.555846523394e+00,17.5139510088,0.3587531622
-3.277248532823e-03,58.41658033,2.565846493228e+00,17.5190366323,0.3586490193
-3.301891522668e-03,58.50079568,2.575846462864e+00,17.5241412976,0.3585445472
-3.326614658975e-03,58.58552929,2.585846432303e+00,17.5292649965,0.3584397468
-3.351417788965e-03,58.67078407,2.595846401543e+00,17.5344077212,0.3583346188
-3.376300759755e-03,58.75656298,2.605846370585e+00,17.5395694636,0.3582291641
-3.401263418360e-03,58.84286899,2.615846339428e+00,17.5447502157,0.3581233833
-3.426305611700e-03,58.92970512,2.625846308073e+00,17.5499499695,0.3580172774
-3.451427186598e-03,59.01707441,2.635846276518e+00,17.5551687170,0.3579108471
-3.476627989789e-03,59.10497993,2.645846244764e+00,17.5604064501,0.3578040933
-3.501907867919e-03,59.19342478,2.655846212810e+00,17.5656631609,0.3576970166
-3.527266667552e-03,59.28241207,2.665846180657e+00,17.5709388413,0.3575896179
-3.552704235168e-03,59.37194499,2.675846148303e+00,17.5762334832,0.3574818981
-3.578220417175e-03,59.46202671,2.685846115750e+00,17.5815470787,0.3573738579
-3.603815059903e-03,59.55266046,2.695846082995e+00,17.5868796197,0.3572654981
-3.629488009614e-03,59.64384949,2.705846050040e+00,17.5922310981,0.3571568195
-3.655239112501e-03,59.73559709,2.715846016885e+00,17.5976015059,0.3570478230
-3.681068214696e-03,59.82790658,2.725845983527e+00,17.6029908350,0.3569385093
-3.706975162266e-03,59.92078130,2.735845949969e+00,17.6083990774,0.3568288792
-3.732959801226e-03,60.01422464,2.745845916209e+00,17.6138262250,0.3567189336
-3.759021977532e-03,60.10824001,2.755845882247e+00,17.6192722697,0.3566086732
-3.785161537093e-03,60.20283088,2.765845848083e+00,17.6247372036,0.3564980989
-3.811378325768e-03,60.29800071,2.775845813717e+00,17.6302210185,0.3563872115
-3.837672189371e-03,60.39375304,2.785845779149e+00,17.6357237063,0.3562760118
-3.864042973679e-03,60.49009141,2.795845744378e+00,17.6412452590,0.3561645006
-3.890490524425e-03,60.58701942,2.805845709404e+00,17.6467856685,0.3560526787
-3.917014687310e-03,60.68454069,2.815845674228e+00,17.6523449267,0.3559405469
-3.943615308004e-03,60.78265888,2.825845638848e+00,17.6579230256,0.3558281061
-3.970292232146e-03,60.88137769,2.835845603265e+00,17.6635199570,0.3557153570
-3.997045305350e-03,60.98070086,2.845845567479e+00,17.6691357130,0.3556023005
-4.023874373208e-03,61.08063215,2.855845531489e+00,17.6747702853,0.3554889374
-4.050779281292e-03,61.18117539,2.865845495295e+00,17.6804236660,0.3553752685
-4.077759875156e-03,61.28233441,2.875845458898e+00,17.6860958469,0.3552612946
-4.104816000343e-03,61.38411311,2.885845422296e+00,17.6917868200,0.3551470166
-4.131947502384e-03,61.48651541,2.895845385490e+00,17.6974965771,0.3550324352
-4.159154226801e-03,61.58954527,2.905845348480e+00,17.7032251102,0.3549175514
-4.186436019113e-03,61.69320671,2.915845311265e+00,17.7089724112,0.3548023658
-4.213792724837e-03,61.79750378,2.925845273846e+00,17.7147384721,0.3546868794
-4.241224189491e-03,61.90244055,2.935845236221e+00,17.7205232846,0.3545710929
-4.268730258597e-03,62.00802116,2.945845198392e+00,17.7263268409,0.3544550072
-4.296310777684e-03,62.11424978,2.955845160358e+00,17.7321491326,0.3543386230
-4.323965592291e-03,62.22113063,2.965845122118e+00,17.7379901518,0.3542219413
-4.351694547968e-03,62.32866796,2.975845083674e+00,17.7438498905,0.3541049629
-4.379497490283e-03,62.43686608,2.985845045023e+00,17.7497283404,0.3539876885
-4.407374264822e-03,62.54572933,2.995845006168e+00,17.7556254936,0.3538701190
-4.435324717188e-03,62.65526209,3.005844967106e+00,17.7615413419,0.3537522553
-4.463348693014e-03,62.76546881,3.015844927839e+00,17.7674758772,0.3536340981
-4.491446037955e-03,62.87635397,3.025844888366e+00,17.7734290915,0.3535156483
-4.519616597697e-03,62.98792209,3.035844848687e+00,17.7794009768,0.3533969066
-4.547860217958e-03,63.10017774,3.045844808802e+00,17.7853915249,0.3532778741
-4.576176744491e-03,63.21312555,3.055844768711e+00,17.7914007277,0.3531585513
-4.604566023086e-03,63.32677019,3.065844728413e+00,17.7974285772,0.3530389393
-4.633027899573e-03,63.44111638,3.075844687909e+00,17.8034750654,0.3529190388
-4.661562219824e-03,63.55616888,3.085844647199e+00,17.8095401841,0.3527988506
-4.690168829758e-03,63.67193251,3.095844606282e+00,17.8156239252,0.3526783757
-4.718847575341e-03,63.78841214,3.105844565158e+00,17.8217262808,0.3525576147
-4.747598302590e-03,63.90561268,3.115844523828e+00,17.8278472428,0.3524365686
-4.776420857574e-03,64.02353911,3.125844482291e+00,17.8339868031,0.3523152381
-4.805315086419e-03,64.14219645,3.135844440547e+00,17.8401449536,0.3521936242
-4.834280835309e-03,64.26158978,3.145844398596e+00,17.8463216863,0.3520717276
-4.863317950487e-03,64.38172422,3.155844356439e+00,17.8525169932,0.3519495492
-4.892426278263e-03,64.50260496,3.165844314074e+00,17.8587308662,0.3518270897
-4.921605665008e-03,64.62423724,3.175844271502e+00,17.8649632972,0.3517043502
-4.950855957165e-03,64.74662636,3.185844228723e+00,17.8712142783,0.3515813313
-4.980177001245e-03,64.86977765,3.195844185737e+00,17.8774838014,0.3514580339
-5.009568643834e-03,64.99369654,3.205844142543e+00,17.8837718584,0.3513344588
-5.039030731592e-03,65.11838848,3.215844099143e+00,17.8900784414,0.3512106069
-5.068563111258e-03,65.24385901,3.225844055534e+00,17.8964035423,0.3510864790
-5.098165629649e-03,65.37011371,3.235844011719e+00,17.9027471531,0.3509620760
-5.127838133669e-03,65.49715822,3.245843967696e+00,17.9091092658,0.3508373987
-5.157580470301e-03,65.62499824,3.255843923466e+00,17.9154898724,0.3507124478
-5.187392486620e-03,65.75363955,3.265843879028e+00,17.9218889649,0.3505872243
-5.217274029788e-03,65.88308797,3.275843834383e+00,17.9283065352,0.3504617290
-5.247224947060e-03,66.01334940,3.285843789530e+00,17.9347425754,0.3503359628
-5.277245085784e-03,66.14442980,3.295843744469e+00,17.9411970775,0.3502099264
-5.307334293406e-03,66.27633518,3.305843699201e+00,17.9476700335,0.3500836206
