eta,Re,rho,omega,T
-1.974547143757e-03,54.28548931,3.315848333355e+00,17.4291532671,0.3604985974
-1.967467970847e-03,54.26463561,3.325848330850e+00,17.4308812342,0.3604628603
-1.960161284648e-03,54.24312850,3.335848328181e+00,17.4326086909,0.3604271408
-1.952625771562e-03,54.22096569,3.345848325343e+00,17.4343359115,0.3603914333
-1.944860133134e-03,54.19814500,3.355848322328e+00,17.4360631798,0.3603557318
-1.936863086598e-03,54.17466434,3.365848319131e+00,17.4377907882,0.3603200304
-1.928633365426e-03,54.15052174,3.375848315745e+00,17.4395190387,0.3602843228
-1.920169719873e-03,54.12571534,3.385848312164e+00,17.4412482426,0.3602486026
-1.911470917539e-03,54.10024338,3.395848308382e+00,17.4429787207,0.3602128632
-1.902535743927e-03,54.07410423,3.405848304390e+00,17.4447108036,0.3601770977
-1.893363003009e-03,54.04729635,3.415848300184e+00,17.4464448319,0.3601412991
-1.883951517790e-03,54.01981834,3.425848295756e+00,17.4481811560,0.3601054603
-1.874300130886e-03,53.99166891,3.435848291099e+00,17.4499201367,0.3600695738
-1.864407705092e-03,53.96284689,3.445848286207e+00,17.4516621449,0.3600336320
-1.854273123961e-03,53.93335124,3.455848281072e+00,17.4534075622,0.3599976271
-1.843895292380e-03,53.90318102,3.465848275688e+00,17.4551567808,0.3599615510
-1.833273137154e-03,53.87233545,3.475848270047e+00,17.4569102036,0.3599253954
-1.822405607582e-03,53.84081385,3.485848264143e+00,17.4586682445,0.3598891519
-1.811291676042e-03,53.80861568,3.495848257968e+00,17.4604313285,0.3598528117
-1.799930338572e-03,53.77574053,3.505848251514e+00,17.4621998918,0.3598163660
-1.788320615449e-03,53.74218813,3.515848244776e+00,17.4639743820,0.3597798055
-1.776461551772e-03,53.70795833,3.525848237745e+00,17.4657552580,0.3597431210
-1.764352218042e-03,53.67305112,3.535848230414e+00,17.4675429907,0.3597063027
-1.751991710733e-03,53.63746662,3.545848222776e+00,17.4693380625,0.3596693409
-1.739379152877e-03,53.60120510,3.555848214822e+00,17.4711409678,0.3596322254
-1.726513694625e-03,53.56426697,3.565848206547e+00,17.4729522131,0.3595949460
-1.713394513822e-03,53.52665275,3.575848197942e+00,17.4747723168,0.3595574920
-1.700020816571e-03,53.48836315,3.585848189000e+00,17.4766018100,0.3595198526
-1.686391837789e-03,53.44939898,3.595848179714e+00,17.4784412358,0.3594820169
-1.672506841762e-03,53.40976121,3.605848170075e+00,17.4802911502,0.3594439734
-1.658365122697e-03,53.36945095,3.615848160076e+00,17.4821521214,0.3594057107
-1.643966005258e-03,53.32846946,3.625848149710e+00,17.4840247307,0.3593672169
-1.629308845105e-03,53.28681814,3.635848138970e+00,17.4859095721,0.3593284800
-1.614393029418e-03,53.24449854,3.645848127846e+00,17.4878072525,0.3592894876
-1.599217977419e-03,53.20151236,3.655848116333e+00,17.4897183920,0.3592502273
-1.583783140877e-03,53.15786143,3.665848104422e+00,17.4916436236,0.3592106861
-1.568088004610e-03,53.11354774,3.675848092106e+00,17.4935835936,0.3591708510
-1.552132086978e-03,53.06857343,3.685848079378e+00,17.4955389617,0.3591307087
-1.535914940355e-03,53.02294078,3.695848066229e+00,17.4975104009,0.3590902456
-1.519436151601e-03,52.97665223,3.705848052652e+00,17.4994985976,0.3590494477
-1.502695342516e-03,52.92971035,3.715848038640e+00,17.5015042516,0.3590083010
-1.485692170281e-03,52.88211787,3.725848024185e+00,17.5035280766,0.3589667911
-1.468426327889e-03,52.83387767,3.735848009281e+00,17.5055707995,0.3589249033
-1.450897544558e-03,52.78499277,3.745847993919e+00,17.5076331611,0.3588826228
-1.433105586130e-03,52.73546634,3.755847978092e+00,17.5097159159,0.3588399342
-1.415050255460e-03,52.68530170,3.765847961793e+00,17.5118198320,0.3587968222
-1.396731392781e-03,52.63450231,3.775847945015e+00,17.5139456914,0.3587532711
-1.378148876056e-03,52.58307178,3.785847927750e+00,17.5160942898,0.3587092649
-1.359302621319e-03,52.53101386,3.795847909992e+00,17.5182664367,0.3586647874
-1.340192582985e-03,52.47833246,3.805847891733e+00,17.5204629554,0.3586198220
-1.320818754155e-03,52.42503160,3.815847872967e+00,17.5226846830,0.3585743521
-1.301181166896e-03,52.37111548,3.825847853686e+00,17.5249324706,0.3585283605
-1.281279892500e-03,52.31658841,3.835847833884e+00,17.5272071826,0.3584818301
-1.261115041731e-03,52.26145487,3.845847813554e+00,17.5295096977,0.3584347432
-1.240686765040e-03,52.20571944,3.855847792689e+00,17.5318409081,0.3583870821
-1.219995252771e-03,52.14938688,3.865847771283e+00,17.5342017195,0.3583388287
-1.199040735339e-03,52.09246205,3.875847749329e+00,17.5365930516,0.3582899648
-1.177823483389e-03,52.03494995,3.885847726821e+00,17.5390158376,0.3582404717
-1.156343807929e-03,51.97685574,3.895847703753e+00,17.5414710241,0.3581903307
-1.134602060448e-03,51.91818468,3.905847680119e+00,17.5439595714,0.3581395227
-1.112598633007e-03,51.85894217,3.915847655912e+00,17.5464824530,0.3580880284
-1.090333958302e-03,51.79913372,3.925847631127e+00,17.5490406559,0.3580358283
-1.067808509714e-03,51.73876500,3.935847605758e+00,17.5516351802,0.3579829026
-1.045022801330e-03,51.67784176,3.945847579799e+00,17.5542670393,0.3579292313
-1.021977387934e-03,51.61636990,3.955847553246e+00,17.5569372596,0.3578747941
-9.986728649897e-04,51.55435543,3.965847526091e+00,17.5596468802,0.3578195706
-9.751098685808e-04,51.49180447,3.975847498332e+00,17.5623969534,0.3577635401
-9.512890753406e-04,51.42872325,3.985847469961e+00,17.5651885439,0.3577066817
-9.272112023504e-04,51.36511812,3.995847440974e+00,17.5680227290,0.3576489742
-9.028770070150e-04,51.30099553,4.005847411367e+00,17.5709005986,0.3575903962
-8.782872869135e-04,51.23636203,4.015847381136e+00,17.5738232545,0.3575309263
-8.534428796255e-04,51.17122428,4.025847350274e+00,17.5767918110,0.3574705427
-8.283446625324e-04,51.10558904,4.035847318779e+00,17.5798073941,0.3574092233
-8.029935525941e-04,51.03946316,4.045847286646e+00,17.5828711416,0.3573469462
-7.773905061019e-04,50.97285358,4.055847253871e+00,17.5859842030,0.3572836888
-7.515365184056e-04,50.90576734,4.065847220450e+00,17.5891477391,0.3572194287
-7.254326236178e-04,50.83821155,4.075847186380e+00,17.5923629220,0.3571541433
-6.990798942931e-04,50.77019342,4.085847151657e+00,17.5956309349,0.3570878095
-6.724794410841e-04,50.70172024,4.095847116279e+00,17.5989529716,0.3570204044
-6.456324123736e-04,50.63279935,4.105847080241e+00,17.6023302367,0.3569519048
-6.185399938830e-04,50.56343819,4.115847043542e+00,17.6057639451,0.3568822873
-5.912034082588e-04,50.49364428,4.125847006178e+00,17.6092553220,0.3568115285
-5.636239146354e-04,50.42342516,4.135846968148e+00,17.6128056025,0.3567396046
-5.358028081765e-04,50.35278848,4.145846929447e+00,17.6164160314,0.3566664920
-5.077414195939e-04,50.28174193,4.155846890076e+00,17.6200878630,0.3565921666
-4.794411146454e-04,50.21029326,4.165846850031e+00,17.6238223609,0.3565166045
-4.509032936121e-04,50.13845025,4.175846809312e+00,17.6276207975,0.3564397816
-4.221293907542e-04,50.06622077,4.185846767915e+00,17.6314844543,0.3563616735
-3.931208737483e-04,49.99361271,4.195846725841e+00,17.6354146210,0.3562822560
-3.638792431045e-04,49.92063400,4.205846683088e+00,17.6394125956,0.3562015046
-3.344060315647e-04,49.84729261,4.215846639655e+00,17.6434796841,0.3561193948
-3.047028034836e-04,49.77359655,4.225846595542e+00,17.6476172003,0.3560359020
-2.747711541916e-04,49.69955387,4.235846550747e+00,17.6518264653,0.3559510014
-2.446127093406e-04,49.62517262,4.245846505271e+00,17.6561088074,0.3558646685
-2.142291242347e-04,49.55046089,4.255846459113e+00,17.6604655618,0.3557768783
-1.836220831442e-04,49.47542681,4.265846412274e+00,17.6648980704,0.3556876061
-1.527932986058e-04,49.40007849,4.275846364754e+00,17.6694076812,0.3555968270
-1.217445107085e-04,49.32442407,4.285846316553e+00,17.6739957485,0.3555045162
-9.047748636582e-05,49.24847169,4.295846267672e+00,17.6786636323,0.3554106486
-5.899401857632e-05,49.17222953,4.305846218112e+00,17.6834126980,0.3553151993
-2.729592567163e-05,49.09570573,4.315846167874e+00,17.6882443162,0.3552181435
4.614949446048e-06,49.01890844,4.325846116960e+00,17.6931598625,0.3551194561
3.673674007676e-05,48.94184583,4.335846065370e+00,17.6981607172,0.3550191123
6.906755650492e-05,48.86452603,4.345846013106e+00,17.7032482646,0.3549170872
1.016054867901e-04,48.78695719,4.355845960170e+00,17.7084238934,0.3548133558
1.343485975653e-04,48.70914740,4.365845906565e+00,17.7136889960,0.3547078933
1.672949348429e-04,48.63110479,4.375845852293e+00,17.7190449681,0.3546006751
2.004425248254e-04,48.55283743,4.385845797355e+00,17.7244932087,0.3544916762
2.337893747231e-04,48.47435337,4.395845741755e+00,17.7300351197,0.3543808720
