eta,Re,rho,omega,T
-3.269151152299e-04,49.82868648,8.358491742635e-01,16.9252404847,0.3712316710
-3.347578548422e-04,49.84816682,8.458491711881e-01,16.9267666142,0.3711982005
-3.426715588148e-04,49.86783886,8.558491680568e-01,16.9283067805,0.3711644282
-3.506554919545e-04,49.88770123,8.658491648697e-01,16.9298608547,0.3711303572
-3.587089133179e-04,49.90775250,8.758491616269e-01,16.9314287075,0.3710959905
-3.668310762828e-04,49.92799125,8.858491583285e-01,16.9330102088,0.3710613311
-3.750212286204e-04,49.94841605,8.958491549746e-01,16.9346052280,0.3710263819
-3.832786125652e-04,49.96902544,9.058491515655e-01,16.9362136338,0.3709911461
-3.916024648860e-04,49.98981794,9.158491481012e-01,16.9378352945,0.3709556267
-3.999920169546e-04,50.01079208,9.258491445820e-01,16.9394700780,0.3709198268
-4.084464948152e-04,50.03194634,9.358491410082e-01,16.9411178515,0.3708837494
-4.169651192527e-04,50.05327922,9.458491373799e-01,16.9427784818,0.3708473975
-4.255471058597e-04,50.07478917,9.558491336974e-01,16.9444518354,0.3708107744
-4.341916651032e-04,50.09647466,9.658491299610e-01,16.9461377782,0.3707738831
-4.428980023912e-04,50.11833411,9.758491261710e-01,16.9478361757,0.3707367266
-4.516653181368e-04,50.14036595,9.858491223278e-01,16.9495468932,0.3706993082
-4.604928078238e-04,50.16256859,9.958491184316e-01,16.9512697955,0.3706616308
-4.693796620690e-04,50.18494040,1.005849114483e+00,16.9530047471,0.3706236977
-4.783250666858e-04,50.20747977,1.015849110482e+00,16.9547516122,0.3705855120
-4.873282027453e-04,50.23018506,1.025849106429e+00,16.9565102548,0.3705470768
-4.963882466380e-04,50.25305461,1.035849102325e+00,16.9582805384,0.3705083952
-5.055043701327e-04,50.27608674,1.045849098170e+00,16.9600623265,0.3704694703
-5.146757404366e-04,50.29927977,1.055849093964e+00,16.9618554823,0.3704303054
-5.239015202530e-04,50.32263199,1.065849089708e+00,16.9636598686,0.3703909036
-5.331808678383e-04,50.34614168,1.075849085403e+00,16.9654753482,0.3703512680
-5.425129370580e-04,50.36980712,1.085849081049e+00,16.9673017839,0.3703114017
-5.518968774427e-04,50.39362653,1.095849076646e+00,16.9691390379,0.3702713080
-5.613318342415e-04,50.41759817,1.105849072195e+00,16.9709869727,0.3702309899
-5.708169484751e-04,50.44172024,1.115849067697e+00,16.9728454504,0.3701904507
-5.803513569885e-04,50.46599095,1.125849063151e+00,16.9747143331,0.3701496935
-5.899341925015e-04,50.49040848,1.135849058560e+00,16.9765934830,0.3701087214
-5.995645836585e-04,50.51497100,1.145849053923e+00,16.9784827619,0.3700675376
-6.092416550782e-04,50.53967666,1.155849049240e+00,16.9803820319,0.3700261452
-6.189645274004e-04,50.56452361,1.165849044514e+00,16.9822911549,0.3699845474
-6.287323173332e-04,50.58950995,1.175849039743e+00,16.9842099927,0.3699427474
-6.385441376987e-04,50.61463380,1.185849034930e+00,16.9861384075,0.3699007483
-6.483990974769e-04,50.63989324,1.195849030074e+00,16.9880762610,0.3698585532
-6.582963018494e-04,50.66528634,1.205849025176e+00,16.9900234154,0.3698161653
-6.682348522414e-04,50.69081117,1.215849020237e+00,16.9919797328,0.3697735877
-6.782138463626e-04,50.71646575,1.225849015258e+00,16.9939450753,0.3697308235
-6.882323782474e-04,50.74224812,1.235849010240e+00,16.9959193052,0.3696878759
-6.982895382930e-04,50.76815627,1.245849005182e+00,16.9979022848,0.3696447480
-7.083844132973e-04,50.79418820,1.255849000087e+00,16.9998938768,0.3696014430
-7.185160864951e-04,50.82034188,1.265848994955e+00,17.0018939437,0.3695579638
-7.286836375931e-04,50.84661526,1.275848989786e+00,17.0039023483,0.3695143137
-7.388861428040e-04,50.87300629,1.285848984581e+00,17.0059189537,0.3694704958
-7.491226748790e-04,50.89951288,1.295848979342e+00,17.0079436230,0.3694265131
-7.593923031395e-04,50.92613294,1.305848974069e+00,17.0099762196,0.3693823687
-7.696940935073e-04,50.95286436,1.315848968762e+00,17.0120166070,0.3693380657
-7.800271085339e-04,50.97970501,1.325848963424e+00,17.0140646492,0.3692936072
-7.903904074280e-04,51.00665274,1.335848958054e+00,17.0161202101,0.3692489962
-8.007830460826e-04,51.03370538,1.345848952653e+00,17.0181831540,0.3692042359
-8.112040771003e-04,51.06086077,1.355848947224e+00,17.0202533456,0.3691593292
-8.216525498176e-04,51.08811669,1.365848941765e+00,17.0223306497,0.3691142791
-8.321275103276e-04,51.11547093,1.375848936279e+00,17.0244149314,0.3690690889
-8.426280015025e-04,51.14292125,1.385848930766e+00,17.0265060561,0.3690237613
-8.531530630136e-04,51.17046541,1.395848925227e+00,17.0286038897,0.3689782996
-8.637017313509e-04,51.19810114,1.405848919663e+00,17.0307082983,0.3689327066
-8.742730398415e-04,51.22582614,1.415848914076e+00,17.0328191482,0.3688869853
-8.848660186662e-04,51.25363811,1.425848908465e+00,17.0349363062,0.3688411388
-8.954796948754e-04,51.28153473,1.435848902833e+00,17.0370596394,0.3687951701
-9.061130924040e-04,51.30951365,1.445848897179e+00,17.0391890154,0.3687490820
-9.167652320842e-04,51.33757251,1.455848891506e+00,17.0413243020,0.3687028775
-9.274351316580e-04,51.36570894,1.465848885813e+00,17.0434653675,0.3686565597
-9.381218057882e-04,51.39392053,1.475848880103e+00,17.0456120805,0.3686101313
-9.488242660681e-04,51.42220487,1.485848874376e+00,17.0477643100,0.3685635954
-9.595415210301e-04,51.45055953,1.495848868633e+00,17.0499219256,0.3685169548
-9.702725761531e-04,51.47898204,1.505848862875e+00,17.0520847972,0.3684702124
-9.810164338688e-04,51.50746994,1.515848857104e+00,17.0542527950,0.3684233712
-9.917720935668e-04,51.53602073,1.525848851320e+00,17.0564257898,0.3683764339
-1.002538551599e-03,51.56463190,1.535848845524e+00,17.0586036529,0.3683294035
-1.013314801281e-03,51.59330093,1.545848839717e+00,17.0607862559,0.3682822827
-1.024099832895e-03,51.62202525,1.555848833901e+00,17.0629734709,0.3682350745
-1.034892633691e-03,51.65080230,1.565848828077e+00,17.0651651705,0.3681877816
-1.045692187883e-03,51.67962949,1.575848822246e+00,17.0673612278,0.3681404069
-1.056497476653e-03,51.70850420,1.585848816408e+00,17.0695615163,0.3680929531
-1.067307478141e-03,51.73742382,1.595848810565e+00,17.0717659101,0.3680454231
-1.078121167447e-03,51.76638569,1.605848804718e+00,17.0739742837,0.3679978195
-1.088937516622e-03,51.79538713,1.615848798869e+00,17.0761865121,0.3679501452
-1.099755494666e-03,51.82442546,1.625848793017e+00,17.0784024709,0.3679024029
-1.110574067517e-03,51.85349797,1.635848787165e+00,17.0806220361,0.3678545953
-1.121392198044e-03,51.88260193,1.645848781314e+00,17.0828450844,0.3678067252
-1.132208846039e-03,51.91173458,1.655848775464e+00,17.0850714926,0.3677587951
-1.143022968206e-03,51.94089315,1.665848769616e+00,17.0873011386,0.3677108079
-1.153833518148e-03,51.97007484,1.675848763773e+00,17.0895339004,0.3676627662
-1.164639446359e-03,51.99927685,1.685848757935e+00,17.0917696567,0.3676146726
-1.175439700206e-03,52.02849634,1.695848752102e+00,17.0940082868,0.3675665298
-1.186233223918e-03,52.05773044,1.705848746277e+00,17.0962496704,0.3675183405
-1.197018958569e-03,52.08697628,1.715848740461e+00,17.0984936878,0.3674701071
-1.207795842062e-03,52.11623096,1.725848734654e+00,17.1007402199,0.3674218324
-1.218562809115e-03,52.14549155,1.735848728857e+00,17.1029891482,0.3673735189
-1.229318791238e-03,52.17475512,1.745848723073e+00,17.1052403546,0.3673251692
-1.240062716720e-03,52.20401869,1.755848717301e+00,17.1074937217,0.3672767858
-1.250793510602e-03,52.23327928,1.765848711544e+00,17.1097491325,0.3672283713
-1.261510094663e-03,52.26253388,1.775848705801e+00,17.1120064708,0.3671799282
-1.272211387397e-03,52.29177945,1.785848700075e+00,17.1142656209,0.3671314590
-1.282896303988e-03,52.32101295,1.795848694367e+00,17.1165264676,0.3670829662
-1.293563756290e-03,52.35023128,1.805848688677e+00,17.1187888963,0.3670344523
-1.304212652801e-03,52.37943136,1.815848683007e+00,17.1210527929,0.3669859198
-1.314841898641e-03,52.40861005,1.825848677358e+00,17.1233180442,0.3669373711
-1.325450395525e-03,52.43776422,1.835848671731e+00,17.1255845373,0.3668888086
-1.336037041736e-03,52.46689069,1.845848666128e+00,17.1278521598,0.3668402348
-1.346600732099e-03,52.49598628,1.855848660548e+00,17.1301208003,0.3667916520
-1.357140357958e-03,52.52504776,1.865848654994e+00,17.1323903475,0.3667430627
-1.367654807139e-03,52.55407190,1.875848649466e+00,17.1346606912,0.3666944692
-1.378142963929e-03,52.58305543,1.885848643966e+00,17.1369317213,0.3666458739
-1.388603709043e-03,52.61199508,1.895848638495e+00,17.1392033288,0.3665972792
-1.399035919597e-03,52.64088753,1.905848633053e+00,17.1414754048,0.3665486873
-1.409438469073e-03,52.66972944,1.915848627642e+00,17.1437478415,0.3665001005
-1.419810227291e-03,52.69851747,1.925848622264e+00,17.1460205312,0.3664515213
-1.430150060379e-03,52.72724822,1.935848616918e+00,17.1482933673,0.3664029517
-1.440456830738e-03,52.75591830,1.945848611607e+00,17.1505662435,0.3663543943
-1.450729397010e-03,52.78452427,1.955848606331e+00,17.1528390541,0.3663058510
-1.460966614047e-03,52.81306269,1.965848601090e+00,17.1551116943,0.3662573243
-1.471167332876e-03,52.84153007,1.975848595888e+00,17.1573840596,0.3662088163
-1.481330400667e-03,52.86992292,1.985848590723e+00,17.1596560464,0.3661603292
-1.491454660696e-03,52.89823769,1.995848585598e+00,17.1619275514,0.3661118653
-1.501538952314e-03,52.92647086,2.005848580514e+00,17.1641984722,0.3660634266
-1.511582110911e-03,52.95461883,2.015848575471e+00,17.1664687070,0.3660150153
-1.521582967881e-03,52.98267801,2.025848570470e+00,17.1687381545,0.3659666337
-1.531540350589e-03,53.01064477,2.035848565512e+00,17.1710067141,0.3659182838
-1.541453082331e-03,53.03851547,2.045848560599e+00,17.1732742859,0.3658699676
-1.551319982303e-03,53.06628642,2.055848555731e+00,17.1755407704,0.3658216874
-1.561139865566e-03,53.09395393,2.065848550910e+00,17.1778060692,0.3657734452
-1.570911543005e-03,53.12151427,2.075848546136e+00,17.1800700840,0.3657252431
-1.580633821302e-03,53.14896370,2.085848541410e+00,17.1823327176,0.3656770830
-1.590305502890e-03,53.17629844,2.095848536733e+00,17.1845938733,0.3656289671
-1.599925385928e-03,53.20351468,2.105848532105e+00,17.1868534549,0.3655808973
-1.609492264256e-03,53.23060861,2.115848527529e+00,17.1891113670,0.3655328756
-1.619004927368e-03,53.25757638,2.125848523005e+00,17.1913675150,0.3654849041
-1.628462160369e-03,53.28441410,2.135848518533e+00,17.1936218047,0.3654369846
-1.637862743947e-03,53.31111789,2.145848514114e+00,17.1958741427,0.3653891192
-1.647205454333e-03,53.33768380,2.155848509750e+00,17.1981244364,0.3653413098
-1.656489063270e-03,53.36410791,2.165848505441e+00,17.2003725937,0.3652935582
-1.665712337975e-03,53.39038622,2.175848501187e+00,17.2026185232,0.3652458664
-1.674874041110e-03,53.41651474,2.185848496991e+00,17.2048621344,0.3651982363
-1.683972930745e-03,53.44248944,2.195848492851e+00,17.2071033372,0.3651506697
-1.693007760325e-03,53.46830628,2.205848488770e+00,17.2093420425,0.3651031685
-1.701977278640e-03,53.49396118,2.215848484747e+00,17.2115781618,0.3650557345
-1.710880229793e-03,53.51945004,2.225848480784e+00,17.2138116072,0.3650083695
-1.719715353164e-03,53.54476874,2.235848476881e+00,17.2160422917,0.3649610753
-1.728481383386e-03,53.56991312,2.245848473039e+00,17.2182701291,0.3649138537
-1.737177050312e-03,53.59487901,2.255848469258e+00,17.2204950336,0.3648667065
-1.745801078985e-03,53.61966222,2.265848465540e+00,17.2227169206,0.3648196354
-1.754352189611e-03,53.64425853,2.275848461884e+00,17.2249357059,0.3647726421
-1.762829097531e-03,53.66866368,2.285848458291e+00,17.2271513063,0.3647257283
-1.771230513196e-03,53.69287340,2.295848454762e+00,17.2293636393,0.3646788958
-1.779555142140e-03,53.71688341,2.305848451297e+00,17.2315726233,0.3646321461
-1.787801684956e-03,53.74068939,2.315848447897e+00,17.2337781774,0.3645854811
-1.795968837275e-03,53.76428698,2.325848444562e+00,17.2359802214,0.3645389021
-1.804055289738e-03,53.78767184,2.335848441292e+00,17.2381786762,0.3644924110
-1.812059727982e-03,53.81083956,2.345848438089e+00,17.2403734635,0.3644460093
-1.819980832617e-03,53.83378575,2.355848434952e+00,17.2425645056,0.3643996985
-1.827817279209e-03,53.85650595,2.365848431881e+00,17.2447517260,0.3643534802
-1.835567738262e-03,53.87899573,2.375848428878e+00,17.2469350489,0.3643073560
-1.843230875203e-03,53.90125059,2.385848425942e+00,17.2491143995,0.3642613274
-1.850805350372e-03,53.92326604,2.395848423073e+00,17.2512897039,0.3642153958
-1.858289819004e-03,53.94503756,2.405848420273e+00,17.2534608889,0.3641695627
-1.865682931224e-03,53.96656059,2.415848417540e+00,17.2556278828,0.3641238296
-1.872983332037e-03,53.98783058,2.425848414875e+00,17.2577906143,0.3640781979
-1.880189661321e-03,54.00884294,2.435848412279e+00,17.2599490134,0.3640326691
-1.887300553824e-03,54.02959307,2.445848409750e+00,17.2621030111,0.3639872444
-1.894314639158e-03,54.05007633,2.455848407291e+00,17.2642525394,0.3639419252
-1.901230541805e-03,54.07028807,2.465848404899e+00,17.2663975313,0.3638967130
-1.908046881112e-03,54.09022364,2.475848402576e+00,17.2685379210,0.3638516090
-1.914762271300e-03,54.10987835,2.485848400322e+00,17.2706736436,0.3638066144
-1.921375321470e-03,54.12924749,2.495848398135e+00,17.2728046356,0.3637617306
-1.927884635610e-03,54.14832635,2.505848396017e+00,17.2749308345,0.3637169588
-1.934288812606e-03,54.16711017,2.515848393966e+00,17.2770521790,0.3636723002
-1.940586446263e-03,54.18559421,2.525848391983e+00,17.2791686089,0.3636277560
-1.946776125312e-03,54.20377369,2.535848390068e+00,17.2812800654,0.3635833274
-1.952856433439e-03,54.22164383,2.545848388220e+00,17.2833864910,0.3635390154
-1.958825949302e-03,54.23919980,2.555848386438e+00,17.2854878293,0.3634948212
-1.964683246559e-03,54.25643681,2.565848384723e+00,17.2875840254,0.3634507458
-1.970426893895e-03,54.27335001,2.575848383073e+00,17.2896750256,0.3634067903
-1.976055455059e-03,54.28993454,2.585848381490e+00,17.2917607778,0.3633629558
-1.981567488893e-03,54.30618556,2.595848379971e+00,17.2938412311,0.3633192431
-1.986961549376e-03,54.32209818,2.605848378516e+00,17.2959163363,0.3632756533
-1.992236185664e-03,54.33766751,2.615848377125e+00,17.2979860456,0.3632321873
-1.997389942135e-03,54.35288866,2.625848375797e+00,17.3000503126,0.3631888459
-2.002421358443e-03,54.36775672,2.635848374532e+00,17.3021090927,0.3631456300
-2.007328969567e-03,54.38226677,2.645848373328e+00,17.3041623429,0.3631025405
-2.012111305870e-03,54.39641388,2.655848372184e+00,17.3062100218,0.3630595780
-2.016766893163e-03,54.41019311,2.665848371101e+00,17.3082520896,0.3630167434
-2.021294252767e-03,54.42359952,2.675848370076e+00,17.3102885086,0.3629740373
-2.025691901584e-03,54.43662816,2.685848369109e+00,17.3123192424,0.3629314605
-2.029958352175e-03,54.44927407,2.695848368199e+00,17.3143442570,0.3628890135
-2.034092112833e-03,54.46153228,2.705848367345e+00,17.3163635199,0.3628466970
-2.038091687672e-03,54.47339784,2.715848366546e+00,17.3183770008,0.3628045115
-2.041955576712e-03,54.48486577,2.725848365799e+00,17.3203846712,0.3627624574
-2.045682275972e-03,54.49593110,2.735848365105e+00,17.3223865048,0.3627205354
-2.049270277569e-03,54.50658885,2.745848364462e+00,17.3243824775,0.3626787457
-2.052718069824e-03,54.51683406,2.755848363868e+00,17.3263725671,0.3626370888
-2.056024137363e-03,54.52666175,2.765848363321e+00,17.3283567538,0.3625955650
-2.059186961238e-03,54.53606694,2.775848362821e+00,17.3303350203,0.3625541745
-2.062205019043e-03,54.54504467,2.785848362366e+00,17.3323073513,0.3625129176
-2.065076785036e-03,54.55358998,2.795848361954e+00,17.3342737340,0.3624717945
-2.067800730274e-03,54.56169790,2.805848361583e+00,17.3362341584,0.3624308053
-2.070375322746e-03,54.56936349,2.815848361252e+00,17.3381886166,0.3623899501
-2.072799027517e-03,54.57658179,2.825848360959e+00,17.3401371037,0.3623492288
-2.075070306872e-03,54.58334786,2.835848360701e+00,17.3420796172,0.3623086415
-2.077187620475e-03,54.58965679,2.845848360477e+00,17.3440161577,0.3622681881
-2.079149425526e-03,54.59550366,2.855848360285e+00,17.3459467284,0.3622278683
-2.080954176927e-03,54.60088356,2.865848360123e+00,17.3478713355,0.3621876820
-2.082600327459e-03,54.60579159,2.875848359988e+00,17.3497899882,0.3621476290
-2.084086327957e-03,54.61022290,2.885848359877e+00,17.3517026987,0.3621077088
-2.085410627499e-03,54.61417261,2.895848359790e+00,17.3536094826,0.3620679210
-2.086571673600e-03,54.61763589,2.905848359723e+00,17.3555103584,0.3620282652
-2.087567912410e-03,54.62060792,2.915848359674e+00,17.3574053484,0.3619887409
-2.088397788919e-03,54.62308390,2.925848359640e+00,17.3592944778,0.3619493474
-2.089059747177e-03,54.62505904,2.935848359618e+00,17.3611777757,0.3619100840
-2.089552230510e-03,54.62652860,2.945848359606e+00,17.3630552746,0.3618709500
-2.089873681754e-03,54.62748784,2.955848359602e+00,17.3649270110,0.3618319445
-2.090022543484e-03,54.62793208,2.965848359601e+00,17.3667930247,0.3617930667
-2.089997258263e-03,54.62785662,2.975848359601e+00,17.3686533599,0.3617543155
-2.089796268892e-03,54.62725683,2.985848359600e+00,17.3705080645,0.3617156898
-2.089418018669e-03,54.62612811,2.995848359593e+00,17.3723571906,0.3616771885
-2.088860951653e-03,54.62446586,3.005848359578e+00,17.3742007945,0.3616388104
-2.088123512941e-03,54.62226556,3.015848359551e+00,17.3760389367,0.3616005541
-2.087204148952e-03,54.61952269,3.025848359509e+00,17.3778716823,0.3615624181
-2.086101307711e-03,54.61623279,3.035848359449e+00,17.3796991009,0.3615244010
-2.084813439155e-03,54.61239143,3.045848359366e+00,17.3815212665,0.3614865011
-2.083338995433e-03,54.60799424,3.055848359258e+00,17.3833382582,0.3614487168
-2.081676431225e-03,54.60303687,3.065848359120e+00,17.3851501598,0.3614110462
-2.079824204198e-03,54.59751503,3.075848358949e+00,17.3869570601,0.3613734873
-2.077780774798e-03,54.59142447,3.085848358741e+00,17.3887590530,0.3613360383
-2.075544607394e-03,54.58476100,3.095848358491e+00,17.3905562377,0.3612986969
-2.073114170092e-03,54.57752049,3.105848358196e+00,17.3923487186,0.3612614609
-2.070487935222e-03,54.56969883,3.115848357852e+00,17.3941366057,0.3612243280
-2.067664379705e-03,54.56129199,3.125848357454e+00,17.3959200148,0.3611872957
-2.064641985425e-03,54.55229600,3.135848356998e+00,17.3976990670,0.3611503615
-2.061419239608e-03,54.54270695,3.145848356479e+00,17.3994738896,0.3611135226
-2.057994635210e-03,54.53252097,3.155848355893e+00,17.4012446159,0.3610767762
-2.054366671318e-03,54.52173428,3.165848355235e+00,17.4030113852,0.3610401193
-2.050533853554e-03,54.51034316,3.175848354501e+00,17.4047743431,0.3610035490
-2.046494694489e-03,54.49834393,3.185848353686e+00,17.4065336417,0.3609670619
-2.042247714062e-03,54.48573302,3.195848352785e+00,17.4082894396,0.3609306548
-2.037791440015e-03,54.47250692,3.205848351792e+00,17.4100419021,0.3608943242
-2.033124408328e-03,54.45866217,3.215848350704e+00,17.4117912014,0.3608580665
-2.028245163666e-03,54.44419541,3.225848349514e+00,17.4135375165,0.3608218779
-2.023152259833e-03,54.42910336,3.235848348218e+00,17.4152810337,0.3607857545
-2.017844260233e-03,54.41338281,3.245848346810e+00,17.4170219465,0.3607496923
-2.012319738339e-03,54.39703063,3.255848345284e+00,17.4187604560,0.3607136870
-2.006577278171e-03,54.38004378,3.265848343636e+00,17.4204967705,0.3606777344
-2.000615474780e-03,54.36241932,3.275848341859e+00,17.4222311064,0.3606418299
-1.994432934737e-03,54.34415437,3.285848339949e+00,17.4239636878,0.3606059689
-1.988028276634e-03,54.32524615,3.295848337899e+00,17.4256947467,0.3605701465
-1.981400131589e-03,54.30569200,3.305848335703e+00,17.4274245236,0.3605343577
